Film Title,Character,Gender,Race/Ethnicity,Culture,Role,Marginalized,POC,Dialogue,Cleaned Dialogue,Sentiment Scores,Compound Score,Sentiment
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"Ok Tiana, you can do this… Just a little kiss, just a little kiss. Ok! You don’t look there much different. But how did you get way up there? And how did I get way down here, in all this…  AAAAAAHHHHHHHHH!!!!!!","Ok Tiana, you can do this… Just a little kiss, just a little kiss. Ok! You do not look there much different. But how did you get way up there? And how did I get way down here, in all this…  AAAAAAHHHHHHHHH!!!!!!","{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.7073}",0.7073,Positive 😊
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,"Easy princess, do not panic!","Easy princess, do not panic!","{'neg': 0.0, 'neu': 0.337, 'pos': 0.663, 'compound': 0.709}",0.709,Positive 😊
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,What did you do to me? I…I’m green and I’m…and I’m slimy!,What did you do to me? I…I am green and I am…and I am slimy!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,"No, no, no … This is not slime.","No, no, no … This is not slime.","{'neg': 0.623, 'neu': 0.377, 'pos': 0.0, 'compound': -0.6808}",-0.6808,Negative 😡
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,What?,What?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,You’re secreting mucus.,You are secreting mucus.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,You...You....,You...You....,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Big Daddy,Male,Caucasian,New Orleans,Antagonist,False,False,Hey Stella! Get them frogs!,Hey Stella! Get them frogs!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,Run!,Run!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"I can’t run, I’m a frog!","I cannot run, I am a frog!","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,"Then hop! Calm boy, calm you monster dog! En garde!","Then hop! Calm boy, calm you monster dog! En garde!","{'neg': 0.0, 'neu': 0.594, 'pos': 0.406, 'compound': 0.6679}",0.6679,Positive 😊
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,Look out! Get out of the way.,Look out! Get out of the way.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,Where are we going?,Where are we going?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,Excuse me!,Excuse me!,"{'neg': 0.0, 'neu': 0.386, 'pos': 0.614, 'compound': 0.1511}",0.1511,Positive 😊
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,I can’t see a thing.,I cannot see a thing.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,"Me neither, can I?","Me neither, can I?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"Wait, Stella…","Wait, Stella…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,Going up!,Going up!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"Stella, it’s me, Tiana!","Stella, it is me, Tiana!","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,Stella just talked to me! The dog just spoke to me!,Stella just talked to me! The dog just spoke to me!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,"You know, if you are going to let every little thing bother you… It’s going to be very long night!","You know, if you are going to let every little thing bother you… It is going to be very long night!","{'neg': 0.108, 'neu': 0.892, 'pos': 0.0, 'compound': -0.3429}",-0.3429,Negative 😡
The Princess and the Frog,Lawrence,Male,Caucasian,New Orleans,Antagonist,False,False,"Oh, dear.  Oh! You're so quiet. Dr. Facilier: You let him go?!","Oh, dear.  Oh! You are so quiet. Dr. Facilier: You let him go?!","{'neg': 0.0, 'neu': 0.79, 'pos': 0.21, 'compound': 0.4912}",0.4912,Positive 😊
The Princess and the Frog,Lawrence,Male,Caucasian,New Orleans,Antagonist,False,False,"The poor devil's gasping, so I'd loosened the lid, ever so slightly...  How did I ever get tangled up this voodoo madness? I can't get through with this!  You wear this-this ghastly thing! Dr. Facilier:  CAREFUL WITH THAT!!! ANYTHING HAPPENS TO THIS, I'M GONNA BE...!  Fun fact about voodoo, Larry...  ...can't conjure a thing for myself. Besides, you and I both know the real power in this world ain't magic. It's money! Buckets of it.","The poor devil's gasping, so I would loosened the lid, ever so slightly...  How did I ever get tangled up this voodoo madness? I cannot get through with this!  You wear this-this ghastly thing! Dr. Facilier:  CAREFUL WITH THAT!!! ANYTHING HAPPENS TO THIS, I AM GOING TO BE...!  Fun fact about voodoo, Larry...  ...cannot conjure a thing for myself. Besides, you and I both know the real power in this world are not magic. It is money! Buckets of it.","{'neg': 0.087, 'neu': 0.845, 'pos': 0.068, 'compound': -0.3685}",-0.3685,Negative 😡
The Princess and the Frog,Lawrence,Male,Caucasian,New Orleans,Antagonist,False,False,That's true. Dr. Facilier: Aren't you tired of living on the margins? While all those fat cats in their fancy cars don't give you so much as a sideways glance?,That is true. Dr. Facilier: Are not you tired of living on the margins? While all those fat cats in their fancy cars do not give you so much as a sideways glance?,"{'neg': 0.0, 'neu': 0.844, 'pos': 0.156, 'compound': 0.6774}",0.6774,Positive 😊
The Princess and the Frog,Lawrence,Male,Caucasian,New Orleans,Antagonist,False,False,"Yes... I am. Dr. Facilier: All you gotta do is marry Big Daddy's little princess...  And we'll be splittin' that juicy Le Buoff fortune right down the middle... 60-40, like I said.","Yes... I am. Dr. Facilier: All you got to do is marry Big Daddy's little princess...  And we will be splittin' that juicy Le Buoff fortune right down the middle... 60-40, like I said.","{'neg': 0.0, 'neu': 0.925, 'pos': 0.075, 'compound': 0.3612}",0.3612,Positive 😊
The Princess and the Frog,Lawrence,Male,Caucasian,New Orleans,Antagonist,False,False,Hmm... yeah. But uh... what about Naveen? Dr. Facilier: Your little SLIP-UP... will be a minor bump in the road. So long as we got the prince's blood in this.,Hmm... yeah. But uh... what about Naveen? Dr. Facilier: Your little SLIP-UP... will be a minor bump in the road. So long as we got the prince's blood in this.,"{'neg': 0.0, 'neu': 0.946, 'pos': 0.054, 'compound': 0.1531}",0.1531,Positive 😊
The Princess and the Frog,Lawrence,Male,Caucasian,New Orleans,Antagonist,False,False,Yes...,Yes...,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,Voodoo? You mean to tell me this all happened because you were messing with the Shadow Man?,Voodoo? You mean to tell me this all happened because you were messing with the Shadow Man?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,He was very charismatic!,He was very charismatic!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,It serves me right for wishing on stars. The only way to get what you want in this world is through hard work.,It serves me right for wishing on stars. The only way to get what you want in this world is through hard work.,"{'neg': 0.057, 'neu': 0.813, 'pos': 0.13, 'compound': 0.2023}",0.2023,Positive 😊
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,Hard work? Why… why would a princess need to work hard?,Hard work? Why… why would a princess need to work hard?,"{'neg': 0.283, 'neu': 0.717, 'pos': 0.0, 'compound': -0.2869}",-0.2869,Negative 😡
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"Huh? Oh, I’m not a princess. I’m a waitress.","Huh? Oh, I am not a princess. I am a waitress.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,"A waitress? Well, no wonder the kiss did not work! You lied to me!","A waitress? Well, no wonder the kiss did not work! You lied to me!","{'neg': 0.117, 'neu': 0.477, 'pos': 0.406, 'compound': 0.6671}",0.6671,Positive 😊
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,I…I never said I was a princess.,I…I never said I was a princess.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,You never said you were a w… a waitress! You were wearing a crown.,You never said you were a w… a waitress! You were wearing a crown.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"It was a costume party, you spoiled little rich boy.","It was a costume party, you spoiled little rich boy.","{'neg': 0.0, 'neu': 0.538, 'pos': 0.462, 'compound': 0.719}",0.719,Positive 😊
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,"Oh, oh yes, oh ye? Well, the egg is on your face, alright, because I do not have any riches!","Oh, oh yes, oh ye? Well, the egg is on your face, alright, because I do not have any riches!","{'neg': 0.112, 'neu': 0.603, 'pos': 0.285, 'compound': 0.5132}",0.5132,Positive 😊
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,What?,What?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,I am completely broke.  Uh oh!,I am completely broke.  Uh oh!,"{'neg': 0.458, 'neu': 0.542, 'pos': 0.0, 'compound': -0.5244}",-0.5244,Negative 😡
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,You said … you were fabulously wealthy!,You said … you were fabulously wealthy!,"{'neg': 0.0, 'neu': 0.618, 'pos': 0.382, 'compound': 0.474}",0.474,Positive 😊
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,"No, no, no. My parents are fabulously wealthy. But they cut me off for being a… Leech! Leech!","No, no, no. My parents are fabulously wealthy. But they cut me off for being a… Leech! Leech!","{'neg': 0.35, 'neu': 0.567, 'pos': 0.083, 'compound': -0.6295}",-0.6295,Negative 😡
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"You’re broke, and you had the gall to call me a liar?","You are broke, and you had the gall to call me a liar?","{'neg': 0.379, 'neu': 0.621, 'pos': 0.0, 'compound': -0.7269}",-0.7269,Negative 😡
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,It was not a lie! I fully inte…  Aaah! I fully intend to be rich again! Once I marry Miss Charlotte La Bouff’ and she will help me!,It was not a lie! I fully inte…  Aaah! I fully intend to be rich again! Once I marry Miss Charlotte La Bouff’ and she will help me!,"{'neg': 0.053, 'neu': 0.698, 'pos': 0.248, 'compound': 0.7825}",0.7825,Positive 😊
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,You a prince?,You a prince?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,Obviously!,Obviously!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"She’ll help you!  All right then. once you two are married, you are gonna keep your promise and get me my restaurant, right?","She will help you!  All right then. once you two are married, you are going to keep your promise and get me my restaurant, right?","{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.6476}",0.6476,Positive 😊
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,"Whoa, oh, not so fast. I made that promise to a beautiful princess, not a cranky wai… Why are those logs moving?","Whoa, oh, not so fast. I made that promise to a beautiful princess, not a cranky wai… Why are those logs moving?","{'neg': 0.0, 'neu': 0.733, 'pos': 0.267, 'compound': 0.7351}",0.7351,Positive 😊
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,Those aren’t logs...,Those are not logs...,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,Lower the vine.,Lower the vine.,"{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative 😡
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,Find your own tree. There he is. I’ve seen him! I’ve seen him!,Find your own tree. There he is. I have seen him! I have seen him!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,"Okay, help me get out of this swamp and once I married Charlotte, I shall get you your restaurant. You gonna taste so good you wasted invaluable rat!","Okay, help me get out of this swamp and once I married Charlotte, I shall get you your restaurant. You going to taste so good you wasted invaluable rat!","{'neg': 0.099, 'neu': 0.655, 'pos': 0.246, 'compound': 0.6333}",0.6333,Positive 😊
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,"Quick, quick, pull me up!","Quick, quick, pull me up!","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,"Well, waitress, looks like we going to be here for a while. So we may as well get … comfortable.","Well, waitress, looks like we going to be here for a while. So we may as well get … comfortable.","{'neg': 0.0, 'neu': 0.583, 'pos': 0.417, 'compound': 0.8402}",0.8402,Positive 😊
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,Take your slimes away from me.,Take your slimes away from me.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,I’ve told you … It is not slime! It is mucus!,I have told you … It is not slime! It is mucus!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"Rise and shine, Sleeping Beauty. Gators are gone. We got to get back to New Orleans and undo this mess you got us into.","Rise and shine, Sleeping Beauty. Gators are gone. We got to get back to New Orleans and undo this mess you got us into.","{'neg': 0.1, 'neu': 0.767, 'pos': 0.133, 'compound': 0.2323}",0.2323,Positive 😊
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,I was not the one parading around with your phony baloney tiara. Music de paddle bil.,I was not the one parading around with your phony baloney tiara. Music de paddle bil.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,Could use a little help!,Could use a little help!,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.4017}",0.4017,Positive 😊
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,I will play a little louder.,I will play a little louder.,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.34}",0.34,Positive 😊
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,How about a little less piggin’ and a … I know that tune! Dippermouth Blues.,How about a little less piggin’ and a … I know that tune! Dippermouth Blues.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,"Play it, brother!","Play it, brother!","{'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.4003}",0.4003,Positive 😊
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,Where you’ve been all my life?!,Where you have been all my life?!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,Where did you learn to play like that?,Where did you learn to play like that?,"{'neg': 0.0, 'neu': 0.55, 'pos': 0.45, 'compound': 0.5994}",0.5994,Positive 😊
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,"Well, the Bajou’s is the best jazz school in the world. All the greats play the riverboats. Oh, Louis give anything to be up there jammin’ with the big boys.","Well, the Bajou’s is the best jazz school in the world. All the greats play the riverboats. Oh, Louis give anything to be up there jammin’ with the big boys.","{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.8271}",0.8271,Positive 😊
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,So why don’t you?,So why do not you?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,"Oh, I tried once.  It didn’t end well.","Oh, I tried once.  It did not end well.","{'neg': 0.206, 'neu': 0.794, 'pos': 0.0, 'compound': -0.2057}",-0.2057,Negative 😡
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"It is been a real pleasure meetin’ you, Louis. And thank you for coming and for not eatin’ us. We best be on our way.","It is been a real pleasure meetin’ you, Louis. And thank you for coming and for not eatin’ us. We best be on our way.","{'neg': 0.0, 'neu': 0.669, 'pos': 0.331, 'compound': 0.886}",0.886,Positive 😊
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,Where are you goin’?,Where are you going?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,To find somebody to break the spell.,To find somebody to break the spell.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,What spell?,What spell?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,"Brace yourself, my skilly friend, We are not frogs … We are humans.","Brace yourself, my skilly friend, We are not frogs … We are humans.","{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4939}",0.4939,Positive 😊
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,What?  You are serious?,What?  You are serious?,"{'neg': 0.356, 'neu': 0.644, 'pos': 0.0, 'compound': -0.168}",-0.168,Negative 😡
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,"I am Naveen, Prince of Maldonia. And she is Tiana, the waitress. Do not kiss her.","I am Naveen, Prince of Maldonia. And she is Tiana, the waitress. Do not kiss her.","{'neg': 0.143, 'neu': 0.857, 'pos': 0.0, 'compound': -0.3252}",-0.3252,Negative 😡
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,Now just a second. This goon here got himself turned into a frog by a voodoo man and now …,Now just a second. This goon here got himself turned into a frog by a voodoo man and now …,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,Voodoo? Like the kind Mama Odie do.,Voodoo? Like the kind Mama Odie do.,"{'neg': 0.0, 'neu': 0.459, 'pos': 0.541, 'compound': 0.7096}",0.7096,Positive 😊
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,"Mama, hoodie?","Mama, hoodie?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,Mama Odie. She is the voodoo queen of the Bajou. She got magic and spells of kind a voodoo .,Mama Odie. She is the voodoo queen of the Bajou. She got magic and spells of kind a voodoo .,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.5267}",0.5267,Positive 😊
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,"To the deepest, darkest part of a Bayou?? Facing raser sharks, prick ambushers, and trappers, and hunters with guns? No.","To the deepest, darkest part of a Bayou?? Facing raser sharks, prick ambushers, and trappers, and hunters with guns? No.","{'neg': 0.343, 'neu': 0.657, 'pos': 0.0, 'compound': -0.8095}",-0.8095,Negative 😡
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,"Watch and learn. Louis, that’s too bad we can not help you with your dream. If only you were smaller… less toothy. You can play jazz to adoring crowd without scaring them. Anyway, enjoy your loneliness, my friend! Abenaza.","Watch and learn. Louis, that is too bad we can not help you with your dream. If only you were smaller… less toothy. You can play jazz to adoring crowd without scaring them. Anyway, enjoy your loneliness, my friend! Abenaza.","{'neg': 0.151, 'neu': 0.547, 'pos': 0.302, 'compound': 0.8196}",0.8196,Positive 😊
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"Cute, but it’s not gonna…","Cute, but it is not going to…","{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.25}",0.25,Positive 😊
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,"Louis, you are a genius.","Louis, you are a genius.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,You are getting married!,You are getting married!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,All right. I just have to leave a string of broken hearts behind me. Your modesty becomes you and your sense of responsibility I worked hard for everything I got and that’s the way it’s supposed to be When I’m a human being at least I’ll act like one if you do your best each and every day good things are sure to come your way What you give is what you get! My daddy said that and now I’ll never forget and I amend it to you When we’re human and we’re gonna be I’m gonna blow my horn! I’m gonna live the high life! I’m gonna do my best to take my place in the sun When we’re human!,All right. I just have to leave a string of broken hearts behind me. Your modesty becomes you and your sense of responsibility I worked hard for everything I got and that is the way it is supposed to be When I am a human being at least I will act like one if you do your best each and every day good things are sure to come your way What you give is what you get! My daddy said that and now I will never forget and I amend it to you When we are human and we are going to be I am going to blow my horn! I am going to live the high life! I am going to do my best to take my place in the sun When we are human!,"{'neg': 0.041, 'neu': 0.824, 'pos': 0.136, 'compound': 0.9353}",0.9353,Positive 😊
The Princess and the Frog,Charlotte,Female,Caucasian,New Orleans,Protagonist,False,False,"Oh, Prince Naveen, dear. I am positively mortified you had to endure that frog fiasco last night.","Oh, Prince Naveen, dear. I am positively mortified you had to endure that frog fiasco last night.","{'neg': 0.148, 'neu': 0.583, 'pos': 0.269, 'compound': 0.4019}",0.4019,Positive 😊
The Princess and the Frog,Lawrence,Male,Caucasian,New Orleans,Antagonist,False,False,"Well, when you’re next in line for the throne, you’re poised like a panther, ready to expect the unexpected.","Well, when you are next in line for the throne, you are poised like a panther, ready to expect the unexpected.","{'neg': 0.0, 'neu': 0.637, 'pos': 0.363, 'compound': 0.7964}",0.7964,Positive 😊
The Princess and the Frog,Charlotte,Female,Caucasian,New Orleans,Protagonist,False,False,Y-your ear?,Y-your ear?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Lawrence,Male,Caucasian,New Orleans,Antagonist,False,False,"What? Oh, there’s pesky mosquitoes… everywhere. Get in here! Please, Miss Charlotte, I can no longer ignore the throbbing of my… Heart. Even though our time together’s been brief, it’s been heavenly.","What? Oh, there is pesky mosquitoes… everywhere. Get in here! Please, Miss Charlotte, I can no longer ignore the throbbing of my… Heart. Even though our time together’s been brief, it is been heavenly.","{'neg': 0.209, 'neu': 0.641, 'pos': 0.15, 'compound': -0.126}",-0.126,Negative 😡
The Princess and the Frog,Charlotte,Female,Caucasian,New Orleans,Protagonist,False,False,"Land sakes Prince Naveen, You got me blushin’ ‘til I…","Land sakes Prince Naveen, You got me blushin’ ‘til I…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Lawrence,Male,Caucasian,New Orleans,Antagonist,False,False,Would you do me the honor of becoming Princess of Maldonia?,Would you do me the honor of becoming Princess of Maldonia?,"{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.4939}",0.4939,Positive 😊
The Princess and the Frog,Charlotte,Female,Caucasian,New Orleans,Protagonist,False,False,Are you serious?,Are you serious?,"{'neg': 0.394, 'neu': 0.606, 'pos': 0.0, 'compound': -0.0772}",-0.0772,Negative 😡
The Princess and the Frog,Lawrence,Male,Caucasian,New Orleans,Antagonist,False,False,As the plague.,As the plague.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Charlotte,Female,Caucasian,New Orleans,Protagonist,False,False,"Yes! Oh, I most definitely will marry you! Oh, there’s so much to plan! The guest list! The dress! The music! The flowers! The shoes! We’re gonna have ourselves a Mardi Gras weddin’!","Yes! Oh, I most definitely will marry you! Oh, there is so much to plan! The guest list! The dress! The music! The flowers! The shoes! We are going to have ourselves a Mardi Gras weddin’!","{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.7821}",0.7821,Positive 😊
