Film Title,Character,Gender,Race/Ethnicity,Culture,Role,Marginalized,POC,Dialogue
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,"No… No, I just, uh… I… I didn’t see anything. Did I?"
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,Look again.
Pocahontas,Grandmother Willow,Female,Mythical Entity,Nature/Spiritual,Supporting,False,False,Let it break upon you
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,"Pocahontas, the tree is talking to me."
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,Then you should talk back.
Pocahontas,Grandmother Willow,Female,Mythical Entity,Nature/Spiritual,Supporting,False,False,"Don’t be frightened, young man. My bark is worse than my bite."
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,Say something.
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,What do you say to a tree?
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,Anything you want.
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,"So, uh…"
Pocahontas,Grandmother Willow,Female,Mythical Entity,Nature/Spiritual,Supporting,False,False,"Come closer, John Smith. He has a good soul. And he’s handsome, too."
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,"Oh, I like her."
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,I knew you would.
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,We can’t let them see us.
Pocahontas,Grandmother Willow,Female,Mythical Entity,Nature/Spiritual,Supporting,False,False,"Quick, over here."
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,I’m glad you’re on our side.
Pocahontas,Grandmother Willow,Female,Mythical Entity,Nature/Spiritual,Supporting,False,False,There’s still some snap in these old vines.
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,I better get back before they send the whole camp out after me.
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,When will I see you again?
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,"Meet me tonight, right here. [Exits.]"
Pocahontas,Grandmother Willow,Female,Mythical Entity,Nature/Spiritual,Supporting,False,False,"Well, I haven’t had this much excitement in 200 years."
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,"What am I doing? I shouldn’t be seeing him again. I mean, I want to see him again—"
Pocahontas,Grandmother Willow,Female,Mythical Entity,Nature/Spiritual,Supporting,False,False,Who wouldn’t? I want to see him again.
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,"But still, something inside is telling me it’s the right thing."
Pocahontas,Grandmother Willow,Female,Mythical Entity,Nature/Spiritual,Supporting,False,False,Perhaps it’s your dream.
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,My dream? Do you think he’s the one the spinning arrow was pointing to?
Pocahontas,Grandmother Willow,Female,Mythical Entity,Nature/Spiritual,Supporting,False,False,Mm-hmm!
Pocahontas,Nakoma,Female,Native American,Powhatan,Supporting,True,True,"Pocahontas, are you crazy? What were you doing with that—"
Pocahontas,Kocoum,Male,Native American,Powhatan,Supporting,True,True,There you are!
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,Kocoum!
Pocahontas,Kocoum,Male,Native American,Powhatan,Supporting,True,True,Look at them. Now we have enough warriors to destroy those white demons!
Pocahontas,Powhatan,Male,Native American,Powhatan,Supporting,True,True,"Now that we are joined by our brothers, we will defeat this enemy."
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,"Father, I need to speak with you."
Pocahontas,Powhatan,Male,Native American,Powhatan,Supporting,True,True,"Not now, my daughter. The council is gathering."
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,We don’t have to fight them! There must be a better way.
Pocahontas,Powhatan,Male,Native American,Powhatan,Supporting,True,True,Sometimes our paths are chosen for us.
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,But maybe we should try talking to them.
Pocahontas,Powhatan,Male,Native American,Powhatan,Supporting,True,True,They do not want to talk.
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,"But if one of them did want to talk, you would listen to him, wouldn’t you?"
Pocahontas,Powhatan,Male,Native American,Powhatan,Supporting,True,True,Pocahontas—
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,Wouldn’t you?
Pocahontas,Powhatan,Male,Native American,Powhatan,Supporting,True,True,Of course I would. But it is not that simple. Nothing is simple anymore.
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,"Easy, Thomas. It’s me."
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,"Not aiming like that, you couldn’t. Keep both eyes open when you shoot. You’ll see twice as well."
Pocahontas,Ratcliffe,Male,Caucasian,English,Antagonist,False,False,Smith! Where have you been?
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,"I was out scouting the terrain, sir."
Pocahontas,Ratcliffe,Male,Caucasian,English,Antagonist,False,False,Excellent. Then you must know the Indians’ whereabouts. We’ll need that information for the battle.
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,What battle?
Pocahontas,Ratcliffe,Male,Caucasian,English,Antagonist,False,False,We will eliminate these savages once and for all.
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,No! You can’t do that!
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,"Look, we don’t have to fight them."
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,I met one of them.
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,"They’re not savages, they can help us. They know the land, they know how to navigate the rivers. And, look! It’s food!"
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,"It’s better than hardtack and gruel, that’s for sure."
Pocahontas,Wiggins,Male,Caucasian,English,Supporting,False,False,I like gruel.
Pocahontas,Ratcliffe,Male,Caucasian,English,Antagonist,False,False,"They don’t want to feed us, you ninnies! They want to kill us! All of us! They’ve got our gold, and they’ll do anything to keep it!"
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,But there is no gold!
Pocahontas,Ratcliffe,Male,Caucasian,English,Antagonist,False,False,And I suppose your little Indian friend told you this.
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,Yes.
Pocahontas,Ratcliffe,Male,Caucasian,English,Antagonist,False,False,"Lies! Lies, all of it! Murderous thieves, there’s no room for their kind in civilized society."
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,But this is their land!
Pocahontas,Ratcliffe,Male,Caucasian,English,Antagonist,False,False,"This is my land! I make the laws here. And I say anyone so much as looks at an Indian without killing him on sight, will be tried for treason and hanged."
Pocahontas,Nakoma,Female,Native American,Powhatan,Supporting,True,True,Pocahontas!
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,Nakoma!
Pocahontas,Nakoma,Female,Native American,Powhatan,Supporting,True,True,"Don’t go out there. I lied for you once, don’t ask me to do it again."
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,I have to do this.
Pocahontas,Nakoma,Female,Native American,Powhatan,Supporting,True,True,He’s one of them!
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,You don’t know him.
Pocahontas,Nakoma,Female,Native American,Powhatan,Supporting,True,True,"You go out there, you’ll be turning your back on your own people."
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,I’m trying to help my people.
Pocahontas,Nakoma,Female,Native American,Powhatan,Supporting,True,True,"Pocahontas, please… You’re my best friend, I don’t want you to get hurt."
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,"I won’t, I know what I’m doing."
Pocahontas,Nakoma,Female,Native American,Powhatan,Supporting,True,True,"Pocahontas, no!"
Pocahontas,Ratcliffe,Male,Caucasian,English,Antagonist,False,False,Follow him.
Pocahontas,Ratcliffe,Male,Caucasian,English,Antagonist,False,False,I want to know where he’s sneaking off to.
Pocahontas,Ratcliffe,Male,Caucasian,English,Antagonist,False,False,"And if you happen to see any Indians, shoot them. Oh, and Thomas? You’ve been a slipshod sailor and a poor excuse for a soldier. Don’t disappoint me again."
Pocahontas,Nakoma,Female,Native American,Powhatan,Supporting,True,True,Kocoum?
Pocahontas,Kocoum,Male,Native American,Powhatan,Supporting,True,True,What is it?
Pocahontas,Nakoma,Female,Native American,Powhatan,Supporting,True,True,It’s Pocahontas.
Pocahontas,Kocoum,Male,Native American,Powhatan,Supporting,True,True,What’s wrong? Is she all right?
Pocahontas,Nakoma,Female,Native American,Powhatan,Supporting,True,True,I think she’s in trouble.
Pocahontas,Grandmother Willow,Female,Mythical Entity,Nature/Spiritual,Supporting,False,False,"The earth is trembling, child. What’s happened?"
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,The warriors are here!
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,Pocahontas!
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,John!
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,Listen to me. My men are planning to attack your people. You’ve got to warn them.
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,Maybe it’s not too late to stop this. You have to come with me and talk to my father.
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,"Pocahontas, talking isn’t going to do any good. I already tried talking to my men but everything about this land has them spooked."
Pocahontas,Grandmother Willow,Female,Mythical Entity,Nature/Spiritual,Supporting,False,False,That’s the strangest creature I’ve ever seen!
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,"Percy! Easy, Percy, come here!"
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,"Meeko, come back!"
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,"You see what I mean? Once two sides want to fight, nothing can stop them."
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,"Come, come here!"
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,"It’s all right, he’s a friend. Bad, bad dog! Sit!"
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,What are you doing? Meeko!
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,"Percy, get back here! Stop that!"
Pocahontas,Grandmother Willow,Female,Mythical Entity,Nature/Spiritual,Supporting,False,False,"All right, that’s enough! It’s enough to make your sap boil. Now then, there’s something I want to show you. Look. [Touches a vine to the river surface.]"
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,The ripples.
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,What about them?
Pocahontas,Grandmother Willow,Female,Mythical Entity,Nature/Spiritual,Supporting,False,False,"So small at first, then look how they grow. But someone has to start them."
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,They’re not going to listen to us.
Pocahontas,Grandmother Willow,Female,Mythical Entity,Nature/Spiritual,Supporting,False,False,"Young man, sometimes the right path is not the easiest one. Don’t you see, only when the fighting stops can you can be together."
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,"All right, let’s go talk to your father."
Pocahontas,Kocoum,Male,Native American,Powhatan,Supporting,True,True,[War cry.]
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,[Gasp.]
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,"Kocoum, no! Kocoum! Leave him alone! [Gasps.] Kocoum, stop!"
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,[Gasp.]
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,Thomas!
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,You killed him!
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,Get away from him!
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,"Pocahontas, it won’t help! He was only—"
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,He killed him!
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,"Thomas, get out of here. Get out of here!"
Pocahontas,Powhatan,Male,Native American,Powhatan,Supporting,True,True,Who did this?
Pocahontas,Powhatan,Male,Native American,Powhatan,Supporting,True,True,Your weapons are strong. But now our anger is stronger. At sunrise he will be the first to die!
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,But father!
Pocahontas,Powhatan,Male,Native American,Powhatan,Supporting,True,True,I told you to stay in the village. You disobeyed me. You have shamed your father!
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,I was only trying to help.
Pocahontas,Powhatan,Male,Native American,Powhatan,Supporting,True,True,"Because of your foolishness, Kocoum is dead! Take him away. [Exits.]"
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,Kocoum was just coming to protect me.
Pocahontas,Nakoma,Female,Native American,Powhatan,Supporting,True,True,"Pocahontas, I sent Kocoum after you. I was worried about you. I thought I was doing the right thing."
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,All of this happened because of me… And now I’ll never see John Smith again.
Pocahontas,Nakoma,Female,Native American,Powhatan,Supporting,True,True,Come with me.
Pocahontas,Nakoma,Female,Native American,Powhatan,Supporting,True,True,Pocahontas wants to look into the eyes of the man who killed Kocoum.
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,Pocahontas!
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,I’m so sorry.
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,"For what, this? I’ve gotten out of worse scrapes than this. Can’t think of any right now, but…"
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,"It would’ve been better if we’d never met, none of this would’ve happened."
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,"Pocahontas, look at me. I’d rather die tomorrow than live a hundred years without knowing you."
Pocahontas,Nakoma,Female,Native American,Powhatan,Supporting,True,True,Pocahontas?
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,I can’t leave you.
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,"You never will. No matter what happens to me, I’ll always be with you. Forever."
Pocahontas,Ratcliffe,Male,Caucasian,English,Antagonist,False,False,"It’s perfect, Wiggins! I couldn’t have planned this better myself. The gold is as good as mine!"
Pocahontas,Ratcliffe,Male,Caucasian,English,Antagonist,False,False,"And so we shall! I told you those savages couldn’t be trusted. Smith tried to befriend them, and look what they’ve done to him. But now I say it’s time to rescue our courageous comrade. At daybreak, we attack!"
Pocahontas,Ratcliffe,Male,Caucasian,English,Antagonist,False,False,Barely even human
Pocahontas,Ratcliffe,Male,Caucasian,English,Antagonist,False,False,Drive them to our shore
Pocahontas,Kekata,Male,Native American,Powhatan,Supporting,True,True,Beneath that milky hide
Pocahontas,Powhatan,Male,Native American,Powhatan,Supporting,True,True,Barely even human
Pocahontas,Powhatan,Male,Native American,Powhatan,Supporting,True,True,Killers at the core
Pocahontas,Powhatan,Male,Native American,Powhatan,Supporting,True,True,We must sound the drums of war
Pocahontas,Ratcliffe,Male,Caucasian,English,Antagonist,False,False,"Now it’s up to you, men"
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,"They’re going to kill him at sunrise, Grandmother Willow."
Pocahontas,Grandmother Willow,Female,Mythical Entity,Nature/Spiritual,Supporting,False,False,You have to stop them.
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,I can’t.
Pocahontas,Grandmother Willow,Female,Mythical Entity,Nature/Spiritual,Supporting,False,False,"Child, remember your dream?"
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,"I was wrong, Grandmother Willow. I followed the wrong path. I feel so lost. [Meeko gives her John’s compass.] The compass? Spinning arrow!"
Pocahontas,Grandmother Willow,Female,Mythical Entity,Nature/Spiritual,Supporting,False,False,It’s the arrow from your dream!
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,I was right! It was pointing to him. [Sunlight hits her face.] Sunrise!
Pocahontas,Grandmother Willow,Female,Mythical Entity,Nature/Spiritual,Supporting,False,False,"It’s not too late, child. Let the spirits of the earth guide you! You know your path, child… Now follow it!"
Pocahontas,Ratcliffe,Male,Caucasian,English,Antagonist,False,False,This will be the day
Pocahontas,Powhatan,Male,Native American,Powhatan,Supporting,True,True,This will be the morning
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,I don’t know what I can do
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,Eagle help my feet to fly
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,"Mountain, help my heart be great"
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,Spirits of the earth and sky
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,Please don’t let it be too late
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,How loud are the drums of war
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,Is the death of all I love
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,"No! If you kill him you’ll have to kill me, too."
Pocahontas,Powhatan,Male,Native American,Powhatan,Supporting,True,True,"Daughter, stand back!"
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,"I won’t! I love him, father. Look around you. This is where the path of hatred has brought us. This is the path I choose, father. What will yours be?"
Pocahontas,Powhatan,Male,Native American,Powhatan,Supporting,True,True,"My daughter speaks with wisdom beyond her years. We’ve all come here with anger in our hearts, but she comes with courage and understanding. From this day forward, if there is to be more killing, it will not start with me. Release him."
Pocahontas,Ratcliffe,Male,Caucasian,English,Antagonist,False,False,"Now’s our chance, fire!"
Pocahontas,Ratcliffe,Male,Caucasian,English,Antagonist,False,False,What?
Pocahontas,Ratcliffe,Male,Caucasian,English,Antagonist,False,False,"It’s a trick, don’t you see? Fire! Fine, I’ll settle this myself."
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,No! [Jumps in the way.]
Pocahontas,Ratcliffe,Male,Caucasian,English,Antagonist,False,False,He stepped right – right into it! It’s his own fault!
Pocahontas,Ratcliffe,Male,Caucasian,English,Antagonist,False,False,"Traitors! Unhand me, I say, how dare you!"
Pocahontas,Ratcliffe,Male,Caucasian,English,Antagonist,False,False,I’ll see you all hanged for this!
Pocahontas,Ratcliffe,Male,Caucasian,English,Antagonist,False,False,(muffled) How dare you! Untie me at once! I’ll have your head for this!
Pocahontas,Wiggins,Male,Caucasian,English,Supporting,False,False,And he came so highly recommended.
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,"No, not yet. She said she’d be here."
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,Here. It’s from Grandmother Willow’s bark. It’ll help with the pain.
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,"What pain? I’ve had worse pain than this. Can’t think of any right now, but…"
Pocahontas,Powhatan,Male,Native American,Powhatan,Supporting,True,True,"You are always welcome among our people. Thank you, my brother."
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,[To Flit.] I thought you didn’t like strangers.
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,My mother’s necklace.
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,"See ya, Percy. [To Pocahontas.] Come with me?"
Pocahontas,Powhatan,Male,Native American,Powhatan,Supporting,True,True,You must choose your own path.
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,I’m needed here.
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,Then I’ll stay with you.
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,"No, you have to go back."
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,But I can’t leave you.
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,"You never will. No matter what happens, I’ll always be with you. Forever."
