Film Title,Character,Dialogue
Mulan,Bald Hun Man #1,White horse hair.  Imperial stallions.
Mulan,Long Hair Hun Man ,"Sulfur, from cannons."
Mulan,Shan-Yu,"This doll came from a village in the Tung Shao Pass, where the Imperial Army's waiting for us."
Mulan,Hun Archer,We can avoid them easily.
Mulan,Shan-Yu ,"No, the quickest way to the Emperor is through that pass.  Besides, the little girl will be missing her doll.  We should return it to her."
Mulan,Mushu,"Hey, oh, ah, no, this is not a good idea.  What if somebody sees you?"
Mulan,Mulan ,Just because I look like a man doesn't mean I have to smell like one.
Mulan,Mushu ,"So a couple of guys don't rinse out their socks, picky, picky, picky.  Well myself I kinda like that corn chip's smell."
Mulan,Mulan ,Ahhhhhhh.
Mulan,Mushu,"Okay, all right, all right, that's enough.  Now, c'mon, get out before you get all pruny and stuff [holding out a towel towards Mulan keeping his eyes covered]."
Mulan,Mulan,"Mushu, if you're so worried, go stand watch."
Mulan,Mushu,"Yeah, yeah,  stand watch Mushu while I blow our secret with my stupid girly habits.  Humph, hygiene."
Mulan,Cri-Kee ,"Chirp, Chirp."
Mulan,Yao,Me first! Me first! Me First!
Mulan,Mushu ,Ah.  We're doomed!  There a couple of things I know they're bound to notice! [Yao and Ling jump into the water.  Chien-Po dips in his toe to check temperature then jumps in causing a large wave.  Yao and Ling ride the wave towards Mulan.  Mulan sees them and hides her face behind a lily pad]
Mulan,Yao ,"Hey, Ping."
Mulan,Mulan ,"Oh hi guys, I didn't know you were *here*. [Yao, Ling and Chien-Po share ""this boy is strange"" looks] I was just washing, so now I'm clean and I'm gonna go.  Bye, bye.  [Mulan hides behind a rock keeping her front facing the rock]"
Mulan,Ling ,"Come back here.  I know we were jerks to you before so lets start over.  [extending his hand to shake hands with Mulan]  Hi, I'm Ling!"
Mulan,Mulan ,"Heh, heh.  [Mulan turns and wades away from Ling and runs into Chien-Po]"
Mulan,Chien-Po ,And I'm Chien-Po.
Mulan,Mulan ,Hello Chien-Po.
Mulan,Yao,"And I am Yao, king of the rock.  And there's nothin' you girls can do about it."
Mulan,Ling ,"Oh, yeah?  Well, I think Ping  and I could take you."
Mulan,Mulan ,I really don't want to take him anywhere.
Mulan,Ling ,"Ping, we have to fight!"
Mulan,Mulan,No we don't.   We could just close our eyes and swim around.
Mulan,Ling,C'mon don't be such a g--Ouch!  Something bit me.
Mulan,Mushu ,What a nasty flavor.
Mulan,Ling ,Snake!
Mulan,Chien-Po ,"Snake, snake. [Mulan whistles for Khan and wades back to shore.  Khan comes close enough to shore and Mulan hides behind Khan as she wraps a towel around her body]"
Mulan,Ling,Some king of the rock!
Mulan,Mulan,"Boy, that was close."
Mulan,Mushu ,"No, that was vile!  You owe me big!"
Mulan,Mulan,I never want to see a naked man again.
Mulan,Mushu,"Hey, don't look at me.  I ain't biting any more butts."
Mulan,Chi Fu ,You think your troops are ready to fight?  Hah!  They would not last a minute against the Huns.
Mulan,Shang,They completed their training.
Mulan,Chi Fu,"Those *boys* are no more fit to be soldiers than you are to be Captain.  Once the general reads my report, your troops will never see battle."
Mulan,Mushu ,Oh no you don't.  I've worked to hard to get Mulan into this war.  This guy's messing with my plan.
Mulan,Shang ,We're not finished.
Mulan,Chi Fu ,"Be careful, Captain.  The General may be your father, but I am the Emperor's council.  And, oh, by the way, huh, I got that job on my own.   You're dismissed."
Mulan,Mulan ,"Hey, I'll hold him and you punch, heh, heh...   or not. For what it's worth, I think you're a great captain."
Mulan,Mushu ,I saw that!
Mulan,Mulan ,What?
Mulan,Mushu ,You like him don't you?
Mulan,Mulan,"No, I--"
Mulan,Mushu,"Yeah right, Yeah sure.  Look,   go to your tent.  [Mulan walks away with a look of delight. Mushu talks to Cri-Kee]  I think it's time we took this war into our own hands . [Mushu and Cri-Kee wait outside Chi Fu's Tent.  Chi Fu emerges with carrying a scrub brush and wrapped in a towel and with big showering slippers on his feet.  He whistles as he walks off.  Mushu and Cri-Kee enter his tent.  Cri-Kee uses his legs to write up a letter.  He finishes and Mushu takes the paper]"
Mulan,Mushu,"Okay, okay, let me see what you've got.  From General Li, dear son, we're waiting for the huns at the pass and it would mean a lot if you'd come and back us up.    That's great except you forgot, ""and since we're all out of potpourri, maybe you wouldn't mind bringing up some.""  Hellooooo, this is the army!  Make it sound more urgent, please!  You know what I'm talkin' about?  [Cri-Kee starts writing the note again]  That's better, much better.   Okay, Let's go."
Mulan,Mushu,"Khan-ie baby, hey, we need a ride."
Mulan,Chi Fu ,"Insubordinate ruffians.    You men owe me a new pair of slippers.  And I do not squeal like a girl.   Aaaaaahhhhhh! Mushu [sitting on top of the panda bear behind a dummy of a soldier using sticks to gesticulate with the dummy's arms to push the note towards Chi Fu.  Cri-Kee works the mouth]:  Urgent news from the general!    What's the matter, you've never seen a 'black and white' before?"
Mulan,Chi Fu,Who are you?
Mulan,Mushu,"Excuse me!  I think the question is: who are you?  We're in a war man!  There's no time for stupid questions.  I should have your hat for that,  snatch it right off of your head [swiping with an arm at Chi Fu's hat.  Mushu turns the upper half of the dummy around after the panda passes Chi Fu.  Chi Fu begins reading the message].  But I'm feeling gracious today, so carry on before I report you."
Mulan,Chi Fu ,Captain.  Urgent news from the General.  We're needed at the front.
Mulan,Mushu ,"Pack your bags Cri-Kee, we're movin' out."
Mulan,Cow ,Moo
Mulan,Mulan ,Huh?
Mulan,Shang ,Search for survivors. [Cut to Mulan walking around the burned-out village.  She finds a the doll that Shan-Yu was holding and looks up sorrowfully.  Shang comes to her side]
Mulan,Shang,I don't understand.  My father should have been here.
Mulan,Chi Fu ,"Captain! [Chi Fu points down to the valley where the remains of General Li's army can be seen.  Flags poking up out of the snow, armor lying face down, broken cannon carts.  Ling, Yao, Mulan, and a soldier have the look of horror on their faces as they look into the valley.  Chien-Po walks up from the valley carrying a helmet]"
Mulan,Chien-po ,...the General. [Shang takes the helmet and walks to the edge of the hill.  He draws his sword and stabs it into the snow upright.  He kneels down and places the helmet on top of the sword.  Mulan approaches him from behind]
Mulan,Mulan ,"I'm sorry. [Shang gets up, turns around and puts his hand on Mulan's shoulder and he walks by.  Shang walks to the center of the troops. He grabs his horse by the saddle, takes one quick look of grief then mounts his horse]"
Mulan,Shang,"The Huns are moving quickly.  We'll make better time to the Imperial City through the Tung Shao Pass.  We're the only hope for the Emperor now.  Move out! [Mulan looks at the sword, takes out the doll she found and places the doll at the base of the sword.  She turns around and joins the rest of the troops marching on] [Cut to Mulan standing next to Khan saddled to the cart with cannons.  A cannon blast shoots out of the cart and explodes in the air.  The troops look surprised.  Mulan glances back with a scowl into the hole in the canopy of the cart to see Mushu with a sorrowful face.  Mushu points at Cri-Kee.  Shang charges up to Mulan on his horse, Chi Fu right behind]"
Mulan,Shang ,What happened?!
Mulan,Mulan ,Uhhh--
Mulan,Shang,You just gave away our position.  Now we're--[an arrow hits Shang in the shoulder as he falls to the ground.  Shang pulls out the arrow]   Get out of range!! [The troops hurriedly run away as many arrows start falling all around them.  Mulan pulls Khan by the reins to hurry him up.  Fire arrows start hitting the cart with cannons attached to Khan.  The cart begins to blaze with fire]
Mulan,Shang,"Save the cannons! [The troops form a human chain and start taking the cannons out of the burning cart one by one while Mulan steadies Khan to keep him from bolting.  Chien-Po grabs many and hauls them on his own.  The troops grab]as many cannons as they safely can and Mulan cuts Khan free from the cart.  She mounts Khan and charges away from the fire.  The cart explodes sending Mulan flying off Khan losing her helmet and sword which land near her.  Mushu and Cri-Kee, sent flying by the blast, scream and land near Mulan."
Mulan,Mushu,"Oh sure, save the horse. [Mulan grabs Mushu with her right hand and grabs the sword with her left and runs to the troops position.  Cri-Kee and Khan follow.  Yao, Ling, Chien-Po and other recruits set up cannons against rocks.  They dodge a set of arrows that fall around them]"
Mulan,Shang,Fire!
Mulan,Shang,"Fire! [Mulan, Ling and Chien-Po launch a second volley at the mountain where the archers are stationed.  No more arrows can be seen coming from the mountain position]"
Mulan,Shang,"Hold the last cannon.    Prepare to fight.  If we die, we die with honor. [Shan-Yu raises his sword high above his head and charges down the mountain at Shang's position.  His falcon flies off his shoulder on Shan-Yu's war cry  The Hun army follows]"
Mulan,Shang,"Yao, aim the cannon at Shan-Yu. [The line of Shang's troops with Mulan at the end draw their swords.  Mulan looks down at her sword and sees the reflection of a large snow embankment hanging to the side of a cliff.  She rushes forward]"
Mulan,Yao ,Hey.
Mulan,Shang,"Ping, come back.  Ping! [Mulan charges forward towards the oncoming horde of the Hun army being led by Shan-Yu and his falcon.  Mushu looks over her at the oncoming horde with worry in his eyes]"
Mulan,Shang ,Stop!
Mulan,Mushu ,"All right, you might want to light that right about now.  Quickly!  Quickly!"
Mulan,Yao ,"C'mon, we've gotta help. [Mulan searches for the flint in the snow in vain.  She sees Mushu, grabs him and stretches him causing him to light the fuse.  Mushu lands on the cannon and the cannon fires off just above the charging Shan-Yu]"
Mulan,Mushu ,You missed him!  How could you miss?  He was three feet in front of you! [The cannon lodges in the snow and explodes causing the beginning of a large avalanche.  Mulan looks up with an evil grin on her face and Shan-Yu watches in horror as many of his troops begin to be swallowed up by the snow]
Mulan,Shan-Yu ,"Yrrrrrrraah. [Shan-Yu swipes at Mulan with his sword hitting her in the right side.  Mulan falls back grabbing her right side.  Shan-Yu's horse stumbles. Mulan uses this break to bolt away from the avalanche.  Shan-Yu gains his composure and starts to gallop away from the avalanche on his horse.  Shang looks with shock as hee sees the avalanche coming toward him.   Mulan grabs Shang as she passes by him, turning him around and helping him run away from the avalanche] Yao, Chien-Po and Ling :  Yeeahhhhhh!  [they stop.  noticing the oncoming avalanche they  turn around and run back to where they came from]  Waaaaaaaaaa! [Khan jumps away from the troops position and starts to run towards Mulan passing Ling, Yao and Chien-Po. The avalanche swallows up Shan-Yu and his horse.  Khan arrives at Mulan's position just ahead of the avalanche.  Mulan jumps onto Khan and reaches for Shang.  She grabs his hand, then the avalanche rushes forth breaking their grip, turning Khan around facing the oncoming avalanche of snow] [Cut to Ling, Yao and Chien-Po standing behind a rock.  They see the snow approaching close and run to larger shelter where the rest of Shang's army is positioned just as the avalance reaches their posision]"
Mulan,Mushu ,Mulan!  Mulan!   Mulan?
Mulan,Hun Soldier,Arrrrr.
Mulan,Mushu ,"Nope.  Mulan!    Man, you are one lucky bug. [Cut to Mulan riding Khan above the snow into the teeth of the avalanche.  Khan and Mulan are swept under by the snow and reemerge quickly.  She looks back and sees Shang passed out riding the wave of snow]"
Mulan,Mulan ,"Shang, Shang!  [Mulan turns around and rides to Shang's position.  She picks him up and places him on Khan.  She turns Khan around again to be riding upstream]"
Mulan,Chien-Po,Do you see them?
Mulan,Yao ,Yes!   Perfect!  Now I'll pull them to safe--[Yao grasps at air as the rope completely passed through his hands]--ty.
Mulan,Mushu ,"Hey Mulan, I found a lucky cricket."
Mulan,Mulan ,We need help!
Mulan,Mushu ,"Ooo, nice, very nice, you can sit by me.  [Mushu sees that they're about to fall over the cliff.  He and Cri-Kee look frightened] Ahhhhh!  We're gonna die!  We're gonna die!  I know we're gonna die!  No way we can survive this!  Death is coming!"
Mulan,Yao ,"I let them slip through my fingers. [Mulan's arrow lands in Yao's hands.  He grabs on and is pulled toward the cliff, the soldiers grab onto Yao and hold him steady near the cliff edge with the rope taught over the cliff]"
Mulan,Yao,"Pull [Chien-Po prays as he calmly walks up to the group of soldiers.  He lifts them all up and pulls backward hauling Mulan, Shang, Khan, Mushu and Cri-Kee to safety]"
Mulan,Mushu,I knew we could to it.  You da man.  Well sorta.
Mulan,Ling,"Step back guys, give 'em some air."
Mulan,Shang ,"Ping, you are the craziest man I've ever met.  And for that I owe you my life.  From now on, you have my trust."
Mulan,Ling,Let's hear it for Ping!  The bravest of us all.
Mulan,Yao ,You're king of the mountain!
Mulan,Chien-Po ,"Yes, yes, yes!"
Mulan,Mulan ,"Ahhh,"
Mulan,Shang,"Ping, what's wrong? He's wounded, get help! Ping, hold on.  Hold on. [Cut to outside of the medic tent.  Mulan and Medic are inside.  Shang stands by the entrance.  Yao, Ling and Chien-Po look quite concerned.  Ling drums his fingers on his knees.  The medic comes out from the tent and whispers to Shang.  Shang looks astonished and goes into the tent.  Mulan is lying down.  She opens her eyes, sees Shang and smiles at the sight of him.  She sits up allowing the blanket to fall to her waist revealing her form fitting bandages on her chest.  She sees Shang's surprised look and realizes her feminine form is noticeable]"
Mulan,Mulan ,"Huh,  I can explain."
Mulan,Chi Fu ,Huh?  So it's true.
Mulan,Mulan ,Shang!
Mulan,Chi Fu,I knew there was something wrong with you.    A woman.
Mulan,Chi Fu ,Trecherous snake.
Mulan,Mulan ,My name is Mulan.  I did it to save my father.
Mulan,Chi Fu ,High treason!
Mulan,Mulan,I didn't mean for it to go this far.
Mulan,Chi Fu ,Ultimate dishonor.
Mulan,Mulan,It was the only way.  Please believe me.
Mulan,Chi Fu ,"Hmph, Captain?"
Mulan,Chi Fu ,"Restrain him. Yao, Ling and Chien-Po :  Noooooo!"
Mulan,Chi Fu ,You know the law. [Shang stands over Mulan.  Mulan looks at Shang then bows her head in anticipation.  Shang lifts the sword high above his head and throws it down in front of Mulan]
Mulan,Shang,A life for a life.  My debt is repaid.    Move out!
Mulan,Chi Fu ,But you can't just...
Mulan,Shang ,"I said, ""Move out!"" [The troops walk off toward the Imperial City leaving Mulan behind with Khan, Cri-Kee, and Mushu.  Mulan is sitting, shivering. Khan takes his blanket and wraps it around Mulan with his mouth and sits behind her.  Cri-Kee lights a fire with twigs.  When he doesn't get warm, he moves under the blanket wrapped around Mulan.  Mushu walks toward Mulan carrying a stick]"
Mulan,Mushu,"I was this close, this close to impressing the ancestors, getting the top shelf, an entourage.  Man, all my fine work, ffft.  [Mushu picks up a dumpling with his stick, slumps down in front of the fire Cri-Kee made and begins to cook the dumpling over the fire]  Hi."
Mulan,Mulan ,I should never have left home.
Mulan,Mushu,"Eh, come on, you wanted to save your father's life.  Who knew you'd end up shaming him, disgracing your ancestors, and losing all your friends.  You know, you just gotta, you gotta learn to let these things go ."
Mulan,Mulan,Maybe I didn't go for my father.  Maybe what I really wanted was to prove I could do things right.  So when I looked in the mirror I'd see someone worthwhile.  But I was wrong.  I see nothing.  [throws the helmet down and a tear runs down her cheek]
Mulan,Mushu ,"Well that's because this just needs a little spit, that's all.  Let me shine this up for ya [wiping the spit to clean the helmet and holding it up to Mulan].   I can see you, look at you, you look so pretty.  [seeing Mulan is not cheered up by his actions, he shows sorrow on his face]  The truth is we're both frauds.  Your ancestors never sent me, they don't even like me.  I mean, you risked your life to help people you love.  I risked your life to help myself.  At least you had good intentions  ."
Mulan,Cri-Kee ,"Chirp, Chirp, Chirp.  Bawl, Bawl."
Mulan,Mushu,What!?  What do you mean you're not lucky?  You lied to me?     And what are you? A sheep?
Mulan,Mulan ,I'll have to face my father sooner or later.  Let's go home.
Mulan,Mushu,"Yeah, this ain't gonna be pretty.  But, don't you worry, 'kay?  Things'll work out.  We started this thing together and that's how we'll finish.   I promise."
Mulan,Shan-Yu ,"Rrrrrrraaaaaaaaahhh! [Hun Archer, Long-Hair Hun Man, Hun Strong Guy, Hun Bald Man #1, and Hun Bald Man #2 each pop out of the snow and join Shan-Yu.  They set off towards the Imperial City]"
Mulan,Mulan ,"Huh.  [Mulan runs, grabs her sword, mounts Khan, and heads out following the Huns to the Imperial City]"
Mulan,Mushu,Home is that way!
Mulan,Mulan,I have to do something.
Mulan,Mushu,"Did you see those Huns!?  They popped out of the snow, like daisies!"
Mulan,Mulan,Are we in this together or not?
Mulan,Cri-Kee ,"Chirp, Chirp."
Mulan,Mushu,"Well, let's go kick some Huny buns!    Wu Hu Ha Ga, Wu Hu Ha Ga [Cut to the victory parade in the Imperial City.  Fireworks go off, kites are flying.  The drummers march by, followed by the flutist, followed by the acrobats.  The Parade Leader follows, then Shang and his men, followed by lion dancers]"
Mulan,Parade Leader,"Make way for the heros of China. [Shang leads the men on horseback, all have sorrowful looks on their faces.  Mulan rides up through the crowd and stops.  She looks around and sees Shang in the parade]"
Mulan,Mulan ,Shang!
Mulan,Shang ,Mulan?
Mulan,Mulan,"The Huns are alive, they're in the city."
Mulan,Shang,"You don't belong here Mulan, go home."
Mulan,Mulan ,"Shang, I saw them in the mountains.  You have to believe me."
Mulan,Shang,Why should I?
Mulan,Mulan ,Why else would I come back?  You said you'd trust Ping.  Why is Mulan any different?
Mulan,Mulan ,Keep your eyes open.  I know they're here.  Hya.
Mulan,Mushu,Now where are you going?
Mulan,Mulan ,To find someone who will believe me. [Cut to the parade procession stopping in front of the Emperor on the steps of the palace.  Chi Fu stands next to Shang and gives him Shan-Yu's sword.  The Lion dancers stop behind Shang.  A palace man strikes a large gong and the people fall silent]
Mulan,Emperor,"My children, heaven smiles down upon the Middle Kingdom.  China will sleep safely tonight thanks to our brave warriors."
Mulan,Mulan ,"Sir, the Emperor's in danger! [Man #1 rips his shoulder away from Mulan's touch and moves away]   But the Huns are here!    Please, you have to help me.  [Man #2 walks away from Mulan]   No one will listen!"
Mulan,Mushu,"Huh?  Oh, I'm sorry, did you say something?"
Mulan,Mulan ,Mushu!
Mulan,Mushu,"Hey, you're a girl again, remember?"
Mulan,Shang ,"Your Majesty, I present to you the sword of Shan-Yu."
Mulan,Emperor,"I know what this means to you, Captain Li.  Your father would have been very proud. [Shan-Yu's falcon swoops down and takes the sword as Shang is giving it to the Emperor.  The falcon rises above the roof and drops the sword to Shan-Yu who was sitting next to the gargoyles in the shadows blending in.  He rises out of the shadows to catch the sword so that all the people can see his face.  The masses of people gasp at the sight of Shan-Yu.  Shang begins to draw his sword.  All 5 of Shan-Yu's men jump out from behind the dragon knocking down Shang and grab the Emperor knocking off his hat.  Hun Bald Man #1 and #2 carry the Emperor into the Palace.  Long-Haired Hun Man and Hun Strong Guy close the palace doors as Hun archer knocks his arrow retreating into the Palace to threaten would be rescue attempts]"
Mulan,Shang ,No.
Mulan,Yao ,C'mon.
Mulan,Shan-Yu ,"Ha, Ha, Ha, Ha, Ha, Ha. [Shang and his soldiers pick up a big stone statue and use it as a battering ram.  They are unsuccessful at opening the door.  Mulan sees what's going on and arrives at the steps]"
Mulan,Mulan ,"They'll never reach the Emperor in time.  [She looks at the columns and runs near to the Shang and his soldiers.  She whistles loudly catching the soldiers' attention]  Hey guys, I've got an idea. We must be swift as the coursing river With all the force of a great typhoon With all the strength of a raging fire Mysterious as the dark side of the moon [Yao, Ping and Chien-Po look at one another then drop the statue and follow Mulan.  Shang looks astonished.  Around the corner Yao, Ling and Chien-Po begin to take off their armor and dress as women.  Once the transformation is complete, they take out their sashes and prepare to shimmy up the columns.  Shang arrives and taps Mulan on the shoulder.  He takes off his cape and wraps it around the column to signify that he's coming along.  They shimmy up the poles together]"
Mulan,Shan-Yu,"Boo.    Guard the door [they walk off down the stairs that lead to the balcony].    Your walls and armies have fallen, and now it's your turn.  Bow to me. [Cut to the entrance to the stairwell that leads to the balcony.  Hun Bald Man #1 and #2 come down the stairs and close the door, joining Hun Archer Man, Hun Strong Man and Hun Long-Hair Man.  Mulan and company are around the corner]"
Mulan,Mulan ,"Okay, any questions?"
Mulan,Yao ,Does this dress make me look fat?   Ow.
Mulan,Hun Archer,Who's there?
Mulan,Hun Bald Man #2 ,Concubines.
Mulan,Hun Bald Man #1,Ugly concubines.
Mulan,Ling ,Oh he's so cute. [Hun Bald Man #2 smiles and waves back.  Hun Bald Man #1 elbows Hun Bald Man #2.  A bitten apple falls out from beneath Ling's dress.  He pulls the dress out and turns so as not to expose the loss of figure]
Mulan,Shang ,Aww.
Mulan,Mushu ,"Now that's what I call Mongolian Barbeque.  [Cri-Kee rolls on his back in laughter.  The stunned falcon doesn't do anything] [Hun Bald Man #2 picks up the apple and offers it back to Ling.  Ling, Yao, and Chien-Po pull out the fruit they were using to simulate a woman's chest.  Chien-Po takes his watermelons and smashes them on the heads of Hun Bald Man #1 and #2.  He then smashes their two heads together and they fall to the ground.  Ling pushes the apple into Hun Long-Hair man's mouth and kicks him in the stomach causing Hun Long-Hair Man to stoop over on the ground.  Ling uses his head to crack Hun Long-Hair Man's back.  Hun Strong Guy lunges his fist at Yao and misses, he misses with the other.  Yao grabs the outstretched arm and flips him over onto his head. Mulan kicks away Hun Archer Man's bow and knocked arrow, avoids his strike by turning her back to Hun Archer.  She follows with a left elbow to the stomach followed by a left upper cut knocking Hun Archer to the ground.  She sits on his back and uses the bow to pull his head back]"
Mulan,Mulan ,"Shang, GO!"
Mulan,Shan-Yu,I tire of your arrogance old man.  [yelling and putting his sword at the emperor's throat] Bow to me!
Mulan,Emperor,"No matter how the wind howls, the mountain cannot bow to it."
Mulan,Shan-Yu,"Then you will kneel in pieces. [Shang runs up in time to block the striking blow of Shan-Yu with his sword.  Shang swipes with his sword.  Shan-Yu grabs Shang's arm and throws him towards the edge.  Shang grabs onto a column and he flies over the edge and uses the momentum to swing back and kick Shan-Yu.  Shan-Yu falls to the ground, Shang on top of him. Shang punches Shan-Yu.  Shan-Yu grabs Shang and rolls over forcing Shang to be on his back underneath him.  Shang uses his knee to hit Shan-Yu from behind as he uses his hand to hit him in the head.  Shang forces Shan-Yu onto his back and grabs his arm pulling it behind Shan-Yu's back.  Mulan, Chien-Po, Yao and Ling enter the balcony from the stairs]"
Mulan,Mulan,"Chien-Po, get the Emperor."
Mulan,Chien-Po ,"Sorry, your Majesty. [Chien-Po lifts up the Emperor and runs over to Mulan who is by a rope attached to a column in the balcony.  Chien-Po uses his sash as a pulley and rides down the rope to the ground.  Shan Yu watches the Emperor leave]"
Mulan,Shan-Yu,No! [Shan-Yu uses his free arm to elbow Shang in the face.  Shan-Yu gets up and head-butts Shang and throws him to the ground.  Shang lies limp.  Mulan watches Shang fall then she looks over the edge at Ling and Yao now on the ground.  Chien-Po runs off the screen out of sight]
Mulan,Yao ,"Come on! [Mulan looks down at Shang with a worried look.  Shan-Yu begins to approach Mulan and the rope. Mulan looks at the approaching Shan-Yu and then down to spy his sword. Thinking quickly, Mulan grabs Shan-Yu's sword and cuts the taught rope.  Shan-Yu reaches the edge and grabs for the falling rope unsuccessfully as Mulan leaves the sword embedded in the column and runs to Shang's position.  The crowd cheers]"
Mulan,Shan-Yu,"No!  [He looks down at the crowd and realizes he cannot find the Emperor among the throng of people]  Yrraaaaahhhh! [Shan-Yu turns and looks back and sees Mulan looking concerned, holding up Shang.  Shan-Yu pulls out his sword lodged in the column and heads toward them.  As Shang sees Shan-Yu approaching, he puts his arm in front of Mulan to ask her to leave and takes out his knife.  Mulan slides away. Shan-Yu comes up to Shang, knocks away his knife, slaps him in the face, and grabs Shang by the shirt collar]"
Mulan,Shan-Yu ,"You, you took away my victory."
Mulan,Mulan,No!  I did!
Mulan,Shan-Yu ,The soldier from the mountains. [Shan-Yu drops Shang and starts after Mulan as she puts on her shoe and runs down the stairs and through the doors to the balcony.  She closes the door with the latch falling in place right behind her.  She leans against the doors.  Shan-Yu punches a hole in one door with his fist. Mulan runs away from the doors down the corridor.  Mushu riding Shan-Yu's falcon like a horse catches up with Mulan]
Mulan,Mushu,So what's the plan?
Mulan,Mulan,Ummmm.
Mulan,Mushu,You don't have a plan?!
Mulan,Mulan,"Hey, I'm making this up as I... go. Mushu--"
Mulan,Mushu,I'm way ahead of you sister.  C'mon Cri-Kee. [Mushu and Cri-Kee jump onto a kite and use the wings to soar over toward the fireworks tower] [Cut to Shan-Yu.  Shan-Yu breaks through the doors and catches up to Mulan swinging his sword wildly knocking down a support column with every swipe.  Mulan runs and ducks his every blow. Mulan climbs up a column to get out of Shan-Yu's reach.  Shan-Yu slices the base of the column causing it to fall and break through the outer wall.  Mulan screams as the beam falls and comes to a stop.  Mulan gets up on the beam and jumps up to catch onto the awning.  She looks off to her right and spies Mushu arriving at the fireworks tower] [Zoom in on the fireworks tower.  Mushu lands near Barry Cook and Tony Bancroft (the firework lighters) on the edge of the tower]
Mulan,Mushu,"Citizens, I need firepower."
Mulan,Barry Cook,Who are you?
Mulan,Mushu ,You're worst nightmare.
Mulan,Man in Crowd #1,On the roof.
Mulan,Man in Crowd #2,"Look! [Mulan lines up where she is standing with the fireworks tower across the way.  Shan-Yu breaks through the roof behind Mulan surprising her.  Mulan backs away and searches for something on her person to help her against Shan-Yu.  She finds a her fan, takes it out, and opens it]"
Mulan,Shan-Yu,It looks like you're out of ideas. [Shan-Yu lunges with his sword.  Mulan dodges to her right and lets the sword go right through the fan.  She closes the fan back up on the sword and twists the fan with both hands so that Shan-Yu loses his grip.  The sword flies toward Mulan and she catches it by the handle slipping off the fan with her sword movement]
Mulan,Mulan,"Not quite.    Ready, Mushu?"
Mulan,Mushu ,"I am ready, baby. [He blows fire onto a stick and hands the stick to Cri-Kee who's standing on the firework]  Light me!  [Cri-Kee lights the fuse] [Shan-Yu approaches Mulan.  Using the sword as a lever, Mulan lunges at Shan-Yu kicking him in the face then sweep kicks him and he falls to the ground.  Mulan picks the sword back up and stabs it into Shan-Yu's cape.  The rocket on Mushu ignites and hurls him toward Shan-Yu.  Mulan lies flat down on the left side of the roof.  Shan-Yu sees the approaching rocket and tries to run, but the sword has him pinned to the spot.  The rocket hits Shan-Yu square in the belly propelling him toward the firework tower.  Mushu grabbed onto the sword as he went by letting the rocket do the work.  Cri-Kee hangs on to Mushu's tail.  Mulan jumps back up to the crest of the roof and runs away from the fireworks tower grabbing Mushu and Cri-Kee off the sword]"
Mulan,Mulan ,"Get off the roof, get off the roof, get off the roof. [The rocket rides Shan-Yu into the fireworks tower causing masses of explosions and fireworks to fly everywhere.  Mulan jumps near the edge of the roof.  Propelled by the explosion, she grabs onto a lantern that is hanging on a taught rope and starts to slide down.  She looks down and releases her grip so that she lands on the back of Shang causing the two of them to fall to the ground.  Shan-Yu's sword follows and lands on the ground near by]"
Mulan,Mushu ,Ah ha ha ha ha.   [to Cri-Kee]  You are a lucky bug.
Mulan,Chi Fu ,"That was a deliberate attempt on my life.  Where is she?  Now she's done it.  What a mess.  [Shang and troops push Mulan behind them to protect her]  Stand aside, that creature's not worth protecting."
Mulan,Shang ,She's a hero.
Mulan,Chi Fu,'Tis a woman.  She will never be worth anything.
Mulan,Shang ,"Listen, you pompous--"
Mulan,Emperor ,That is enough!
Mulan,Shang,"Your Majesty, I can explain. [The Emperor motions for Shang to stand aside.  Shang and his men part giving the Emperor a clear path to Mulan.  Mulan steps forward and bows before the Emperor.  Chi Fu with a sinister look waits to write down the words of the Emperor]"
Mulan,Emperor,"I've heard a great deal about you, Fa Mulan.  You stole your father's armor, ran away from home, impersonated a soldier, deceived your commanding officer, dishonored the Chinese army, destroyed my palace, AND...you have saved us all. [Chi Fu looks at the Emperor actions astonishingly then immediately falls prostrate before Mulan. Shang, Yao, Ling, and Chien-Po follow suit.  Mulan looks up then turns around hardly believing what she sees as the entire Chinese population within the palace grounds fall prostrate on the ground in a wave like pattern, bowing to her.  Khan bows with Mushu and Cri-Kee on his back]"
Mulan,Mushu,My little baby's all grown up and savin' China.   You have a tissue?
Mulan,Emperor,"Chi Fu,"
Mulan,Chi Fu,Your Excellency?
Mulan,Emperor,See to it that this woman is made a member of my council.
Mulan,Chi Fu ,"A member of your coun... what?  But there are no council positions open, your Majesty."
Mulan,Emperor ,"Very well then, you can have his job ."
Mulan,Chi Fu ,What?...My...
Mulan,Mulan ,"With all due respect, your Excellency.  I have been away from home long enough."
Mulan,Emperor ,"Then take this, so your family will know what you have done for me.  And this   so the world will know what you have done for China."
Mulan,Yao,Is she allowed to do that? [Mulan walks away from the Emperor and is embraced by Yao and Ling.  Chien-Po comes up and lifts all three of them off the ground in a big bear hug.  Chien-Po lets them all back to the ground again.  Mulan walks toward Shang and stops in front of him.  As Shang begins to speak Mulan starts to smile anticipating something good]
Mulan,Shang,Um...  You...  You fight good.
Mulan,Mulan ,"Oh, thank you."
Mulan,Shang,:  Hmm.
