Film Title,Character,Dialogue
Aladdin,Aladdin,"Take it easy, Abu.  He's not gonna bite. (The CARPET again picks up ABU's hat and hands it to him.  ABU shakes his fist and screeches at it.  CARPET begins to walk away, ""sadly."")"
Aladdin,Aladdin,"Hey, wait a minute.  Don't go.  Maybe you can help us.  (CARPET looks back, excited. It then flies over and wraps around the pair.)  Hey, whoa!  You see, we're trying to find this lamp.  (CARPET motions for them to follow it.)  I think he knows where it is. (They pass through a long cave, until they emerge in a giant underground cavern.  In the centre of the room is a tall pillar, with a staircase going up to it.  It is surrounded by water with unevenly placed stones forming a bridge.  At the top of the pillar is a beam of light.  ALADDIN begins to cross the bridge.)"
Aladdin,Aladdin,Wait here!
Aladdin,Abu,Oh.  Huh? (ABU sees a shrine with a golden monkey.  The outstretched paws hold a giant ruby.  ABU is hypnotically drawn to it.   ALADDIN climbs the stairs quickly.  CARPET sees ABU and grabs his tail trying in vain to hold him back.  ALADDIN finally reaches the MAGIC LAMP.)
Aladdin,Aladdin,This is it?  This is what we came all the way down here to--  (He looks down and sees ABU break free of CARPET's hold and lunge toward the jewel.)  Abu- NO! (ABU grabs the jewel.  There is a rumbling and the room begins to shake.)
Aladdin,Cave Voice,Infidels!
Aladdin,Abu,Uh oh!
Aladdin,Cave Voice,"You have touched the forbidden treasure.  (ABU places the jewel back into the paw, but the jewel and the shrine melt into lava.) Now you will never again see the light of day! (ALADDIN races down the steps, but they flatten into a ramp, and he skies down until he flies into the air.  The water has turned into lava.  He is falling toward it, when all of a sudden CARPET appears and catches him.   ABU is standing on one of the rocks of the bridge. He looks left and right and sees rocks exploding into lava. Then CARPET races over and ALADDIN grabs him, just as the last rock is exploding.)"
Aladdin,Aladdin,"Whoa!  Carpet, let's move! (Together, they race back through the caves dodging walls and falling debris.  ABU grabs ALADDIN's head and covers his eyes.)"
Aladdin,Aladdin,"Abu, this is no time to panic!  (He pulls ABU off his head and sees they are flying into a wall.) Start panicking. (CARPET goes into a dive, then through another cave.  Finally, they emerge through the internal entrance.  Outside, the cave begins to growl and close.  CARPET and company are almost to the top when a boulder drops on carpet, sending it to the floor.  ALADDIN  grabs onto the rock wall and holds on.  He sees the OLD MAN at the top, within reach.)"
Aladdin,Aladdin,Help me out!
Aladdin,Old Man,Throw me the lamp!
Aladdin,Aladdin,I can't hold on.  Give me your hand.
Aladdin,Old Man,"First give me the lamp! (ALADDIN reaches in and pulls out the MAGIC LAMP.  He hands it up, a nd the OLD MAN raises it above his head.)"
Aladdin,Old Man,Ha ha ha ha!  Yes!  At last!  Ha ha ha ha! (ALADDIN has climbed out with the assistance of ABU.  But the OLD MAN kicks aside ABU and grabs ALADDIN's wrist.)
Aladdin,Aladdin,What are you doing?
Aladdin,Old Man,"Giving you your reward.  (JAFAR returns to his normal voice.) Your eternal reward. (He pulls out a crooked dagger and is about to stab ALADDIN, when ABU bites him on the wrist.  He screams, but lets go of ALADDIN, who falls into the cave.  OLD MAN throws ABU into the cave as well.  They fall.  CARPET sees this, but is pinned under a boulder.  It struggles to break free, then does.  It races up and catches ALADDIN, but he has already hit the wall several times, and is unconscious.  On the surface, the cave roars one final time, then sinks back into the sand.  JAFAR pulls off his disguise.)"
Aladdin,Jafar,"Heh heh heh! It's mine.  It's all mine! I (He can't find it in his pocket)--- where is it?  No. NO!! (Kiss fade to JASMINE's bedroom.  She is sitting on her bed, next to RAJAH who looks sad. The SULTAN walks in.)"
Aladdin,Sultan,"Jasmine?  Oh, dearest.  What's wrong?"
Aladdin,Jasmine,Jafar...has...done something... terrible.  (She looks as if she's been crying.)
Aladdin,Sultan,"There, there, there, my child--we'll set it right. Now, tell me everything. (Cut to int. of cave.  ALADDIN lies unconscious on the CARPET. ABU tries to wake him.)"
Aladdin,Abu,"Oh, oh. Aladdin?  Wake up.  Aladdin."
Aladdin,Aladdin,"Oh, my head. We're trapped.  (Angry, shaking his fists at the entrance) That two faced son-of-a-jackal! Whoever he was, he's long gone with that lamp."
Aladdin,Abu,Aha!
Aladdin,Aladdin,"Why, you hairy little thief!  Looks like such a beat-up, worthless piece of junk.  Hey, I think there's something written here, but it's hard to make out. (He rubs the LAMP.  Suddenly smoke comes out of the hole, the LAMP begins to shake and glow, but ALADDIN holds onto the LAMP, and our wonderful friend, the GENIE comes out.)"
Aladdin,Genie,"Aaaaahhhhh!  OY!  Ten-thousand years will give ya such a crick in the neck!  (He hangs ALADDIN on a nearby rock.  Then he pulls his head off and spins it around, yelling as he does so.  CARPET pulls a ALADDIN down.)  Whoa!  Does it feel good to be outta there! (GENIE uses the lamp end of himself as a microphone.) Nice to be back, ladies and gentlemen.  Hi, where ya from? (Sticks the mic in ALADDIN's face.)  What's your name?"
Aladdin,Aladdin,"Uh, Al--uh--Aladdin."
Aladdin,Genie,"(Says his name as if he's discovered something major) Aladdin! (A neon sign lights up with ALADDIN's name on it, circled by chase lights.  The sign changes to reflect the GENIE's upcoming line.) Hello, Aladdin.  Nice to have you on the show.  Can we call you 'Al?' Or maybe just 'Din?'  Or how bout 'Laddi?'  (GENIE disappears, then a dog wrapped in plaid jumps in.) Sounds like 'Here, boy! C'mon, Laddi!'"
Aladdin,Aladdin,I must have hit my head harder than I thought.
Aladdin,Genie,"Do you smoke?  Mind if I do? (Dog poofs into smoke, then back to the GENIE.  ABU screeches wildly.)  Oh, sorry Cheetah--hope I didn't singe the fur!  Hey, Rugman!  Haven't seen you in a few millennia!  Slap me some tassel!  Yo! Yeah! (CARPET flies over and high fives the GENIE. GENIE looks at ALADDIN.)  Say, you're a lot smaller than my last master.   Either that or I'm gettin' bigger.  Look at me from the side--do I look different to you?"
Aladdin,Aladdin,Wait a minute!  I'm--your master?
Aladdin,Genie,"(Slaps a diploma in ALADDIN's hand and a mortarboard on his head.)  That's right!  He can be taught!! What would you wish of me, (as Arnold Schwarzenegger)  the ever impressive,(inside a cube) the long contained, (as a ventriloquist with a dummy) often imitated, but never duplicated-- DUP. GENIES:    Duplicated, duplicated,  duplicated, duplicated,  duplicated,  duplicated, duplicated, duplicated, duplicated."
Aladdin,Aladdin,Whoa!  Wish fulfillment?
Aladdin,Genie,"Three wishes to be exact.  And ix-nay on the wishing for more wishes.  (Turns into a slot machine, arm pulls down and three GENIEs appear in the windows.)  That's it--three.  (Three GENIE caballeros come out of the slot.)  Uno, dos, tres. No substitutions, exchanges or refunds.  (The duck drops with the secret word ""Refunds.'"
Aladdin,Aladdin,Now I know I'm dreaming.
Aladdin,Genie,"Master, I don't think you quite realize what you've got here! So why don't you just ruminate, whilst I illuminate the possibilities.  (GENIE lights up like a fluorescent light) Well Ali Baba had them forty thieves Scheherazadie had a thousand tales But master you in luck 'cause up your sleeve You got a brand of magic never fails! (GENIE produces 40 thieves who surround ALADDIN with swords. GENIE appears in his vest, then sticks his arms out and boxes the thieves into submission.) You got some power in your corner now Some heavy ammunition in your camp You got some punch, pizzazz, yahoo and how See all you gotta do is rub that lamp And I'll say (Boxing ring appears, ALADDIN in the corner, being massaged by GENIE.  Then GENIE turns into a pile of fireworks and explodes.  Then GENIE appears inside lamp and grabs ALADDIN's hand and rubs lamp with it.) Mister Aladdin sir What will your pleasure be? Let me take your order, jot it down You ain't never had a friend like me No no no! (GENIE produces a table and chairs, then writes down things on a note pad, like a waiter. ) Life is your restaurant And I'm your maitre' d! C'mon whisper what it is you want You ain't never had a friend like me. (GENIE appears as a plate of chicken, then returns to normal, but enlarges his ear to listen to ALADDIN.  Finally, he explodes into four duplicate GENIEs.) Yes sir, we pride ourselves on service You're the boss, the king, the shah! Say what you wish, it's yours!  True dish How about a little more Baklava? (The GENIEs give him a shave, haircut and manicure, then ALADDIN appears in a comfy chair   surrounded by the treasure and being fanned by women.  The GENIE appears and fills the screen with baklava.) Try some of column 'A' Try all of column 'B' I'm in the mood to help you dude You ain't never had a friend like me (ALADDIN rises up on a column of food with a giant A on top, then jumps to another column with a B on top.  He falls off and is caught by a cushion held by GENIE.  He opens his mouth, and his tongue turns into a staircase.  A miniature GENIE dressed like a magician comes out.) (The mini GENIE does a little dance with the GENIE's two giant hands.  At the end, they surround the mini GENIE and squish him into nothing.) Can your friends do this? Do your friends do that? Do your friends pull this out their little hat Can your friends go poof! Well looky here Can your friends go Abracadabra, let 'er rip And then make the sucker disappear? (The GENIE pulls off his head, duplicates it, then juggles them. He tosses them to ALADDIN, who juggles with one hand and spins one of the heads on his fingertip like a basketball.  He tosses the heads back onto the GENIE, who proceeds to try and pull himself out of a hat at his base.  He spirals around and around until he turns into a white rabbit.  The rabbit transforms into a purple dragon . The dragon breathes fire, which turns into three HAREM GIRLS, who dance around ALADDIN.  Just as he begins to enjoy them, they disappear.) So don't you sit there slack jawed, buggy eyed I'm here to answer all your midday prayers You got me bona fide, certified You got a genie for a charg? d'affairs! I got a powerful urge to help you out So what you wish I really want to know You got a wish that's three miles long, no doubt So all you gotta do is rub like so, and oh! (GENIE imitates what he is calling ALADDIN, then turns into a certificate which rolls up and surrounds ALADDIN.  GENIE pulls a list {written in Arabic} out of ALADDIN's ear, which he uses to rub his behind like drying off after a shower.) Mister Aladdin, sir, have a wish or two or three I'm on the job, you big nabob You ain't never had a friend, never had a friend You ain't never had a friend, never had a friend You ain't never...had a... friend... like...me! You ain't never had a friend like me! (The dancing HAREM GIRLS reappear, and ALADDIN leans in to kiss one. She turns into the GENIE, who zaps four dancing elephants into existence.  To the other direction, he zaps in four dancing camels, and a grand finale dancing number ensues.  ABU grabs as much gold as he can, but the GENIE wraps everything up in a cyclone and zaps it away until they're all back in the cave.  GENIE has a neon ""APPLAUSE"" sign on his back. ABU turns his hat over and sees that is is empty.)"
Aladdin,Genie,"So what'll it be, master?"
Aladdin,Aladdin,You're gonna grant me any three wishes I want?
Aladdin,Genie,"Ah, almost.  There are a few provisos, a couple of quid pro quos"
Aladdin,Aladdin,Like?
Aladdin,Genie,"Ah, rule number one: I can't kill anybody.  (He slices his head off with his finger.)  So don't ask.  Rule two: I can't make anyone fall in love with anyone else.  (Head turns into a big pair of lips which kiss ALADDIN.)  You little punim, there. (Lies flat, then gets up and transforms into a zombie.) Rule three: I can't bring people back from the dead.  It's not a pretty picture, (He grabs ALADDIN and shakes him) I don't like doing it!  (He poofs back to normal.)  Other than that, you got it!"
Aladdin,Aladdin,"Ah, provisos?  You mean limitations?  On wishes?  Some all powerful genie--can't even bring people back from the dead. I don't know, Abu--he probably can't even get us out of this cave.  Looks like we're gonna have to find a way out of here-- (They start to leave, but a big blue foot stomps down in front of them.)"
Aladdin,Genie,"Excuse me?  Are you lookin' at me?  Did you rub my lamp? Did you wake me up, did you bring me here?  And all of a sudden, you're walkin' out on me?   I don't think so, not right now.  You're gettin' your wishes, so siddown!  (They all get on CARPET. GENIE takes the form of a stewardess, with lots of arms pointing out the exits.)  In case of emergency, the exits are here, here, here, here,here, here, here, here, here, here, here, here, anywhere!  Keep your hands and arms inside the carpet.  Weeee'rrrrrreee...outta here! (The CARPET and passengers fly out of the sand in the desert and off into the distance.  Cut to int. of SULTAN's chamber. JAFAR is there with IAGO, JASMINE and the SULTAN.)"
Aladdin,Sultan,"Jafar, this is an outrage.  If it weren't for all your years of loyal service... . From now on, you are to discuss sentencing of prisoners with me, before they are beheaded."
Aladdin,Jafar,"I assure you, your highness, it won't happen again."
Aladdin,Sultan,"Jasmine, Jafar, now let's put this whole messy business behind us.  Please?"
Aladdin,Jafar,"My most abject and humblest apologies to you as well, princess.  (He takes her hand to kiss it, but she yanks it away.)"
Aladdin,Jasmine,"At least some good will come of my being forced to marry.  When I am queen, I will have the power to get rid of you."
Aladdin,Sultan,"That's nice.  All settled, then.  Now, Jasmine, getting back to this suitor business, (he looks and sees Jasmine walking out) Jasmine? Jasmine!"
Aladdin,Jafar,If only I had gotten that lamp!
Aladdin,Iago,"I will have the power to get rid of you!  D'oh!  To think--we gotta keep kissing up to that chump, and his chump daughter for the rest of our lives..."
Aladdin,Jafar,"No, Iago.  Only until she finds a chump husband. Then she'll have us banished--or beheaded!"
Aladdin,Both,Eeewww!
Aladdin,Iago,Oh!  Wait a minute!  Wait a minute! Jafar?  What if you were the chump husband?
Aladdin,Jafar,What?
Aladdin,Iago,"Okay, you marry the princess,all right? Then, uh, you become sultan!"
Aladdin,Jafar,Oh!Marry the shrew?  I become sultan.  The idea has merit!
Aladdin,Iago,"Yes, merit! Yes!  And then we drop papa-in-law and the little woman off a cliff!  (Dive bombs into the floor)  Kersplat!"
Aladdin,Jafar,"Iago, I love the way your foul little mind works! (Both laugh as we cut to an oasis in the desert, where CARPET is coming in for a landing.)"
Aladdin,Genie,"Thank you for choosing Magic Carpet for all your travel needs.  Don't stand until the rug has come to a complete stop.  (As ALADDIN and ABU get off down the stairway formed by CARPET) Thank you.  Good bye, good bye!  Thank you! Good bye!    Well, now.  How about that, Mr.  doubting mustafa?"
Aladdin,Aladdin,"Oh, you sure showed me.  Now about my three wishes-"
Aladdin,Genie,"Dost mine ears deceive me?  Three? You are down by ONE, boy!"
Aladdin,Aladdin,"Ah, no--I never actually wished to get out of the cave.  You did that on your own. (GENIE thinks for a second, then his jaw drops.  He turns into a sheep.)"
Aladdin,Genie,"Well, don't I feel just sheepish?  All right, you baaaaad boy,  but no more freebies."
Aladdin,Aladdin,"Fair deal.  So, three wishes.  I want them to be good.   What would you wish for?"
Aladdin,Genie,"Me?  No one's ever asked me that before. Well, in my case, ah, forget it."
Aladdin,Aladdin,"What?  No, tell me."
Aladdin,Genie,Freedom.
Aladdin,Aladdin,You're a prisoner?
Aladdin,Genie,"It's all part-and-parcel, the whole genie gig. Phenomenal cosmic powers! Itty bitty living space"
Aladdin,Aladdin,"Genie, that's terrible."
Aladdin,Genie,"But, oh--to be free.  Not have to go ""Poof! What do you need? Poof! What do you need? Poof! What do you need?""  To be my own master, such a thing would be greater than all the magic and all the treasures in all  the world! But what am I talking about, here?  Let's get real here.  It's not gonna happen.  Genie, wake up and smell the hummus"
Aladdin,Aladdin,Why not?
Aladdin,Genie,The only way I get outta this is if my master wishes me out.  So you can guess how often that's happened.
Aladdin,Aladdin,I'll do it. I'll set you free.
Aladdin,Genie,"Uh huh, right.  Whoop!"
Aladdin,Aladdin,"No, really, I promise.  (He pushes the nose back in and GENIE's head returns to normal.) After make my first two wishes, I'll use my third wish to set you free."
Aladdin,Genie,"Well, here's hopin'. O.K.   Let's make some magic!  (Turns into a magician.)  So how 'bout it.  What is it you want most?"
Aladdin,Aladdin,"Well, there's this girl--"
Aladdin,Genie,"Eehhh! (Like a buzzer, and GENIE's chest shows a heart with a cross through it.)  Wrong!  I can't make anybody fall in love, remember?"
Aladdin,Aladdin,"Oh, but Genie.  She's smart and fun and..."
Aladdin,Genie,Pretty?
Aladdin,Aladdin,"Beautiful.  She's got these eyes that just...and this hair, wow...and her smile."
Aladdin,Aladdin,"But she's the princess.  To even have a chance, I'd have to be a--hey, can you make me a prince?"
Aladdin,Genie,"Let's see here.   Uh, chicken a'la king? (Pulls out a chicken with a crown on its head)  Nope.  Alaskan king crab? (Yanks out his finger, and we see SEBASTIAN the crab from ""The Little Mermaid""  clamped on.)  Ow, I hate it when they do that.  Caesar's salad? (A dagger comes out and tries to stab him.) Et tu, Brute?  Ah, to make a prince.  (Looks slyly at ALADDIN.)  Now is that an official wish?  Say the words!"
Aladdin,Aladdin,"Genie, I wish for you to make me a prince!"
Aladdin,Genie,"All right!  Woof woof woof woof! (Takes on square shoulders and looks like Arsenio Hall. Then becomes a tailor/fashion designer.)  First, that fez and vest combo is much too third century. These patches--what are we trying to say--beggar?  No! Let's work with me here. (He takes ALADDIN's measurements, snaps his fingers and ALADDIN is outfitted in his prince costume.)  I like it, muy macho!  Now, still needs something.  What does it say to me?  It says mode of transportation.  Excuse me, monkey boy!  Aqui, over here!  (ABU tries to cover himself with CARPET, but GENIE zaps him and he flies over.)"
Aladdin,Abu,Uh oh!
Aladdin,Genie,"Here he comes, (ALADDIN and GENIE are on a game show set, where ALADDIN stands behind a podium with ""AL"" on it.)  And what better way to make your grand entrance on the streets of Agrabah, than riding your very own brand new camel!  Watch out, it spits!  (A door bearing the GENIE's head on it opens, where ABU is transformed into a camel.  He spits out the side of his mouth on cue.  But the GENIE's not sure.)  Mmm, not enough.  (He snaps his fingers and ABU turns into a fancy white horse.) Still not enough.  Let's see.  What do you need? (The GENIE snaps his fingers repeatedly, turning"
Aladdin,Abu Into,"a duck, an ostrich, a turtle, and a '57 Cadillac, with license plate ""ABU 1.""   (That one's a guess, I don't know cars, but judging by the tail fins, 'nuff said.)  Finally, he's returned to normal.)  Yes!!  Esalalumbo,  shimin dumbo!  Whoa!! (And on the keyword of the spell, Dumbo, ABU turns into an elephant.  CARPET struggles to get out from under ABU's size 46 feet.)  Talk about your trunk space, check this action out! (ABU sees his reflection in a pool of water, then jumps into a tree. The tree naturally bends right back down to the ground, where ABU hangs on and looks at ALADDIN upside down.)"
Aladdin,Aladdin,"Abu, you look good."
Aladdin,Genie,"He's got the outfit, he's got the elephant, but we're not through yet.  Hang on to your turban, kid, cause we're gonna make you a star! (We zoom out slowly with the oasis in the distance, as fireworks begin to explode outward.  Cut to a CU of a pile of toys. We tilt up and see the SULTAN balancing them.  He carefully balances the last piece on top, then sits back and sighs.  JAFAR storms in, though, and the pile collapses.)"
Aladdin,Jafar,"Sire, I have found a solution to the problem with your daughter."
Aladdin,Iago,Awk!  The problem with your daughter!
Aladdin,Sultan,"Oh, really?"
Aladdin,Jafar,"Right here.  ""If the princess has not chosen a husband by the appointed time, then the sultan shall choose for her."""
Aladdin,Sultan,"But Jasmine hated all those suitors!  (He tries to stuff a cracker into IAGO's mouth.  IAGO backs away.  The SULTAN absentmindedly pulls the cracker back.)  How could I choose someone she hates? (IAGO is relieved, but the SULTAN quickly stuffs a cracker in his mouth.)"
Aladdin,Jafar,"Not to worry, my liege.  There is more.  If, in the event a suitable prince cannot be found, a princess must then be wed to...hmm...interesting."
Aladdin,Sultan,What?  Who?
Aladdin,Jafar,"The royal vizier!  Why, that would be...me!"
Aladdin,Sultan,"Why, I thought the law says that only a prince can marry a princess, I'm quite sure."
Aladdin,Jafar,"Desperate times call for desperate measures, my lord.  (He pulls out the staff and hypnotizes the SULTAN with it.)"
Aladdin,Sultan,Yes...desperate measures...
Aladdin,Jafar,You will order the princess to marry me.
Aladdin,Sultan,I...will order...the princess...to...(the spell breaks momentarily)...but you're so old!
Aladdin,Jafar,The princess will marry me!
Aladdin,Sultan,"The princess will marry...(the spell is again broken, this time by the trumpet fanfare of ""Prince Ali"".)  What? What is that?  That music!  Ha ha ha. Jafar., you must come and see this! (We see an advancing parade, led by what appears to be the GENIE in human form as a MAJOR.)"
Aladdin,Marchers,Make way for Prince Ali!
Aladdin,Swordsmen,Say hey!  It's Prince Ali!
Aladdin,Major,"Hey, clear the way in the old bazaar, Hey you, let us through, it's a bright new star, Now come, be the first on your block to meet his eye! Make way, here he comes, Ring bells, bang the drums. You're gonna love this guy Prince Ali, fabulous he, Ali Ababwa! Genuflect, show some respect Down on one knee on his back.) Now try your best to stay calm Brush up your Sunday Salaam And come and meet his spectacular coterie. (IAGO is dancing to the music until JAFAR glares at him.  The MAJOR ""wheelbarrows"" six men up onto ABU's trunk.  They stand on each other's shoulders as ALI shakes hands.) Prince Ali, mighty is he, Ali Ababwa! Strong as ten regular men, definitely He faced the galloping hordes A hundred bad guys with swords Who sent those goons to their lords, why Prince Ali! brand lightning bolt zaps the pile and he ends up holding them all up in an acrobatic wheel formation.  The GENIE turns into an old man, then a child and speaks the last two lines to the crowd.)"
Aladdin,Chorus Of Men,He's got seventy-five golden camels!
Aladdin,Harry,"Don't they look lovely, June?"
Aladdin,Chorus Of Women,"Purple peacocks, he's got fifty-three!"
Aladdin,June,"Fabulous, Harry, I love the feathers!"
Aladdin,Genie,"(GENIE is off screen, a giant balloon gorilla proceeds down the parade) When it comes to exotic type mammals Has he got a zoo, I'm telling you It's a world class menagerie! (GENIE pops in as a leopard, then a goat, and speaks the last two lines to the two children from earlier.  We cut to a balcony, where three HAREM GIRLS are joined by the HAREM GENIE.)"
Aladdin,Chorus,"He's got ninety-five white Persian monkeys! And to view them, he charges no fee! He's got slaves, he's got servants and flunkies! They bow to his whim, love serving him They're just lousy with loyalty to Ali!  Prince Ali! (ALADDIN throws gold coins out to the people, who rush over to collect them.  ABU and the parade march up the steps of the palace and inside.  The SULTAN runs back inside to the door to the throne room, but JAFAR stands in front of the door. Suddenly, it bursts open, with ABU leading the way, and crushing JAFAR and IAGO behind the door.)"
Aladdin,Genie,"Prince Ali! Amorous he!  Ali Ababwa Heard your princess was a sight lovely to see! And that,good people, is why He got dolled up and dropped by With sixty elephants, llamas galore With his bears and lions A brass band and more With his forty fakirs, his cooks, his bakers His birds that warble on key Make way for Prince Ali! (More and more fanfare build up until ALADDIN flies off ABU's back on MAGIC CARPET and flies down to the SULTAN.  JAFAR slams the door shut.)"
Aladdin,Sultan,"Splendid, absolutely marvelous."
Aladdin,Aladdin,"Ahem.  Your majesty, I have journeyed from afar to seek your daughter's hand."
Aladdin,Sultan,"Prince Ali Ababwa!  Of course.  I'm delighted to meet you. This is my royal vizier, Jafar.  He's delighted too."
Aladdin,Jafar,"Ecstatic.  I'm afraid, Prince Abooboo--"
Aladdin,Aladdin,--Ababwa!
Aladdin,Jafar,Whatever.  You cannot just parade in here uninvited and expect to--
Aladdin,Sultan,"...by Allah, this is quite a remarkable device. (He tugs at the tassels, and they tug his moustache.)  I don't suppose I might..."
Aladdin,Aladdin,"Why certainly, your majesty.  Allow me. (He helps the SULTAN up onto the CARPET, and he plops down. JAFAR pins the CARPET down on the floor with the staff.)"
Aladdin,Jafar,"Sire, I must advise against this--"
Aladdin,Sultan,"--Oh, button up, Jafar.  Learn to have a little fun. (He kicks away the staff and CARPET and SULTAN fly away.  IAGO, who was standing on the head of the staff, falls down, repeatedly bopping the staff with his beak as he descends.  SULTAN and CARPET fly high into the ceiling, then begin a dive-bomb attack, flying under ABU, scaring him.  The flight continues in the background, while JAFAR and ALI talk in the foreground.)"
Aladdin,Jafar,Just where did you say you were from?
Aladdin,Aladdin,"Oh, much farther than you've traveled, I'm sure."
Aladdin,Jafar,Try me.
Aladdin,Sultan,"Look out, Polly! (They all duck in time as the CARPET whizzes centimetres over their heads.  CARPET returns and the SULTAN chases IAGO around the room.)"
Aladdin,Iago,"Hey, watch it. Watch it with the dumb rug! (The CARPET zooms underneath IAGO, who sighs, wipes his brow, and crashes into a pillar.  He crashes to the floor, and his head is circled by miniature SULTANS on CARPETS, saying ""Have a cracker, have a cracker.  The real SULTAN begins his final approach.)"
Aladdin,Sultan,"Out of the way, I'm coming in to land.  Jafar, watch this!"
Aladdin,Jafar,"Spectacular, your highness."
Aladdin,Sultan,"Ooh, lovely.  Yes, I do seem to have a knack for it.  (CARPET walks over to ABU dizzily, then collapses.  ABU catches it.)  This is a very impressive youth. And a prince as well.   (Whispers to JAFAR) If we're lucky, you won't have to marry Jasmine after all."
Aladdin,Jafar,"I don't trust him, sire."
Aladdin,Sultan,"Nonsense.  One thing I pride myself on Jafar, I'm an excellent judge of character."
Aladdin,Iago,"Oh, excellent judge, yeah, sure...not!!!"
Aladdin,Sultan,Jasmine will like this one!
Aladdin,Aladdin,And I'm pretty sure I'll like Princess Jasmine!
Aladdin,Jafar,"Your highness, no.  I must intercede on Jasmine's behalf.   This boy is no different than the others.  What makes him think he is worthy of the princess?"
Aladdin,Aladdin,"Your majesty, I am Prince Ali Ababwa! (He pricks JAFAR's goatee, which springs out in all directions.)  Just let her meet me.  I will win your daughter!"
Aladdin,Jasmine,"How dare you! All of you, standing around deciding my future?  I am not a prize to be won!"
Aladdin,Sultan,"Oh, dear.  Don't worry, Prince Ali.  Just give Jasmine time to cool down."
Aladdin,Jafar,I think it's time to say good bye to Prince Abooboo. (Diss to JASMINE on her balcony at night.  We tilt down and find ALADDIN and company in the courtyard.)
Aladdin,Aladdin,"What am I going to do?  Jasmine won't even let me talk to her.  I should have known I couldn't pull off this stupid prince wish.  (ABU struggles with his elephant paws to open a banana.  He squishes it, and the banana squirts into his eye.  He then tosses the banana peel into a heaping pile of the same.)"
Aladdin,Genie,"So move!  (CARPET does, knocking a black piece off the board.)  Hey. That's a good move.   I can't believe it--I'm losing to a rug."
Aladdin,Aladdin,"Genie, I need help."
Aladdin,Genie,"All right, sparky, here's the deal.  You wanna court the little lady, you gotta be a straight shooter, do ya follow me?"
Aladdin,Aladdin,What?
Aladdin,Genie,"(Back to normal, wearing a mortarboard. He points out his words on a blackboard)  Tell her the...TRUTH!!!"
Aladdin,Aladdin,"No way!  If Jasmine found out I was really some crummy street rat, she'd laugh at me. (He puts on his turban, which lights up as the GENIE.)"
Aladdin,Genie,"A woman appreciates a man who can make her laugh! (ALADDIN pulls the chain turning off the light. GENIE comes out holding the real turban.)  Al, all joking aside, you really oughtta be yourself."
Aladdin,Aladdin,"Hey, that's the last thing I want to  be.  Okay, I'm gonna go see her.  I gotta be smooth, cool, confident.  How do I look?"
Aladdin,Genie,"Like a prince. (ALADDIN flies up to the balcony on CARPET.  JASMINE is on her bed, sighing.  RAJAH is by her side.)"
Aladdin,Aladdin,Princess Jasmine?
Aladdin,Jasmine,Who's there?
Aladdin,Aladdin,It's me--Prince Ali.  Ahem--(Then he jumps to his deep voice) Prince Ali Ababwa.
Aladdin,Jasmine,I do not want to see you.
Aladdin,Aladdin,"No, no, please princess.  Give me a chance. (RAJAH growls and advances on him.)"
Aladdin,Jafar,Just leave me alone.
Aladdin,Aladdin,Down kitty!
Aladdin,Genie,How's our beau doing?
Aladdin,Aladdin,"Good kitty, take off.  Down kitty. (He takes off his turban to brush RAJAH away.)"
Aladdin,Jasmine,"(She looks at him thinking she has seen him before.)  Wait, wait.  Do I know you?"
Aladdin,Aladdin,"Uh, no, no."
Aladdin,Jasmine,You remind me of someone I met in  the marketplace.
Aladdin,Aladdin,"The marketplace? I have servants that go to the marketplace for me. Why I even have servants who go to the marketplace for my servants, so it couldn't have been me you met."
Aladdin,Jasmine,"No, I guess not."
Aladdin,Bee,"Enough about you, Casanova.  Talk about her! She's smart,  fun, the hair, the eyes. Anything--pick a feature!"
Aladdin,Aladdin,"Um, Princess Jasmine?  You're very..."
Aladdin,Bee,"Wonderful, glorious, magnificent, punctual!"
Aladdin,Aladdin,Punctual!
Aladdin,Jasmine,Punctual?
Aladdin,Bee,Sorry.
Aladdin,Aladdin,Beautiful.
Aladdin,Bee,Nice recovery.
Aladdin,Jasmine,"Hmm.  I'm rich too, you know."
Aladdin,Aladdin,Yeah!
Aladdin,Jasmine,The daughter of a sultan
Aladdin,Aladdin,I know.
Aladdin,Jasmine,A fine prize for any  prince to marry.
Aladdin,Aladdin,"Uh, right.  Right.  A prince like me."
Aladdin,Bee,Warning! Warning!
Aladdin,Jasmine,"Right, a prince like you.  And every other stuffed  shirt, swaggering, peacock I've met!"
Aladdin,Bee,Mayday! Mayday!
Aladdin,Jasmine,Just go jump off a balcony!
Aladdin,Aladdin,What?
Aladdin,Bee,Stop her! Stop her! Do you want me to sting her?
Aladdin,Aladdin,Buzz off!
Aladdin,Bee,"Okay, fine.  But remember--bee yourself! (BEE buzzes into his turban)"
Aladdin,Aladdin,"Yeah, right!"
Aladdin,Jasmine,What!?!
Aladdin,Aladdin,"Uh, you're right.  You aren't just some prize to be won.    You should be free to make your own choice.  (JASMINE and RAJAH look at each other in confusion.)  I'll go now. (He steps up on the ledge and drops off.)"
Aladdin,Jasmine,No!
Aladdin,Aladdin,What?  What?
Aladdin,Jasmine,How--how are you doing that?
Aladdin,Aladdin,It's a magic carpet.
Aladdin,Jasmine,It's lovely.  (CARPET takes JASMINE's hand with a tassel.)
