Film Title,Character,Gender,Race/Ethnicity,Culture,Role,Marginalized,POC,Dialogue,Cleaned Dialogue,Sentiment Scores,Compound Score,Sentiment
Aladdin,Iago,Male,Parrot,Agrabah,Supporting,False,False,"I can't breathe, Jafar!","I cannot breathe, Jafar!","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Jafar,Male,Middle Eastern,Agrabah,Antagonist,False,True,"Why, kidnapping the princess, of course.","Why, kidnapping the princess, of course.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Iago,Male,Parrot,Agrabah,Supporting,False,False,"If you could just--(JAFAR kicks him back inside the door and it slams shut)--wow, that hurt!","If you could just----wow, that hurt!","{'neg': 0.425, 'neu': 0.575, 'pos': 0.0, 'compound': -0.5707}",-0.5707,Negative 😡
Aladdin,Jasmine,Female,Middle Eastern,Agrabah,Protagonist,True,True,He didn't kidnap me! I ran away!,He did not kidnap me! I ran away!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Jafar,Male,Middle Eastern,Agrabah,Antagonist,False,True,"Oh, dear!  Oh, why frightfully upsetting.  Had I but known.","Oh, dear!  Oh, why frightfully upsetting.  Had I but known.","{'neg': 0.35, 'neu': 0.5, 'pos': 0.15, 'compound': -0.3382}",-0.3382,Negative 😡
Aladdin,Jasmine,Female,Middle Eastern,Agrabah,Protagonist,True,True,What do you mean?,What do you mean?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Jafar,Male,Middle Eastern,Agrabah,Antagonist,False,True,"Sadly, the boy's sentence has already been carried out.","Sadly, the boy's sentence has already been carried out.","{'neg': 0.252, 'neu': 0.631, 'pos': 0.117, 'compound': -0.3612}",-0.3612,Negative 😡
Aladdin,Jasmine,Female,Middle Eastern,Agrabah,Protagonist,True,True,What sentence?,What sentence?,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.0772}",0.0772,Positive 😊
Aladdin,Jafar,Male,Middle Eastern,Agrabah,Antagonist,False,True,Death. By beheading.,Death. By beheading.,"{'neg': 0.661, 'neu': 0.339, 'pos': 0.0, 'compound': -0.5994}",-0.5994,Negative 😡
Aladdin,Jasmine,Female,Middle Eastern,Agrabah,Protagonist,True,True,No!,No!,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3595}",-0.3595,Negative 😡
Aladdin,Jafar,Male,Middle Eastern,Agrabah,Antagonist,False,True,"I am exceedingly sorry, princess.","I am exceedingly sorry, princess.","{'neg': 0.302, 'neu': 0.698, 'pos': 0.0, 'compound': -0.0772}",-0.0772,Negative 😡
Aladdin,Jasmine,Female,Middle Eastern,Agrabah,Protagonist,True,True,"How could you? (IAGO finally makes it out through the door.  He flies up and lands on JAFAR's shoulder, coughing.)",How could you?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Iago,Male,Parrot,Agrabah,Supporting,False,False,"So, how did  it go?","So, how did  it go?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Jafar,Male,Middle Eastern,Agrabah,Antagonist,False,True,"I think she took it rather well.  (They both get a sinister smile on their faces.) (Diss. to JASMINE at night, crying at the edge of the fountain.  RAJAH comes over to comfort her.  She pets him.)",I think she took it rather well.,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.2732}",0.2732,Positive 😊
Aladdin,Jasmine,Female,Middle Eastern,Agrabah,Protagonist,True,True,"It's all my fault, Rajah.  I didn't even know his name. (Cut to int. of dungeon.  Rats scurry by, and we descend until we see ALADDIN chained to the wall.)","It is all my fault, Rajah.  I did not even know his name.","{'neg': 0.197, 'neu': 0.803, 'pos': 0.0, 'compound': -0.4019}",-0.4019,Negative 😡
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,She was the princess.  I don't believe it.  I must have sounded so stupid to her.,She was the princess.  I do not believe it.  I must have sounded so stupid to her.,"{'neg': 0.238, 'neu': 0.762, 'pos': 0.0, 'compound': -0.656}",-0.656,Negative 😡
Aladdin,Abu,Male,Monkey,Agrabah,Supporting,False,False,Yoo-hoo!  Aladdin? Hello!,Yoo-hoo!  Aladdin? Hello!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,"Abu!  Down here!  Hey, c'mon--help me outta these. (ABU stops, then begins chattering wildly, dropping to the ground.  He wraps a cloth around his head and makes his eyes big in an imitation of the princess.)","Abu!  Down here!  Hey, c'mon--help me outta these.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,"Hey, she was in trouble.  Ah, she was worth it. (ABU jumps up on ALADDIN's shoulders and pulls a small set of tools out of his pocket, then frees ALADDIN.)","Hey, she was in trouble.  Ah, she was worth it.","{'neg': 0.214, 'neu': 0.635, 'pos': 0.151, 'compound': -0.2023}",-0.2023,Negative 😡
Aladdin,Abu,Male,Monkey,Agrabah,Supporting,False,False,"Yeah, yeah, yeah.","Yeah, yeah, yeah.","{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6808}",0.6808,Positive 😊
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,"Don't worry, Abu.  I'll never see her again.  I'm a street rat, remember, and there's a law. She's gotta marry a prince, she deserves it.","Do not worry, Abu.  I will never see her again.  I am a street rat, remember, and there is a law. She is got to marry a prince, she deserves it.","{'neg': 0.0, 'neu': 0.912, 'pos': 0.088, 'compound': 0.3412}",0.3412,Positive 😊
Aladdin,Abu,Male,Monkey,Agrabah,Supporting,False,False,Ta da!,Ta da!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,I'm a--I'm a fool,I am a--I am a fool,"{'neg': 0.492, 'neu': 0.508, 'pos': 0.0, 'compound': -0.4404}",-0.4404,Negative 😡
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,Who are you?,Who are you?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,I'm listening.,I am listening.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Iago,Male,Parrot,Agrabah,Supporting,False,False,"Jafar, can ya hurry it up?  I'm dyin' in here!","Jafar, can ya hurry it up?  I am dyin' in here!","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,But the law says that only a prince can marry--,But the law says that only a prince can marry--,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,So why would you share all of this wonderful treasure with me?,So why would you share all of this wonderful treasure with me?,"{'neg': 0.0, 'neu': 0.506, 'pos': 0.494, 'compound': 0.8305}",0.8305,Positive 😊
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,"Ah, one problem.  It's out there, we're in here?","Ah, one problem.  It is out there, we are in here?","{'neg': 0.213, 'neu': 0.787, 'pos': 0.0, 'compound': -0.4019}",-0.4019,Negative 😡
Aladdin,Abu,Male,Monkey,Agrabah,Supporting,False,False,"Oh, hmm. (Cut to desert scene.  We see ALADDIN leading a horse with the OLD MAN and ABU on it.  Diss. to cave of wonders.)","Oh, hmm.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,"It is I, Aladdin.","It is I, Aladdin.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,"C'mon, Abu.  (to ABU hiding under the shoulder of his vest.) (ALADDIN begins to descend the staircase.  He reaches the bottom and enters a golden chamber filled with treasure.)","C'mon, Abu.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,Would ya look at that!,Would ya look at that!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Abu,Male,Monkey,Agrabah,Supporting,False,False,Uh oh!,Uh oh!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,Just a handful of this stuff would make me richer than the sultan!,Just a handful of this stuff would make me richer than the sultan!,"{'neg': 0.0, 'neu': 0.749, 'pos': 0.251, 'compound': 0.5707}",0.5707,Positive 😊
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,Abu!,Abu!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,Don't...touch...anything!  We gotta find that lamp. (They begin to make their way through the room when the CARPET rises off the floor and begins following them.  ABU gets the feeling they're being followed.),Do not...touch...anything!  We got to find that lamp.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Abu,Male,Monkey,Agrabah,Supporting,False,False,"Huh? (He turns, and the CARPET lies flat on the floor.  He continues, and the CARPET begins to follow again.  Again, ABU turns back, but the CARPET is rolled up and leaning against a pile of treasure. ABU runs to ALADDIN and tugs his pant leg.)",Huh?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Abu,Male,Monkey,Agrabah,Supporting,False,False,Aladdin!  Aladdin!,Aladdin!  Aladdin!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,"Abu, will ya knock it off? (Again the CARPET follows, but this time, when ABU turns, the carpet jumps to the other side.  It reaches down with a tassel and pulls ABU's tail.  When ABU jumps around, CARPET again goes to the other side.  This time, ABU lands in a karate stance.  CARPET reaches down and plucks ABU's hat off, then puts it on himself.  ABU sits thinking for a second, until CARPET waves a tassel in front of his face.  ABU and CARPET both jump scared, and run away.  ABU tackles ALADDIN and turns his head to look at the CARPET.)","Abu, will ya knock it off?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,"Abu, what are you--crazy?","Abu, what are you--crazy?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,"A magic carpet!  C'mon.  C'mon out.  I'm not gonna hurt you. (The CARPET slowly comes out, shyly, then picks up ABU's hat and dusts it off.  It flies over to ALADDIN and hands the hat to ABU next to him.  ABU screeches, and jumps onto ALADDIN's shoulder.)",A magic carpet!  C'mon.  C'mon out.  I am not going to hurt you.,"{'neg': 0.0, 'neu': 0.765, 'pos': 0.235, 'compound': 0.471}",0.471,Positive 😊
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,"Take it easy, Abu.  He's not gonna bite. (The CARPET again picks up ABU's hat and hands it to him.  ABU shakes his fist and screeches at it.  CARPET begins to walk away, ""sadly."")","Take it easy, Abu.  He is not going to bite.","{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}",0.4404,Positive 😊
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,"Hey, wait a minute.  Don't go.  Maybe you can help us.  (CARPET looks back, excited. It then flies over and wraps around the pair.)  Hey, whoa!  You see, we're trying to find this lamp.  (CARPET motions for them to follow it.)  I think he knows where it is. (They pass through a long cave, until they emerge in a giant underground cavern.  In the centre of the room is a tall pillar, with a staircase going up to it.  It is surrounded by water with unevenly placed stones forming a bridge.  At the top of the pillar is a beam of light.  ALADDIN begins to cross the bridge.)","Hey, wait a minute.  Do not go.  Maybe you can help us.    Hey, whoa!  You see, we are trying to find this lamp.    I think he knows where it is.","{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0.4574}",0.4574,Positive 😊
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,Wait here!,Wait here!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Abu,Male,Monkey,Agrabah,Supporting,False,False,Oh.  Huh? (ABU sees a shrine with a golden monkey.  The outstretched paws hold a giant ruby.  ABU is hypnotically drawn to it.   ALADDIN climbs the stairs quickly.  CARPET sees ABU and grabs his tail trying in vain to hold him back.  ALADDIN finally reaches the MAGIC LAMP.),Oh.  Huh?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,This is it?  This is what we came all the way down here to--  (He looks down and sees ABU break free of CARPET's hold and lunge toward the jewel.)  Abu- NO! (ABU grabs the jewel.  There is a rumbling and the room begins to shake.),This is it?  This is what we came all the way down here to--    Abu- NO!,"{'neg': 0.177, 'neu': 0.823, 'pos': 0.0, 'compound': -0.4981}",-0.4981,Negative 😡
Aladdin,Abu,Male,Monkey,Agrabah,Supporting,False,False,Uh oh!,Uh oh!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,"Whoa!  Carpet, let's move! (Together, they race back through the caves dodging walls and falling debris.  ABU grabs ALADDIN's head and covers his eyes.)","Whoa!  Carpet, let us move!","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,"Abu, this is no time to panic!  (He pulls ABU off his head and sees they are flying into a wall.) Start panicking. (CARPET goes into a dive, then through another cave.  Finally, they emerge through the internal entrance.  Outside, the cave begins to growl and close.  CARPET and company are almost to the top when a boulder drops on carpet, sending it to the floor.  ALADDIN  grabs onto the rock wall and holds on.  He sees the OLD MAN at the top, within reach.)","Abu, this is no time to panic!   Start panicking.","{'neg': 0.592, 'neu': 0.408, 'pos': 0.0, 'compound': -0.8268}",-0.8268,Negative 😡
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,Help me out!,Help me out!,"{'neg': 0.0, 'neu': 0.401, 'pos': 0.599, 'compound': 0.4574}",0.4574,Positive 😊
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,I can't hold on.  Give me your hand.,I cannot hold on.  Give me your hand.,"{'neg': 0.0, 'neu': 0.652, 'pos': 0.348, 'compound': 0.4939}",0.4939,Positive 😊
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,What are you doing?,What are you doing?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Jafar,Male,Middle Eastern,Agrabah,Antagonist,False,True,"Heh heh heh! It's mine.  It's all mine! I (He can't find it in his pocket)--- where is it?  No. NO!! (Kiss fade to JASMINE's bedroom.  She is sitting on her bed, next to RAJAH who looks sad. The SULTAN walks in.)",Heh heh heh! It is mine.  It is all mine! I --- where is it?  No. NO!!,"{'neg': 0.502, 'neu': 0.498, 'pos': 0.0, 'compound': -0.8443}",-0.8443,Negative 😡
Aladdin,Sultan,Male,Middle Eastern,Agrabah,Supporting,False,True,"Jasmine?  Oh, dearest.  What's wrong?","Jasmine?  Oh, dearest.  What is wrong?","{'neg': 0.28, 'neu': 0.362, 'pos': 0.358, 'compound': 0.2168}",0.2168,Positive 😊
Aladdin,Jasmine,Female,Middle Eastern,Agrabah,Protagonist,True,True,Jafar...has...done something... terrible.  (She looks as if she's been crying.),Jafar...has...done something... terrible.,"{'neg': 0.608, 'neu': 0.392, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative 😡
Aladdin,Sultan,Male,Middle Eastern,Agrabah,Supporting,False,True,"There, there, there, my child--we'll set it right. Now, tell me everything. (Cut to int. of cave.  ALADDIN lies unconscious on the CARPET. ABU tries to wake him.)","There, there, there, my child--we will set it right. Now, tell me everything.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Abu,Male,Monkey,Agrabah,Supporting,False,False,"Oh, oh. Aladdin?  Wake up.  Aladdin.","Oh, oh. Aladdin?  Wake up.  Aladdin.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,"Oh, my head. We're trapped.  (Angry, shaking his fists at the entrance) That two faced son-of-a-jackal! Whoever he was, he's long gone with that lamp.","Oh, my head. We are trapped.   That two faced son-of-a-jackal! Whoever he was, he is long gone with that lamp.","{'neg': 0.163, 'neu': 0.837, 'pos': 0.0, 'compound': -0.5707}",-0.5707,Negative 😡
Aladdin,Abu,Male,Monkey,Agrabah,Supporting,False,False,Aha!,Aha!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,"Why, you hairy little thief!  Looks like such a beat-up, worthless piece of junk.  Hey, I think there's something written here, but it's hard to make out. (He rubs the LAMP.  Suddenly smoke comes out of the hole, the LAMP begins to shake and glow, but ALADDIN holds onto the LAMP, and our wonderful friend, the GENIE comes out.)","Why, you hairy little thief!  Looks like such a beat-up, worthless piece of junk.  Hey, I think there is something written here, but it is hard to make out.","{'neg': 0.193, 'neu': 0.754, 'pos': 0.053, 'compound': -0.5069}",-0.5069,Negative 😡
Aladdin,Genie,Male,Mythical Creature,Magical Realm,Supporting,False,False,"Aaaaahhhhh!  OY!  Ten-thousand years will give ya such a crick in the neck!  (He hangs ALADDIN on a nearby rock.  Then he pulls his head off and spins it around, yelling as he does so.  CARPET pulls a ALADDIN down.)  Whoa!  Does it feel good to be outta there! (GENIE uses the lamp end of himself as a microphone.) Nice to be back, ladies and gentlemen.  Hi, where ya from? (Sticks the mic in ALADDIN's face.)  What's your name?","Aaaaahhhhh!  OY!  Ten-thousand years will give ya such a crick in the neck!    Whoa!  Does it feel good to be outta there!  Nice to be back, ladies and gentlemen.  Hi, where ya from?   What is your name?","{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0.8035}",0.8035,Positive 😊
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,"Uh, Al--uh--Aladdin.","Uh, Al--uh--Aladdin.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Genie,Male,Mythical Creature,Magical Realm,Supporting,False,False,"(Says his name as if he's discovered something major) Aladdin! (A neon sign lights up with ALADDIN's name on it, circled by chase lights.  The sign changes to reflect the GENIE's upcoming line.) Hello, Aladdin.  Nice to have you on the show.  Can we call you 'Al?' Or maybe just 'Din?'  Or how bout 'Laddi?'  (GENIE disappears, then a dog wrapped in plaid jumps in.) Sounds like 'Here, boy! C'mon, Laddi!'","Aladdin!  Hello, Aladdin.  Nice to have you on the show.  Can we call you 'Al?' Or maybe just 'Din?'  Or how bout 'Laddi?'   Sounds like 'Here, boy! C'mon, Laddi!'","{'neg': 0.0, 'neu': 0.801, 'pos': 0.199, 'compound': 0.7728}",0.7728,Positive 😊
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,I must have hit my head harder than I thought.,I must have hit my head harder than I thought.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Genie,Male,Mythical Creature,Magical Realm,Supporting,False,False,"Do you smoke?  Mind if I do? (Dog poofs into smoke, then back to the GENIE.  ABU screeches wildly.)  Oh, sorry Cheetah--hope I didn't singe the fur!  Hey, Rugman!  Haven't seen you in a few millennia!  Slap me some tassel!  Yo! Yeah! (CARPET flies over and high fives the GENIE. GENIE looks at ALADDIN.)  Say, you're a lot smaller than my last master.   Either that or I'm gettin' bigger.  Look at me from the side--do I look different to you?","Do you smoke?  Mind if I do?   Oh, sorry Cheetah--hope I did not singe the fur!  Hey, Rugman!  Have not seen you in a few millennia!  Slap me some tassel!  Yo! Yeah!   Say, you are a lot smaller than my last master.   Either that or I am gettin' bigger.  Look at me from the side--do I look different to you?","{'neg': 0.022, 'neu': 0.882, 'pos': 0.095, 'compound': 0.6379}",0.6379,Positive 😊
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,Wait a minute!  I'm--your master?,Wait a minute!  I am--your master?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Genie,Male,Mythical Creature,Magical Realm,Supporting,False,False,"(Slaps a diploma in ALADDIN's hand and a mortarboard on his head.)  That's right!  He can be taught!! What would you wish of me, (as Arnold Schwarzenegger)  the ever impressive,(inside a cube) the long contained, (as a ventriloquist with a dummy) often imitated, but never duplicated-- DUP. GENIES:    Duplicated, duplicated,  duplicated, duplicated,  duplicated,  duplicated, duplicated, duplicated, duplicated.","That is right!  He can be taught!! What would you wish of me,   the ever impressive, the long contained,  often imitated, but never duplicated-- DUP. GENIES:    Duplicated, duplicated,  duplicated, duplicated,  duplicated,  duplicated, duplicated, duplicated, duplicated.","{'neg': 0.0, 'neu': 0.871, 'pos': 0.129, 'compound': 0.5962}",0.5962,Positive 😊
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,Whoa!  Wish fulfillment?,Whoa!  Wish fulfillment?,"{'neg': 0.0, 'neu': 0.401, 'pos': 0.599, 'compound': 0.4574}",0.4574,Positive 😊
Aladdin,Genie,Male,Mythical Creature,Magical Realm,Supporting,False,False,"Three wishes to be exact.  And ix-nay on the wishing for more wishes.  (Turns into a slot machine, arm pulls down and three GENIEs appear in the windows.)  That's it--three.  (Three GENIE caballeros come out of the slot.)  Uno, dos, tres. No substitutions, exchanges or refunds.  (The duck drops with the secret word ""Refunds.'","Three wishes to be exact.  And ix-nay on the wishing for more wishes.    That is it--three.    Uno, dos, tres. No substitutions, exchanges or refunds.  (The duck drops with the secret word ""Refunds.'","{'neg': 0.062, 'neu': 0.793, 'pos': 0.144, 'compound': 0.2263}",0.2263,Positive 😊
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,Now I know I'm dreaming.,Now I know I am dreaming.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
