Film Title,Character,Gender,Race/Ethnicity,Culture,Role,Marginalized,POC,Dialogue,Cleaned Dialogue,Sentiment Scores,Compound Score,Sentiment
Mulan,First Ancestor,Male,Spiritual Entity,Chinese,Supporting,False,False,"And you, oh demoted one.","And you, oh demoted one.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,I...ring the gong.,I...ring the gong.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,First Ancestor,Male,Spiritual Entity,Chinese,Supporting,False,False,"That's right, now, wake up the ancestors.","That is right, now, wake up the ancestors.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"One family reunion coming right up.   Okay people, people look alive, lets go! C'mon get up.  Let's move it, rise and shine. You're way past the beauty sleep thing now trust me!","One family reunion coming right up.   Okay people, people look alive, let us go! C'mon get up.  Let us move it, rise and shine. You are way past the beauty sleep thing now trust me!","{'neg': 0.0, 'neu': 0.718, 'pos': 0.282, 'compound': 0.9039}",0.9039,Positive 😊
Mulan,First Ancestor,Male,Spiritual Entity,Chinese,Supporting,False,False,Silence!  We must send the most powerful of all [Motioning to the Great Stone Dragon as it is seen through the window],Silence!  We must send the most powerful of all,"{'neg': 0.0, 'neu': 0.703, 'pos': 0.297, 'compound': 0.5244}",0.5244,Positive 😊
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Ho, ho, heh, heh. Okay, okay, I get the drift, I'll go. [All Ancestors give a quick look of surprise and laugh uncontrollably]  You all don't think I can do it.  Watch this here. Ah, ha, Jump back, I'm pretty hot huh.  Don't make me have to singe nobody to prove no point.","Ho, ho, heh, heh. Okay, okay, I get the drift, I will go.   You all do not think I can do it.  Watch this here. Ah, ha, Jump back, I am pretty hot huh.  Do not make me have to singe nobody to prove no point.","{'neg': 0.108, 'neu': 0.703, 'pos': 0.189, 'compound': 0.6124}",0.6124,Positive 😊
Mulan,First Ancestor,Male,Spiritual Entity,Chinese,Supporting,False,False,You had your chance to protect the Fa family.,You had your chance to protect the Fa family.,"{'neg': 0.0, 'neu': 0.603, 'pos': 0.397, 'compound': 0.5574}",0.5574,Positive 😊
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,And your point is?,And your point is?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,First Ancestor,Male,Spiritual Entity,Chinese,Supporting,False,False,The point is we will be sending a real dragon to retrieve Mulan.,The point is we will be sending a real dragon to retrieve Mulan.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"What?  But I'm a real dragon. First Ancestor [grabbing Mushu and pulling him away from the guardian post as Mushu fights to hold on]:  You are not worthy of this spot.  Now, awaken the Great Stone Dragon.","What?  But I am a real dragon. First Ancestor :  You are not worthy of this spot.  Now, awaken the Great Stone Dragon.","{'neg': 0.116, 'neu': 0.673, 'pos': 0.211, 'compound': 0.5486}",0.5486,Positive 😊
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,So you'll get back to me on the job thing.,So you will get back to me on the job thing.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Just one chance is that too much to ask?  I mean, it's not like it'll kill ya.","Just one chance is that too much to ask?  I mean, it is not like it will kill ya.","{'neg': 0.286, 'neu': 0.63, 'pos': 0.084, 'compound': -0.7013}",-0.7013,Negative 😡
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Yo rocky, wake up!  You gotta go fetch Mulan.  [pauses as nothing happens.  Mushu walks over to the side of the statue] C'mon boy, go get her, go on, [throws the gong stick off the screen and whistles] Come on.  [Angrily while climbing up the Great Stone Dragon] Grrr, Grrrr.  [speaking in his ear and banging the ear with the gong] Hello, helloooooo.  Hello [bangs the gong extra hard against the ear causing it to break off].  Uh oh.  [The Great Stone Dragon crumbles to the ground, head intact minus the ear].  [knocks on the dragon's head] Uh, Stoney, Stooooneeey.  Oh man, they're gonna kill me!","Yo rocky, wake up!  You got to go fetch Mulan.   C'mon boy, go get her, go on,  Come on.   Grrr, Grrrr.   Hello, helloooooo.  Hello .  Uh oh.  .   Uh, Stoney, Stooooneeey.  Oh man, they are going to kill me!","{'neg': 0.16, 'neu': 0.84, 'pos': 0.0, 'compound': -0.7707}",-0.7707,Negative 😡
Mulan,First Ancestor,Male,Spiritual Entity,Chinese,Supporting,False,False,"Great Stone Dragon, have you awaken? Mushu [holding the head of the Great Stone Dragon up to that First Ancestor can only see it's head and Mushu's body]:  Uhhh, Yes, I just woke up.  And I am the Great Stone Dragon, good morning .  I will go forth and fetch Mulan.  Did, did I mention that I was the Great Stone Dragon?","Great Stone Dragon, have you awaken? Mushu :  Uhhh, Yes, I just woke up.  And I am the Great Stone Dragon, good morning .  I will go forth and fetch Mulan.  Did, did I mention that I was the Great Stone Dragon?","{'neg': 0.0, 'neu': 0.622, 'pos': 0.378, 'compound': 0.9599}",0.9599,Positive 😊
Mulan,First Ancestor,Male,Spiritual Entity,Chinese,Supporting,False,False,"Go, The fate of the Fa Family rests in your claws.","Go, The fate of the Fa Family rests in your claws.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Don't even worry about it, I will not lose face.  [Mushu falls down the hill under the weight of the Great Stone Dragon's head and lands on the dragon's pedestal with the head falling on top of him]","Do not even worry about it, I will not lose face.","{'neg': 0.0, 'neu': 0.632, 'pos': 0.368, 'compound': 0.5667}",0.5667,Positive 😊
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Ow, my elbow.  Aw, aw, I know I twisted something. That's just great.  Now what?  I'm doomed!   And all 'cause miss man decides to take her little drag show on the road.","Ow, my elbow.  Aw, aw, I know I twisted something. That is just great.  Now what?  I am doomed!   And all because miss man decides to take her little drag show on the road.","{'neg': 0.198, 'neu': 0.696, 'pos': 0.106, 'compound': -0.3816}",-0.3816,Negative 😡
Mulan,Cri-Kee,Male,Cricket,Chinese,Supporting,False,False,"Chirp, Chirp.","Chirp, Chirp.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Go get her?   What's the matter with you?  After this great stone Humpty Dumpty mess, I'd have to bring her home with a medal to get back in the temple.  Wait a minute, that's it!  I make Mulan a war hero, then they'll be begging me to come back to work.  That's the master plan.  Oh, you've gone and done it now.","Go get her?   What is the matter with you?  After this great stone Humpty Dumpty mess, I would have to bring her home with a medal to get back in the temple.  Wait a minute, that is it!  I make Mulan a war hero, then they will be begging me to come back to work.  That is the master plan.  Oh, you have gone and done it now.","{'neg': 0.083, 'neu': 0.743, 'pos': 0.174, 'compound': 0.7862}",0.7862,Positive 😊
Mulan,Cri-Kee,Male,Cricket,Chinese,Supporting,False,False,Chirp.  Chirp Chirp Chirp.,Chirp.  Chirp Chirp Chirp.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Hey, what makes you think you're coming?","Hey, what makes you think you are coming?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Cri-Kee,Male,Cricket,Chinese,Supporting,False,False,"Chirp, Chirp.","Chirp, Chirp.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"You're lucky?  Ho, ho, heh.  Do I look like a sucker to you?","You are lucky?  Ho, ho, heh.  Do I look like a sucker to you?","{'neg': 0.268, 'neu': 0.429, 'pos': 0.303, 'compound': 0.168}",0.168,Positive 😊
Mulan,Cri-Kee,Male,Cricket,Chinese,Supporting,False,False,Chirp. Chirp.,Chirp. Chirp.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Whach' you mean loser?  How 'bout I pop one of your antenna's off and throw it across the yard.  Then who's a loser, me or you? [Cut to Shan-Yu leading his army at a charge on horseback through a forest. He stops and motions stage right.  Hun Archer, Hun Strong Guy, Hun Long-Hair Guy dismount and walk into the forest.  They throw down two Imperial scouts before the rest of the army]","Whach' you mean loser?  How 'bout I pop one of your antenna's off and throw it across the yard.  Then who is a loser, me or you?","{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.7998}",-0.7998,Negative 😡
Mulan,Shan-Yu,Male,Hun,Hun,Antagonist,False,False,"Nice work, gentlemen.  You found the Hun army.","Nice work, gentlemen.  You found the Hun army.","{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4215}",0.4215,Positive 😊
Mulan,Shan-Yu,Male,Hun,Hun,Antagonist,False,False,How many men does it take to deliver a message.,How many men does it take to deliver a message.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,"Okay, okay, how 'bout this?  Ahem,  excuse me, where do I sign in?  Hah, I see you have a sword.  I have one too.  They're very manly and tough [Mulan bites her lip as she mishandles pulling the sword out of the scabbard and it falls to the ground.  Khan rolls on his back in laughter.  Mulan throws her shoe and hits Khan in the head with it quieting Khan].  I'm working on it.  Who am I fooling?  It's going to take a miracle to get me into the army. [Mushu appears as a giant shadow being cast on a rock with flames on either side.  Mushu's real appearance remains out of sight]","Okay, okay, how 'bout this?  Ahem,  excuse me, where do I sign in?  Hah, I see you have a sword.  I have one too.  They are very manly and tough .  I am working on it.  Who am I fooling?  It is going to take a miracle to get me into the army.","{'neg': 0.084, 'neu': 0.737, 'pos': 0.178, 'compound': 0.6093}",0.6093,Positive 😊
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,Did I hear someone ask for a miracle!?  Let me hear you say aye!,Did I hear someone ask for a miracle!?  Let me hear you say aye!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,Ahhhhhh.,Ahhhhhh.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,That's close enough.,That is close enough.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,Ghost.,Ghost.,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3182}",-0.3182,Negative 😡
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Get ready Mulan your serpentine salvation is at hand.  For I have been sent by your ancestors-- [notices Cri-Kee making a hand shadow of a dragon on the rock and stamps him down with his foot] to guide you through your masquerade.    C'mon, you're gonna stay you're gonna work.  Heed my word, 'cause if the army finds out that you are a girl, the penalty is death. [big flames shoot up from the rocks]","Get ready Mulan your serpentine salvation is at hand.  For I have been sent by your ancestors--  to guide you through your masquerade.    C'mon, you are going to stay you are going to work.  Heed my word, because if the army finds out that you are a girl, the penalty is death.","{'neg': 0.118, 'neu': 0.785, 'pos': 0.097, 'compound': -0.296}",-0.296,Negative 😡
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,Who are you?,Who are you?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Who am I?  Who am I?  I am the guardian of lost souls. [Mulan smiles big in anticipation of seeing her guardian] I am the powerful, the pleasurable, the indestructible [coming out from the rocks to show his real size] Mushu! Oh hah, hah, pretty hot, huh? [Khan stomps on Mushu.  Mulan pushes Khan back]","Who am I?  Who am I?  I am the guardian of lost souls.  I am the powerful, the pleasurable, the indestructible  Mushu! Oh hah, hah, pretty hot, huh?","{'neg': 0.065, 'neu': 0.598, 'pos': 0.337, 'compound': 0.8602}",0.8602,Positive 😊
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,"Ah, my ancestors sent a little lizard to help me?","Ah, my ancestors sent a little lizard to help me?","{'neg': 0.0, 'neu': 0.767, 'pos': 0.233, 'compound': 0.3477}",0.3477,Positive 😊
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Hey, dragon, dragon,  not lizard.  I don't do that tongue thing [flips out his tongue to show Mulan what he means].","Hey, dragon, dragon,  not lizard.  I do not do that tongue thing .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,You're uh...,You are uh...,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,Intimidating?  Awe inspiring?,Intimidating?  Awe inspiring?,"{'neg': 0.462, 'neu': 0.142, 'pos': 0.397, 'compound': -0.1179}",-0.1179,Negative 😡
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,Tiny.,Tiny.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Of course.  I'm travel size for your convenience.  If I was my real size, your cow here would die of fright.    [pointing to the ground speaking to Khan] Down Bessy.  My powers are beyond your mortal imagination. For instance,  my eyes can see straight through your armor.  [Mulan cover her bust with her left arm and slaps Mushu with the right]  Ow.   All right, that's it!  Dishonor! Dishonor on your whole family.   Make a note of this Dishonor on you.  Dishonor on your cow.  Dis-","Of course.  I am travel size for your convenience.  If I was my real size, your cow here would die of fright.     Down Bessy.  My powers are beyond your mortal imagination. For instance,  my eyes can see straight through your armor.    Ow.   All right, that is it!  Dishonor! Dishonor on your whole family.   Make a note of this Dishonor on you.  Dishonor on your cow.  Dis-","{'neg': 0.103, 'neu': 0.87, 'pos': 0.028, 'compound': -0.7339}",-0.7339,Negative 😡
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,"Stop!  I'm sorry, I'm sorry .  I'm just nervous.  I've never done this before.","Stop!  I am sorry, I am sorry .  I am just nervous.  I have never done this before.","{'neg': 0.444, 'neu': 0.556, 'pos': 0.0, 'compound': -0.636}",-0.636,Negative 😡
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Then you're gonna have to trust me.  And don't you slap me no more, we clear on that?  .  All right.  Okey dokey, let's get this show on the road.  Cri-Kee, get the bags [Mushu starts walking to the camp].   Let's move it heifer.","Then you are going to have to trust me.  And do not you slap me no more, we clear on that?  .  All right.  Okey dokey, let us get this show on the road.  Cri-Kee, get the bags .   Let us move it heifer.","{'neg': 0.076, 'neu': 0.795, 'pos': 0.129, 'compound': 0.5476}",0.5476,Positive 😊
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Okay this is it, time to show 'em your man walk.  Shoulders back,  chest high, feet apart, head up   ...and strut 2, 3, break it down, 2, 3 and work it, [Mulan walks into the camp drawing the attention the men who see her.  Mulan walks into a tent and sees a man picking his nose and another man picking out dirt from between his toes with chopsticks] Beautiful isn't it?","Okay this is it, time to show them your man walk.  Shoulders back,  chest high, feet apart, head up   ...and strut 2, 3, break it down, 2, 3 and work it,  Beautiful is not it?","{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.7003}",0.7003,Positive 😊
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,They're disgusting.,They are disgusting.,"{'neg': 0.63, 'neu': 0.37, 'pos': 0.0, 'compound': -0.5267}",-0.5267,Negative 😡
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"No, they're men.  And you're going to have to act just like them, so pay attention.","No, they are men.  And you are going to have to act just like them, so pay attention.","{'neg': 0.182, 'neu': 0.701, 'pos': 0.117, 'compound': -0.101}",-0.101,Negative 😡
Mulan,Ling,Male,Chinese,Chinese,Supporting,True,True,I hope you can get your money back.,I hope you can get your money back.,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",0.4404,Positive 😊
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,I don't think I can do this.,I do not think I can do this.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,It's all attitude.  Be tough like this guy here .,It is all attitude.  Be tough like this guy here .,"{'neg': 0.125, 'neu': 0.667, 'pos': 0.208, 'compound': 0.25}",0.25,Positive 😊
Mulan,Yao,Male,Chinese,Chinese,Supporting,True,True,What are you looking at?,What are you looking at?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Punch him, it's how men say 'hello.' [Mulan looks at her fist, then punches Yao from behind on the shoulder.  The force causes Yao to run into Chien-Po]","Punch him, it is how men say 'hello.'","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Chien-Po,Male,Chinese,Chinese,Supporting,True,True,"Oh Yao, you made a friend.","Oh Yao, you made a friend.","{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.4939}",0.4939,Positive 😊
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Good, Now slap him on the behind, they like that.","Good, Now slap him on the behind, they like that.","{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.7184}",0.7184,Positive 😊
Mulan,Yao,Male,Chinese,Chinese,Supporting,True,True,Wu hoo hooooo.    I'm going to hit you so hard it'll make your ancestors dizzy.,Wu hoo hooooo.    I am going to hit you so hard it will make your ancestors dizzy.,"{'neg': 0.212, 'neu': 0.788, 'pos': 0.0, 'compound': -0.4149}",-0.4149,Negative 😡
Mulan,Chien-Po,Male,Chinese,Chinese,Supporting,True,True,"Yao, relax and chant with me. Yaaaaaaa Moouuuu Ahhhhhh Doooou Fuuuu Daaaaa.","Yao, relax and chant with me. Yaaaaaaa Moouuuu Ahhhhhh Doooou Fuuuu Daaaaa.","{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.4404}",0.4404,Positive 😊
Mulan,Yao,Male,Chinese,Chinese,Supporting,True,True,Ya Mi Ah To Fu Da.,Ya Mi Ah To Fu Da.,"{'neg': 0.485, 'neu': 0.515, 'pos': 0.0, 'compound': -0.6908}",-0.6908,Negative 😡
Mulan,Chien-Po,Male,Chinese,Chinese,Supporting,True,True,Feel better?,Feel better?,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,Positive 😊
Mulan,Yao,Male,Chinese,Chinese,Supporting,True,True,"Yeah.   [to Mulan while walking away] Aaaaa, you ain't worth my time chicken boy.","Yeah.    Aaaaa, you are not worth my time chicken boy.","{'neg': 0.14, 'neu': 0.674, 'pos': 0.185, 'compound': 0.1366}",0.1366,Positive 😊
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,Chicken boy!?  Say that to my face ya limp noodle! [Yao grabs Mulan by the collar cocking back his arm to punch.  Mulan ducks as Yao hits Ling standing behind her],Chicken boy!?  Say that to my face ya limp noodle!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Yao,Male,Chinese,Chinese,Supporting,True,True,"Oh, sorry Ling.  Hey! [Yao grabs Mulan's foot as she starts to crawl away.  Ling kicks Yao on the butt causing him to land on Chien-Po's stomach. Ling Jump attacks Mulan, but she ducks and he lands on Yao on top of Chien-Po]","Oh, sorry Ling.  Hey!","{'neg': 0.347, 'neu': 0.653, 'pos': 0.0, 'compound': -0.1511}",-0.1511,Negative 😡
Mulan,Ling,Male,Chinese,Chinese,Supporting,True,True,"You're dead.   Oh, there he goes. [Mulan runs into a tent and stops.  Yao, Ling, and Chien-Po  run through the tent.  Yao stops short as he is about to run into a soldier in a line for food.  He looks behind him with concerned eyes as Ling stops in time.  Chien-Po bumps into Ling causing the entire line of soldiers to fall forward and knock over the pot of congee and the cook behind it.  The men look to the back of the line and spy Mulan who has emerged from the tent.  They angrily start walking towards her.  Mulan has a look of horror on her face as if trouble is about to brew]","You are dead.   Oh, there he goes.","{'neg': 0.417, 'neu': 0.583, 'pos': 0.0, 'compound': -0.6486}",-0.6486,Negative 😡
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,Hey guys.,Hey guys.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,General Li,Male,Chinese,Chinese,Supporting,True,True,"The Huns have struck here, here and here.  I will take the main troops up to the Tung Shao Pass and stop Shan-Yu before he destroys this village.","The Huns have struck here, here and here.  I will take the main troops up to the Tung Shao Pass and stop Shan-Yu before he destroys this village.","{'neg': 0.245, 'neu': 0.755, 'pos': 0.0, 'compound': -0.7783}",-0.7783,Negative 😡
Mulan,Chi-Fu,Male,Chinese,Chinese,Supporting,True,True,"Excellent strategy, Sir.  I do love surprises, Ha ha, ha, ha.","Excellent strategy, Sir.  I do love surprises, Ha ha, ha, ha.","{'neg': 0.0, 'neu': 0.134, 'pos': 0.866, 'compound': 0.9545}",0.9545,Positive 😊
Mulan,General Li,Male,Chinese,Chinese,Supporting,True,True,"You will stay here and train the new recruits.  When Chi Fu believes you're ready, you will join us...Captain. [General Li hands a sword to Shang]","You will stay here and train the new recruits.  When Chi Fu believes you are ready, you will join us...Captain.","{'neg': 0.178, 'neu': 0.644, 'pos': 0.178, 'compound': -0.25}",-0.25,Negative 😡
Mulan,Shang,Male,Chinese,Chinese,Supporting,True,True,Captain?,Captain?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Chi-Fu,Male,Chinese,Chinese,Supporting,True,True,"Oh, this is an enormous responsibility, General.  Uh, perhaps a soldier with more experience--","Oh, this is an enormous responsibility, General.  Uh, perhaps a soldier with more experience--","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,General Li,Male,Chinese,Chinese,Supporting,True,True,"Number one in his class, extensive knowledge of training techniques,  an impressive military lineage.  I believe Li Shang will do an excellent job.","Number one in his class, extensive knowledge of training techniques,  an impressive military lineage.  I believe Li Shang will do an excellent job.","{'neg': 0.0, 'neu': 0.696, 'pos': 0.304, 'compound': 0.8074}",0.8074,Positive 😊
Mulan,Shang,Male,Chinese,Chinese,Supporting,True,True,"Oh, I will.  I wont let you down.  This is, I mean, I... yes sir.","Oh, I will.  I will not let you down.  This is, I mean, I... yes sir.","{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.4019}",0.4019,Positive 😊
Mulan,General Li,Male,Chinese,Chinese,Supporting,True,True,Very good then.  We'll toast China's victory at the Imperial City.   I'll expect a full report in three weeks.,Very good then.  We will toast China's victory at the Imperial City.   I will expect a full report in three weeks.,"{'neg': 0.0, 'neu': 0.849, 'pos': 0.151, 'compound': 0.4927}",0.4927,Positive 😊
Mulan,Chi-Fu,Male,Chinese,Chinese,Supporting,True,True,And I wont leave anything out.,And I will not leave anything out.,"{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.0382}",0.0382,Neutral 😐
Mulan,Shang,Male,Chinese,Chinese,Supporting,True,True,"Captain Li Shang, Hmmm, leader of China's finest troops.  No, the greatest troops of all time. Heh, heh, heh, heh.  [Shang walks out of the tent to see the recruits fighting.  He stands stage left of Chi Fu and General Li.  Injured Recruit sees the General and salutes him as he falls to the ground.  General Li steps over Injured Recruit and mounts his horse]","Captain Li Shang, Hmmm, leader of China's finest troops.  No, the greatest troops of all time. Heh, heh, heh, heh.","{'neg': 0.321, 'neu': 0.522, 'pos': 0.157, 'compound': -0.1027}",-0.1027,Negative 😡
Mulan,Chi-Fu,Male,Chinese,Chinese,Supporting,True,True,Most impressive.,Most impressive.,"{'neg': 0.0, 'neu': 0.218, 'pos': 0.782, 'compound': 0.5563}",0.5563,Positive 😊
Mulan,General Li,Male,Chinese,Chinese,Supporting,True,True,Good luck Captain.,Good luck Captain.,"{'neg': 0.0, 'neu': 0.145, 'pos': 0.855, 'compound': 0.7096}",0.7096,Positive 😊
Mulan,Shang,Male,Chinese,Chinese,Supporting,True,True,"Good luck, Father.","Good luck, Father.","{'neg': 0.0, 'neu': 0.145, 'pos': 0.855, 'compound': 0.7096}",0.7096,Positive 😊
Mulan,Chi-Fu,Male,Chinese,Chinese,Supporting,True,True,Day one.,Day one.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Shang,Male,Chinese,Chinese,Supporting,True,True,Soldiers!,Soldiers!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Shang,Male,Chinese,Chinese,Supporting,True,True,I don't need anyone causing trouble in my camp!,I do not need anyone causing trouble in my camp!,"{'neg': 0.272, 'neu': 0.728, 'pos': 0.0, 'compound': -0.4574}",-0.4574,Negative 😡
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,"Sorry,  Uhh, I mean, sorry you had to see that.    You know how it is when you get those, uh  manly urges and you just have to kill something , fix things, uh, cook outdoors.","Sorry,  Uhh, I mean, sorry you had to see that.    You know how it is when you get those, uh  manly urges and you just have to kill something , fix things, uh, cook outdoors.","{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.743}",-0.743,Negative 😡
Mulan,Shang,Male,Chinese,Chinese,Supporting,True,True,What's your name?,What is your name?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,"Ahh, I, uhhh, I, uh--","Ahh, I, uhhh, I, uh--","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Chi-Fu,Male,Chinese,Chinese,Supporting,True,True,Your commanding officer just asked you a question.,Your commanding officer just asked you a question.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,"Uhh, I've got a name.  Huh.  And it's a boys name too.","Uhh, I have got a name.  Huh.  And it is a boys name too.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Ling, How 'bout Ling?","Ling, How 'bout Ling?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
