Character,Gender,Race/Ethnicity,Culture,Role,Marginalized,POC,Dialogue,Cleaned Dialogue
Abuelita,Female,Latino,Mexican,Supporting,False,True,"eat with your family. She reaches out to comfort Miguel, but he is hurt beyond repair.","eat with your family. She reaches out to comfort Miguel, but he is hurt beyond repair."
Miguel,Male,Latino,Mexican,Protagonist,False,True,I don't wanna be in this family! He snatches the photo from Pap  and bolts out of the hacienda.,I do not want to be in this family! He snatches the photo from Pap  and bolts out of the hacienda.
Miguel,Male,Latino,Mexican,Protagonist,False,True,"Excuse me, can I borrow your guitar? MUSICIAN #1 Sorry, muchacho. CUT TO:","Excuse me, can I borrow your guitar? MUSICIAN #1 Sorry, muchacho. CUT TO:"
Miguel,Male,Latino,Mexican,Protagonist,False,True,You guys have a spare guitar? MUSICIAN #2 No. CUT TO:,You guys have a spare guitar? MUSICIAN #2 No. CUT TO:
Miguel,Male,Latino,Mexican,Protagonist,False,True,"I need a guitar, just for a little bit-- MUSICIAN #3 Get outta here, kid! statue of de la Cruz.","I need a guitar, just for a little bit-- MUSICIAN #3 Get outta here, kid! statue of de la Cruz."
Miguel,Male,Latino,Mexican,Protagonist,False,True,"I supposed to do? A sea of candles and flowers, families gathered at graves. Miguel sneaks through the cemetery unnoticed, slipping from one shadow to the next.","I supposed to do? A sea of candles and flowers, families gathered at graves. Miguel sneaks through the cemetery unnoticed, slipping from one shadow to the next."
Miguel,Male,Latino,Mexican,Protagonist,False,True,"No, no, no, no, no, Dante stop! Miguel swipes a chicken leg off a neighboring grave, and 29. of the windows. More fireworks shoot into the sky.","No, no, no, no, no, Dante stop! Miguel swipes a chicken leg off a neighboring grave, and 29. of the windows. More fireworks shoot into the sky."
Miguel,Male,Latino,Mexican,Protagonist,False,True,"Timing to the explosions, Miguel throws his shoulder into the rusted-shut window pane and forces it open with a scraping He crawls over the marble sarcophagus and comes face-to-face portrait of de la Cruz.","Timing to the explosions, Miguel throws his shoulder into the rusted-shut window pane and forces it open with a scraping He crawls over the marble sarcophagus and comes face-to-face portrait of de la Cruz."
Miguel,Male,Latino,Mexican,Protagonist,False,True,"Heart in his throat, Miguel lifts the guitar off its mount. Unbeknownst to him, some marigold petals in the mausoleum begin to sparkle.","Heart in his throat, Miguel lifts the guitar off its mount. Unbeknownst to him, some marigold petals in the mausoleum begin to sparkle."
Miguel,Male,Latino,Mexican,Protagonist,False,True,"Our family thinks music is a curse. None of them understand, but I know moment! He backs up, in full view of the painting.","Our family thinks music is a curse. None of them understand, but I know moment! He backs up, in full view of the painting."
Miguel,Male,Latino,Mexican,Protagonist,False,True,"So if it's all right with you, I'm gonna play in the plaza, just like you did! 30. Confidence building, he strums it once. The air around him vibrates -- radiating like a shock wave. The petals on the ground whirl and surge with light for just happened? Suddenly, a flashlight shines in the window of the mausoleum.","So if it is all right with you, I am going to play in the plaza, just like you did! 30. Confidence building, he strums it once. The air around him vibrates -- radiating like a shock wave. The petals on the ground whirl and surge with light for just happened? Suddenly, a flashlight shines in the window of the mausoleum."
Miguel,Male,Latino,Mexican,Protagonist,False,True,even see him!,even see him!
Miguel,Male,Latino,Mexican,Protagonist,False,True,Mam !,Mam !
Miguel,Male,Latino,Mexican,Protagonist,False,True,"Thanks, I-- another skeleton whose head falls off and lands in Miguel's hands.","Thanks, I-- another skeleton whose head falls off and lands in Miguel's hands."
Miguel,Male,Latino,Mexican,Protagonist,False,True,Ahhh!,Ahhh!
Miguel,Male,Latino,Mexican,Protagonist,False,True,"AHHH! Miguel tosses the head away from him and turns to see the see him! peeks over the headstone to watch the skeletons engaging with their living families. One couple dances. Another man reaches for offerings on his grave, which solidify in his hands when he takes them. 32. A couple of skeletons coo over a toddler.","AHHH! Miguel tosses the head away from him and turns to see the see him! peeks over the headstone to watch the skeletons engaging with their living families. One couple dances. Another man reaches for offerings on his grave, which solidify in his hands when he takes them. 32. A couple of skeletons coo over a toddler."
Miguel,Male,Latino,Mexican,Protagonist,False,True,"Dante barks, points, and bounds through the crowd.","Dante barks, points, and bounds through the crowd."
Papa Julio,Male,Latino,Mexican,Supporting,False,True,Miguel tries to gather the scattered bones.,Miguel tries to gather the scattered bones.
Tia Rosita,Female,Latino,Mexican,Supporting,False,True,Miguel?,Miguel?
Papa Julio,Male,Latino,Mexican,Supporting,False,True,PAP  JULIO reconstitutes himself.,PAP  JULIO reconstitutes himself.
Papa Julio,Male,Latino,Mexican,Supporting,False,True,"T A ROSITA charges through Pap  Julio, sending his bones","T A ROSITA charges through Pap  Julio, sending his bones"
Tia Rosita,Female,Latino,Mexican,Supporting,False,True,"Our Migueli-ti-ti-ti-ti-to! Miguel, smothered by Rosita's ample ribcage, struggles for air. 33.","Our Migueli-ti-ti-ti-ti-to! Miguel, smothered by Rosita's ample ribcage, struggles for air. 33."
Miguel,Male,Latino,Mexican,Protagonist,False,True,(muffled) Remind me how I know you?,Remind me how I know you?
Tia Rosita,Female,Latino,Mexican,Supporting,False,True,"We're your family, mijo! T a Rosita's ofrenda photo flashes in Miguel's memory.","We are your family, mijo! T a Rosita's ofrenda photo flashes in Miguel's memory."
Tia Rosita,Female,Latino,Mexican,Supporting,False,True,"S ! He looks at Pap  Julio, whose head is still turned the wrong","S ! He looks at Pap  Julio, whose head is still turned the wrong"
Miguel,Male,Latino,Mexican,Protagonist,False,True,Pap  Julio?,Pap  Julio?
Papa Julio,Male,Latino,Mexican,Supporting,False,True,Hola.,Hola.
Miguel,Male,Latino,Mexican,Protagonist,False,True,"T a Victoria? T a Victoria pokes Miguel's cheek, skeptical.","T a Victoria? T a Victoria pokes Miguel's cheek, skeptical."
Papa Julio,Male,Latino,Mexican,Supporting,False,True,"how to fix this! Suddenly twin skeleton gents run, huffing, toward the family.","how to fix this! Suddenly twin skeleton gents run, huffing, toward the family."
Tia Rosita,Female,Latino,Mexican,Supporting,False,True,But if Mam  Imelda can't come to,But if Mam  Imelda cannot come to
Papa Julio,Male,Latino,Mexican,Supporting,False,True,"V monos! Pap  Julio grabs Miguel by the arm and the family rushes through the cemetery, trailed by Dante. Miguel and his family weave through the graves, rounding a corner. His gaze falls upon a glowing MARIGOLD BRIDGE arching before them.","V monos! Pap  Julio grabs Miguel by the arm and the family rushes through the cemetery, trailed by Dante. Miguel and his family weave through the graves, rounding a corner. His gaze falls upon a glowing MARIGOLD BRIDGE arching before them."
Miguel,Male,Latino,Mexican,Protagonist,False,True,amble across for the holiday. 35. The family passes through an invisible barrier onto the hesitates at the threshold.,amble across for the holiday. 35. The family passes through an invisible barrier onto the hesitates at the threshold.
Papa Julio,Male,Latino,Mexican,Supporting,False,True,"Miguel follows after the family, the petals glowing under his","Miguel follows after the family, the petals glowing under his"
Miguel,Male,Latino,Mexican,Protagonist,False,True,"Miguel runs after Dante, finally catching up to the dog as he some petals into Miguel's face.","Miguel runs after Dante, finally catching up to the dog as he some petals into Miguel's face."
Miguel,Male,Latino,Mexican,Protagonist,False,True,"Out of the mist, the sparkling cityscape of the Land of the","Out of the mist, the sparkling cityscape of the Land of the"
Miguel,Male,Latino,Mexican,Protagonist,False,True,"Well I don't know, I thought it might've been one of those made up","Well I do not know, I thought it might have been one of those made up"
Miguel,Male,Latino,Mexican,Protagonist,False,True,"Well, now I'm thinking maybe they As skeletons pass in the other direction, Miguel receives at him.","Well, now I am thinking maybe they As skeletons pass in the other direction, Miguel receives at him."
Miguel,Male,Latino,Mexican,Protagonist,False,True,those are--,those are--
Tia Rosita,Female,Latino,Mexican,Supporting,False,True,They guide souls on their,They guide souls on their
Juan Ortodoncia,Male,Latino,Mexican,Supporting,False,True,Grashiash!,Grashiash!
Hector,Male,Latino,Mexican,Supporting,True,True,"(beat) so many ofrendas, it'll just The monitor scans him, but an ""X"" appears, accompanied by a negative buzzing sound. 38.","so many ofrendas, it will just The monitor scans him, but an ""X"" appears, accompanied by a negative buzzing sound. 38."
Hector,Male,Latino,Mexican,Supporting,True,True,And I apologize for doing that.,And I apologize for doing that.
Hector,Male,Latino,Mexican,Supporting,True,True,"You know what, I'm just gonna zip right over, you won't even know I'm gone. going over, half under.","You know what, I am just going to zip right over, you will not even know I am gone. going over, half under."
Hector,Male,Latino,Mexican,Supporting,True,True,"Ha HA! H ctor reaches the bridge at a sprint, but the magic doesn't engage; he sinks right into the petals.","Ha HA! H ctor reaches the bridge at a sprint, but the magic does not engage; he sinks right into the petals."
Hector,Male,Latino,Mexican,Supporting,True,True,"Almost there, just a little The guards saunter to the bridge and casually pull H ctor back toward the Land of the Dead.","Almost there, just a little The guards saunter to the bridge and casually pull H ctor back toward the Land of the Dead."
Hector,Male,Latino,Mexican,Supporting,True,True,Dumb flower bridge! up in time to see his back.,Dumb flower bridge! up in time to see his back.
Tia Rosita,Female,Latino,Mexican,Supporting,False,True,I don't know what I'd do if no one put up my photo.,I do not know what I would do if no one put up my photo.
Tia Rosita,Female,Latino,Mexican,Supporting,False,True,window.,window.
Papa Julio,Male,Latino,Mexican,Supporting,False,True,"As a matter of fact, yes. The family pushes Miguel to the front, very much alive.","As a matter of fact, yes. The family pushes Miguel to the front, very much alive."
Miguel,Male,Latino,Mexican,Protagonist,False,True,"Hola. The arrivals agent's jaw literally drops. CUT TO: Miguel and his family are escorted by a security guard across an arching second floor walkway. Gonzales-Ramos, please report to Level 7. gondolas traveling by.","Hola. The arrivals agent's jaw literally drops. CUT TO: Miguel and his family are escorted by a security guard across an arching second floor walkway. Gonzales-Ramos, please report to Level 7. gondolas traveling by."
Miguel,Male,Latino,Mexican,Protagonist,False,True,notices T o Oscar staring at his face in deep contemplation.,notices T o Oscar staring at his face in deep contemplation.
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,I demand to speak to the person in charge! A beleaguered CASE WORKER cringes as Mam  Imelda tears into her.,I demand to speak to the person in charge! A beleaguered CASE WORKER cringes as Mam  Imelda tears into her.
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,"My family always -- ALWAYS -- puts devil box tells you nothing but lies! In a swift movement, Mam  Imelda removes her shoe and smacks the computer.","My family always -- ALWAYS -- puts devil box tells you nothing but lies! In a swift movement, Mam  Imelda removes her shoe and smacks the computer."
Papa Julio,Male,Latino,Mexican,Supporting,False,True,"Mam  Imelda? She turns her shoe on Pap  Julio, who leans back and yelps. Mam  Imelda softens.","Mam  Imelda? She turns her shoe on Pap  Julio, who leans back and yelps. Mam  Imelda softens."
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,woman and her devil box that my photo is on the ofrenda.,woman and her devil box that my photo is on the ofrenda.
Papa Julio,Male,Latino,Mexican,Supporting,False,True,"Well, we never made it to the 41.","Well, we never made it to the 41."
Papa Julio,Male,Latino,Mexican,Supporting,False,True,Mam  Imelda's eyes fall on Miguel.,Mam  Imelda's eyes fall on Miguel.
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,Miguel?,Miguel?
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,"What is going on? Just then, a door opens and a CLERK pokes his head out.","What is going on? Just then, a door opens and a CLERK pokes his head out."
Miguel,Male,Latino,Mexican,Protagonist,False,True,The clerk searches through a huge stack of papers.,The clerk searches through a huge stack of papers.
Miguel,Male,Latino,Mexican,Protagonist,False,True,But I wasn't stealing the guitar!,But I was not stealing the guitar!
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,42.,42.
Miguel,Male,Latino,Mexican,Protagonist,False,True,"It was my great-great grandfather's, he would have wanted me to have it--","It was my great-great grandfather's, he would have wanted me to have it--"
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,(disgust) family!,family!
Miguel,Male,Latino,Mexican,Protagonist,False,True,"Uh, you're all dead. Dante balances his paws at the edge of the clerk's desk and tries to reach a plate of food.","Uh, you are all dead. Dante balances his paws at the edge of the clerk's desk and tries to reach a plate of food."
Miguel,Male,Latino,Mexican,Protagonist,False,True,That's just Dante.,That is just Dante.
Tia Rosita,Female,Latino,Mexican,Supporting,False,True,He sure doesn't look like an alebrije. T a Rosita gestures to the fantastical creatures fluttering on the other side of the window.,He sure does not look like an alebrije. T a Rosita gestures to the fantastical creatures fluttering on the other side of the window.
Miguel,Male,Latino,Mexican,Protagonist,False,True,But Dante doesn't have any hair.,But Dante does not have any hair.
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,But none of this explains why I couldn't cross over. folded photo.,But none of this explains why I could not cross over. folded photo.
Miguel,Male,Latino,Mexican,Protagonist,False,True,He unfolds the photo.,He unfolds the photo.
Miguel,Male,Latino,Mexican,Protagonist,False,True,"It was an accident! Mam  Imelda turns to the clerk, fire in her eyes.","It was an accident! Mam  Imelda turns to the clerk, fire in her eyes."
Miguel,Male,Latino,Mexican,Protagonist,False,True,That's it?,That is it?
Miguel,Male,Latino,Mexican,Protagonist,False,True,What happens at sunrise?,What happens at sunrise?
Papa Julio,Male,Latino,Mexican,Supporting,False,True,when Pap  Julio picks him up and gently slaps him awake.,when Pap  Julio picks him up and gently slaps him awake.
Papa Julio,Male,Latino,Mexican,Supporting,False,True,fainting on us. 44.,fainting on us. 44.
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,Miguel.,Miguel.
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,I give you my blessing. But Mam  Imelda is not finished.,I give you my blessing. But Mam  Imelda is not finished.
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,I give you my blessing to go The glow of the marigold petal surges.,I give you my blessing to go The glow of the marigold petal surges.
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,"To put my photo back on the delivers it like a scolding, but Miguel nods.","To put my photo back on the delivers it like a scolding, but Miguel nods."
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,And to never play music again! The petal surges one last time. 45.,And to never play music again! The petal surges one last time. 45.
Miguel,Male,Latino,Mexican,Protagonist,False,True,Fine.,Fine.
Miguel,Male,Latino,Mexican,Protagonist,False,True,"No skeletons! face, he turns and eyes de la Cruz's guitar. Miguel quickly grabs the guitar.","No skeletons! face, he turns and eyes de la Cruz's guitar. Miguel quickly grabs the guitar."
Miguel,Male,Latino,Mexican,Protagonist,False,True,"Mariachi Plaza, here I come-- He takes two steps toward the door, then WHOOOOSH! CLERK'S OFFICE - SAME TIME Miguel appears back in the clerk's office in another flash of turns, shocked to see him back so soon. Miguel realizes his hands are still in guitar-holding position.","Mariachi Plaza, here I come-- He takes two steps toward the door, then WHOOOOSH! CLERK'S OFFICE - SAME TIME Miguel appears back in the clerk's office in another flash of turns, shocked to see him back so soon. Miguel realizes his hands are still in guitar-holding position."
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,Two seconds and you already break your promise! 46.,Two seconds and you already break your promise! 46.
Miguel,Male,Latino,Mexican,Protagonist,False,True,"already had yours! Miguel grabs another petal, he marches over to Pap  Julio.","already had yours! Miguel grabs another petal, he marches over to Pap  Julio."
Miguel,Male,Latino,Mexican,Protagonist,False,True,"Pap  Julio, I ask for your blessing. Pap  Julio shakes his head and pulls his hat down.","Pap  Julio, I ask for your blessing. Pap  Julio shakes his head and pulls his hat down."
Miguel,Male,Latino,Mexican,Protagonist,False,True,Victoria? They all shake their heads.,Victoria? They all shake their heads.
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,"home my way, or no way.","home my way, or no way."
Miguel,Male,Latino,Mexican,Protagonist,False,True,You really hate music that much?,You really hate music that much?
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,I will not let you go down the same path he did. the group.,I will not let you go down the same path he did. the group.
Miguel,Male,Latino,Mexican,Protagonist,False,True,The same path he did. He gazes at the man with no face.,The same path he did. He gazes at the man with no face.
Tia Rosita,Female,Latino,Mexican,Supporting,False,True,Be reasonable. Miguel starts back toward the door. 47.,Be reasonable. Miguel starts back toward the door. 47.
Miguel,Male,Latino,Mexican,Protagonist,False,True,"V monos. Miguel puts up his hood, tightening it to a tiny eye hole,","V monos. Miguel puts up his hood, tightening it to a tiny eye hole,"
Miguel,Male,Latino,Mexican,Protagonist,False,True,"If I wanna be a musician, I need a my great-great grandpa. The exit gets closer when Miguel is stopped by a PATROLMAN.","If I want to be a musician, I need a my great-great grandpa. The exit gets closer when Miguel is stopped by a PATROLMAN."
Miguel,Male,Latino,Mexican,Protagonist,False,True,"No, no -- Dante! nearby cubicle.","No, no -- Dante! nearby cubicle."
Hector,Male,Latino,Mexican,Supporting,True,True,That's illegal?,That is illegal?
Corrections Officer,Male,Latino,Mexican,Supporting,False,True,"your act, amigo.","your act, amigo."
Hector,Male,Latino,Mexican,Supporting,True,True,"Amigo? (verklempt) Oh, that's so nice, to hear you say (misty) I've just had a really hard D a de Muertos, and I could really use an amigo right now. H ctor leans gratefully toward the officer, overwhelmed with mock emotion. 49.","Amigo?  Oh, that is so nice, to hear you say  I have just had a really hard D a de Muertos, and I could really use an amigo right now. H ctor leans gratefully toward the officer, overwhelmed with mock emotion. 49."
Hector,Male,Latino,Mexican,Supporting,True,True,"And amigos, they help their amigos. Listen, you get me across that bridge tonight and I'll make it worth your while. H ctor spies a de la Cruz poster at the officer's workstation.","And amigos, they help their amigos. Listen, you get me across that bridge tonight and I will make it worth your while. H ctor spies a de la Cruz poster at the officer's workstation."
Hector,Male,Latino,Mexican,Supporting,True,True,row seats to his Sunrise Spectacular Show! Miguel perks at the mention of de la Cruz.,row seats to his Sunrise Spectacular Show! Miguel perks at the mention of de la Cruz.
Corrections Officer,Male,Latino,Mexican,Supporting,False,True,Uh--,Uh--
Hector,Male,Latino,Mexican,Supporting,True,True,"I'll -- I'll get you backstage, you can meet him! (beat) You just gotta let me cross that bridge! The corrections officer pulls away.","I will -- I will get you backstage, you can meet him!  You just got to let me cross that bridge! The corrections officer pulls away."
Corrections Officer,Male,Latino,Mexican,Supporting,False,True,"I should lock you up for the rest (beat) But my shift's almost up, and I I'm letting you off with a warning.","I should lock you up for the rest  But my shift's almost up, and I I am letting you off with a warning."
Hector,Male,Latino,Mexican,Supporting,True,True,Can I at least get my costume back?,Can I at least get my costume back?
Corrections Officer,Male,Latino,Mexican,Supporting,False,True,"Uh, no. In a huff, H ctor marches out of the room.","Uh, no. In a huff, H ctor marches out of the room."
Hector,Male,Latino,Mexican,Supporting,True,True,Miguel follows him. 50.,Miguel follows him. 50.
Miguel,Male,Latino,Mexican,Protagonist,False,True,Cruz?,Cruz?
Hector,Male,Latino,Mexican,Supporting,True,True,Who wants to-- (noticing Miguel),Who wants to--
Miguel,Male,Latino,Mexican,Protagonist,False,True,Shhh! CUT INTO: Miguel pulls H ctor into a phone booth to avoid suspicion.,Shhh! CUT INTO: Miguel pulls H ctor into a phone booth to avoid suspicion.
Miguel,Male,Latino,Mexican,Protagonist,False,True,"back to the Land of the Living, I need de la Cruz's blessing.","back to the Land of the Living, I need de la Cruz's blessing."
Hector,Male,Latino,Mexican,Supporting,True,True,That's weirdly specific.,That is weirdly specific.
Miguel,Male,Latino,Mexican,Protagonist,False,True,He's my great-great-grandfather.,He is my great-great-grandfather.
Hector,Male,Latino,Mexican,Supporting,True,True,H ctor turns to conference with himself.,H ctor turns to conference with himself.
Hector,Male,Latino,Mexican,Supporting,True,True,"Wait, wait, wait, wait, wait. (gasp) wait, wait, wait, wait, wait? (beat)","Wait, wait, wait, wait, wait.  wait, wait, wait, wait, wait?"
Miguel,Male,Latino,Mexican,Protagonist,False,True,"D'ya know what, maybe this isn't such a g-- 51. H ctor snaps his fingers rapidly, pistons firing.","D'ya know what, maybe this is not such a g-- 51. H ctor snaps his fingers rapidly, pistons firing."
Hector,Male,Latino,Mexican,Supporting,True,True,"No, ni o, ni o, ni o, I can help you can help ME. Miguel suddenly spies his family hurrying down a staircase. Mam  Imelda spots Miguel.","No, ni o, ni o, ni o, I can help you can help ME. Miguel suddenly spies his family hurrying down a staircase. Mam  Imelda spots Miguel."
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,Miguel!,Miguel!
Miguel,Male,Latino,Mexican,Protagonist,False,True,AH! H ctor extends his hand.,AH! H ctor extends his hand.
Hector,Male,Latino,Mexican,Supporting,True,True,I'm H ctor.,I am H ctor.
Miguel,Male,Latino,Mexican,Protagonist,False,True,"That's nice! Miguel grabs H ctor by the wrist and drags him to the exit, away from his family. Miguel and Dante burst out the door and rush down the stairs. signals backwards to H ctor who is ten paces behind.","That is nice! Miguel grabs H ctor by the wrist and drags him to the exit, away from his family. Miguel and Dante burst out the door and rush down the stairs. signals backwards to H ctor who is ten paces behind."
Hector,Male,Latino,Mexican,Supporting,True,True,"Esp rame chamaco! Miguel throws the arm back to H ctor an they disappear into a dense crowd. Moments later, the Dead Riveras burst from the revolving nowhere to be found.","Esp rame chamaco! Miguel throws the arm back to H ctor an they disappear into a dense crowd. Moments later, the Dead Riveras burst from the revolving nowhere to be found."
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,"Ay, he is going to get himself Pepita. Mam  Imelda looks to the night sky, puts two fingers to her mouth, and lets out a piercing whistle. 52.","Ay, he is going to get himself Pepita. Mam  Imelda looks to the night sky, puts two fingers to her mouth, and let us out a piercing whistle. 52."
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,Who has that petal Miguel touched?,Who has that petal Miguel touched?
Papa Julio,Male,Latino,Mexican,Supporting,False,True,"Here! forward, jittery, holding it out for Pepita.","Here! forward, jittery, holding it out for Pepita."
Papa Julio,Male,Latino,Mexican,Supporting,False,True,Pepita sniffs the petal's scent. takes to the air. smudge black and white shoe polish on the boy's face.,Pepita sniffs the petal's scent. takes to the air. smudge black and white shoe polish on the boy's face.
Hector,Male,Latino,Mexican,Supporting,True,True,"Hey, hey, hold still. (beat) look like a skeleton.","Hey, hey, hold still.  look like a skeleton."
Hector,Male,Latino,Mexican,Supporting,True,True,"Dead as a doorknob. (beat) So listen, Miguel: this place runs remembered, people put up your photo and you get to cross the bridge and visit the living on D a de Muertos. (beat) Unless you're me.","Dead as a doorknob.  So listen, Miguel: this place runs remembered, people put up your photo and you get to cross the bridge and visit the living on D a de Muertos.  Unless you are me."
Miguel,Male,Latino,Mexican,Protagonist,False,True,You don't get to cross over. 53.,You do not get to cross over. 53.
Hector,Male,Latino,Mexican,Supporting,True,True,(beat) But you can change that!,But you can change that!
Miguel,Male,Latino,Mexican,Protagonist,False,True,This is you?,This is you?
Hector,Male,Latino,Mexican,Supporting,True,True,"Muy guapo, eh?","Muy guapo, eh?"
Miguel,Male,Latino,Mexican,Protagonist,False,True,"So you get me to my great-great grandpa, then I put up your photo when I get home?","So you get me to my great-great grandpa, then I put up your photo when I get home?"
Hector,Male,Latino,Mexican,Supporting,True,True,"idea, yes! (beat) One hiccup: de la Cruz is a tough (upbeat) So, you got any other family here, accessible?","idea, yes!  One hiccup: de la Cruz is a tough  So, you got any other family here, accessible?"
Miguel,Male,Latino,Mexican,Protagonist,False,True,"Mmm, nope.","Mmm, nope."
Hector,Male,Latino,Mexican,Supporting,True,True,gotta have SOME other family.,got to have SOME other family.
Miguel,Male,Latino,Mexican,Protagonist,False,True,"me, I'll find him myself. Miguel marches out of the alley, whistling for Dante to follow.","me, I will find him myself. Miguel marches out of the alley, whistling for Dante to follow."
Hector,Male,Latino,Mexican,Supporting,True,True,"Okay, okay, kid, fine -- fine! I'll get you to your great-great CUT TO: 54. They make their way through a pedestrian path.","Okay, okay, kid, fine -- fine! I will get you to your great-great CUT TO: 54. They make their way through a pedestrian path."
Hector,Male,Latino,Mexican,Supporting,True,True,(beat) What are you doing? Miguel slink-walks next to H ctor goofily.,What are you doing? Miguel slink-walks next to H ctor goofily.
Miguel,Male,Latino,Mexican,Protagonist,False,True,I'm walking like a skeleton. Blending in.,I am walking like a skeleton. Blending in.
Hector,Male,Latino,Mexican,Supporting,True,True,"No, skeletons don't walk like that.","No, skeletons do not walk like that."
Miguel,Male,Latino,Mexican,Protagonist,False,True,It's how you walk.,It is how you walk.
Hector,Male,Latino,Mexican,Supporting,True,True,"No, I don't. Miguel keeps walking funny.","No, I do not. Miguel keeps walking funny."
Hector,Male,Latino,Mexican,Supporting,True,True,"Stop it! Miguel notices a billboard advertising ""ERNESTO DE LA CRUZ'S speakers.","Stop it! Miguel notices a billboard advertising ""ERNESTO DE LA CRUZ'S speakers."
Miguel,Male,Latino,Mexican,Protagonist,False,True,padre!,padre!
Hector,Male,Latino,Mexican,Supporting,True,True,great grandpa puts on that dumb show to mark the end of D a de Muertos.,great grandpa puts on that dumb show to mark the end of D a de Muertos.
Miguel,Male,Latino,Mexican,Protagonist,False,True,And you can get us in!,And you can get us in!
Hector,Male,Latino,Mexican,Supporting,True,True,Ahhhh-- 55.,Ahhhh-- 55.
Miguel,Male,Latino,Mexican,Protagonist,False,True,"Hey, you said you had front row tickets!","Hey, you said you had front row tickets!"
Hector,Male,Latino,Mexican,Supporting,True,True,apologize for that. Miguel gives H ctor a withering look.,apologize for that. Miguel gives H ctor a withering look.
Hector,Male,Latino,Mexican,Supporting,True,True,get you to him.,get you to him.
Miguel,Male,Latino,Mexican,Protagonist,False,True,How?,How?
Hector,Male,Latino,Mexican,Supporting,True,True,"'Cause I happen to know where he's rehearsing! CUT TO: H ctor uses his suspenders to slingshot his arm to a third CECILIA, a costumer, turns from a costume to look at the open the window.","Because I happen to know where he is rehearsing! CUT TO: H ctor uses his suspenders to slingshot his arm to a third CECILIA, a costumer, turns from a costume to look at the open the window."
Hector,Male,Latino,Mexican,Supporting,True,True,"Hola, Ceci! She lowers a ladder so H ctor, Miguel and Dante can climb up. H ctor grabs his arm and reattaches it. They all crawl in through the window. 56.","Hola, Ceci! She lowers a ladder so H ctor, Miguel and Dante can climb up. H ctor grabs his arm and reattaches it. They all crawl in through the window. 56."
Miguel,Male,Latino,Mexican,Protagonist,False,True,Hola.,Hola.
Hector,Male,Latino,Mexican,Supporting,True,True,"Ceci, I lost the dress--","Ceci, I lost the dress--"
Hector,Male,Latino,Mexican,Supporting,True,True,"As H ctor tries to talk her down, Dante wanders away from the costume area.","As H ctor tries to talk her down, Dante wanders away from the costume area."
Miguel,Male,Latino,Mexican,Protagonist,False,True,Miguel chases after him.,Miguel chases after him.
Miguel,Male,Latino,Mexican,Protagonist,False,True,"Miguel follows Dante through a giant warehouse, divided into sculptures, giant paper cut out banners, a skeleton posing Miguel hustles after him.","Miguel follows Dante through a giant warehouse, divided into sculptures, giant paper cut out banners, a skeleton posing Miguel hustles after him."
Miguel,Male,Latino,Mexican,Protagonist,False,True,"The monkey jumps up onto the shoulder of FRIDA KAHLO, the REAL Frida Kahlo, who stands in front of a rehearsal stage. Miguel reins Dante in just as Frida turns to find them.","The monkey jumps up onto the shoulder of FRIDA KAHLO, the REAL Frida Kahlo, who stands in front of a rehearsal stage. Miguel reins Dante in just as Frida turns to find them."
Miguel,Male,Latino,Mexican,Protagonist,False,True,I just followed my-- 57. takes his head in her hands.,I just followed my-- 57. takes his head in her hands.
Miguel,Male,Latino,Mexican,Protagonist,False,True,I don't think he's a spirit guide.,I do not think he is a spirit guide.
Miguel,Male,Latino,Mexican,Protagonist,False,True,"I think it's just the right amount of obvious? (beat) What if you did, like, doonk-doonk- Frida, inspired, cues some musicians who start playing the tune.","I think it is just the right amount of obvious?  What if you did, like, doonk-doonk- Frida, inspired, cues some musicians who start playing the tune."
Miguel,Male,Latino,Mexican,Protagonist,False,True,ittle-dittle-ittle-dittle-ittle- dittle-ittle -- WHAAA! The violins follow; a trombone punctuates.,ittle-dittle-ittle-dittle-ittle- dittle-ittle -- WHAAA! The violins follow; a trombone punctuates.
Miguel,Male,Latino,Mexican,Protagonist,False,True,Huh? 59.,Huh? 59.
Miguel,Male,Latino,Mexican,Protagonist,False,True,"Excuse me, where's the real de la Cruz?","Excuse me, where is the real de la Cruz?"
Hector,Male,Latino,Mexican,Supporting,True,True,"H ctor pulls Miguel away, but Miguel won't be wrangled.","H ctor pulls Miguel away, but Miguel will not be wrangled."
