Character,Gender,Race/Ethnicity,Culture,Role,Marginalized,POC,Dialogue,Cleaned Dialogue,Sentiment Scores,Compound Score,Sentiment
Abuelita,Female,Latino,Mexican,Supporting,False,True,(softening) (MORE) 27.,27.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Abuelita,Female,Latino,Mexican,Supporting,False,True,"eat with your family. She reaches out to comfort Miguel, but he is hurt beyond repair.","eat with your family. She reaches out to comfort Miguel, but he is hurt beyond repair.","{'neg': 0.225, 'neu': 0.636, 'pos': 0.139, 'compound': -0.5789}",-0.5789,Negative 😡
Miguel,Male,Latino,Mexican,Protagonist,False,True,I don't wanna be in this family! He snatches the photo from Pap  and bolts out of the hacienda.,I do not want to be in this family! He snatches the photo from Pap  and bolts out of the hacienda.,"{'neg': 0.074, 'neu': 0.926, 'pos': 0.0, 'compound': -0.1316}",-0.1316,Negative 😡
Miguel,Male,Latino,Mexican,Protagonist,False,True,"Excuse me, can I borrow your guitar? MUSICIAN #1 Sorry, muchacho. CUT TO:","Excuse me, can I borrow your guitar? MUSICIAN #1 Sorry, muchacho. CUT TO:","{'neg': 0.286, 'neu': 0.624, 'pos': 0.09, 'compound': -0.4278}",-0.4278,Negative 😡
Miguel,Male,Latino,Mexican,Protagonist,False,True,You guys have a spare guitar? MUSICIAN #2 No. CUT TO:,You guys have a spare guitar? MUSICIAN #2 No. CUT TO:,"{'neg': 0.386, 'neu': 0.614, 'pos': 0.0, 'compound': -0.6166}",-0.6166,Negative 😡
Miguel,Male,Latino,Mexican,Protagonist,False,True,"I need a guitar, just for a little bit-- MUSICIAN #3 Get outta here, kid! statue of de la Cruz.","I need a guitar, just for a little bit-- MUSICIAN #3 Get outta here, kid! statue of de la Cruz.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Miguel,Male,Latino,Mexican,Protagonist,False,True,"I supposed to do? A sea of candles and flowers, families gathered at graves. Miguel sneaks through the cemetery unnoticed, slipping from one shadow to the next.","I supposed to do? A sea of candles and flowers, families gathered at graves. Miguel sneaks through the cemetery unnoticed, slipping from one shadow to the next.","{'neg': 0.084, 'neu': 0.916, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative 😡
Miguel,Male,Latino,Mexican,Protagonist,False,True,"No, no, no, no, no, Dante stop! Miguel swipes a chicken leg off a neighboring grave, and 29. of the windows. More fireworks shoot into the sky.","No, no, no, no, no, Dante stop! Miguel swipes a chicken leg off a neighboring grave, and 29. of the windows. More fireworks shoot into the sky.","{'neg': 0.525, 'neu': 0.475, 'pos': 0.0, 'compound': -0.941}",-0.941,Negative 😡
Miguel,Male,Latino,Mexican,Protagonist,False,True,"Timing to the explosions, Miguel throws his shoulder into the rusted-shut window pane and forces it open with a scraping He crawls over the marble sarcophagus and comes face-to-face portrait of de la Cruz.","Timing to the explosions, Miguel throws his shoulder into the rusted-shut window pane and forces it open with a scraping He crawls over the marble sarcophagus and comes face-to-face portrait of de la Cruz.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Miguel,Male,Latino,Mexican,Protagonist,False,True,"Heart in his throat, Miguel lifts the guitar off its mount. Unbeknownst to him, some marigold petals in the mausoleum begin to sparkle.","Heart in his throat, Miguel lifts the guitar off its mount. Unbeknownst to him, some marigold petals in the mausoleum begin to sparkle.","{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.4215}",0.4215,Positive 😊
Miguel,Male,Latino,Mexican,Protagonist,False,True,"Our family thinks music is a curse. None of them understand, but I know moment! He backs up, in full view of the painting.","Our family thinks music is a curse. None of them understand, but I know moment! He backs up, in full view of the painting.","{'neg': 0.161, 'neu': 0.839, 'pos': 0.0, 'compound': -0.4295}",-0.4295,Negative 😡
Miguel,Male,Latino,Mexican,Protagonist,False,True,"So if it's all right with you, I'm gonna play in the plaza, just like you did! 30. Confidence building, he strums it once. The air around him vibrates -- radiating like a shock wave. The petals on the ground whirl and surge with light for just happened? Suddenly, a flashlight shines in the window of the mausoleum.","So if it is all right with you, I am going to play in the plaza, just like you did! 30. Confidence building, he strums it once. The air around him vibrates -- radiating like a shock wave. The petals on the ground whirl and surge with light for just happened? Suddenly, a flashlight shines in the window of the mausoleum.","{'neg': 0.039, 'neu': 0.796, 'pos': 0.165, 'compound': 0.8122}",0.8122,Positive 😊
Miguel,Male,Latino,Mexican,Protagonist,False,True,even see him!,even see him!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Miguel,Male,Latino,Mexican,Protagonist,False,True,Mam !,Mam !,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Miguel,Male,Latino,Mexican,Protagonist,False,True,"Thanks, I-- another skeleton whose head falls off and lands in Miguel's hands.","Thanks, I-- another skeleton whose head falls off and lands in Miguel's hands.","{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}",0.4404,Positive 😊
Miguel,Male,Latino,Mexican,Protagonist,False,True,Ahhh!,Ahhh!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Miguel,Male,Latino,Mexican,Protagonist,False,True,"AHHH! Miguel tosses the head away from him and turns to see the see him! peeks over the headstone to watch the skeletons engaging with their living families. One couple dances. Another man reaches for offerings on his grave, which solidify in his hands when he takes them. 32. A couple of skeletons coo over a toddler.","AHHH! Miguel tosses the head away from him and turns to see the see him! peeks over the headstone to watch the skeletons engaging with their living families. One couple dances. Another man reaches for offerings on his grave, which solidify in his hands when he takes them. 32. A couple of skeletons coo over a toddler.","{'neg': 0.044, 'neu': 0.885, 'pos': 0.071, 'compound': -0.1491}",-0.1491,Negative 😡
Miguel,Male,Latino,Mexican,Protagonist,False,True,"Dante barks, points, and bounds through the crowd.","Dante barks, points, and bounds through the crowd.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Papa Julio,Male,Latino,Mexican,Supporting,False,True,Miguel tries to gather the scattered bones.,Miguel tries to gather the scattered bones.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Tia Rosita,Female,Latino,Mexican,Supporting,False,True,Miguel?,Miguel?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Papa Julio,Male,Latino,Mexican,Supporting,False,True,PAP  JULIO reconstitutes himself.,PAP  JULIO reconstitutes himself.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Papa Julio,Male,Latino,Mexican,Supporting,False,True,"T A ROSITA charges through Pap  Julio, sending his bones","T A ROSITA charges through Pap  Julio, sending his bones","{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.2732}",-0.2732,Negative 😡
Tia Rosita,Female,Latino,Mexican,Supporting,False,True,"Our Migueli-ti-ti-ti-ti-to! Miguel, smothered by Rosita's ample ribcage, struggles for air. 33.","Our Migueli-ti-ti-ti-ti-to! Miguel, smothered by Rosita's ample ribcage, struggles for air. 33.","{'neg': 0.319, 'neu': 0.681, 'pos': 0.0, 'compound': -0.5707}",-0.5707,Negative 😡
Miguel,Male,Latino,Mexican,Protagonist,False,True,(muffled) Remind me how I know you?,Remind me how I know you?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Tia Rosita,Female,Latino,Mexican,Supporting,False,True,"We're your family, mijo! T a Rosita's ofrenda photo flashes in Miguel's memory.","We are your family, mijo! T a Rosita's ofrenda photo flashes in Miguel's memory.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Tia Rosita,Female,Latino,Mexican,Supporting,False,True,"S ! He looks at Pap  Julio, whose head is still turned the wrong","S ! He looks at Pap  Julio, whose head is still turned the wrong","{'neg': 0.236, 'neu': 0.764, 'pos': 0.0, 'compound': -0.5255}",-0.5255,Negative 😡
Miguel,Male,Latino,Mexican,Protagonist,False,True,Pap  Julio?,Pap  Julio?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Papa Julio,Male,Latino,Mexican,Supporting,False,True,Hola.,Hola.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Miguel,Male,Latino,Mexican,Protagonist,False,True,"T a Victoria? T a Victoria pokes Miguel's cheek, skeptical.","T a Victoria? T a Victoria pokes Miguel's cheek, skeptical.","{'neg': 0.315, 'neu': 0.685, 'pos': 0.0, 'compound': -0.3182}",-0.3182,Negative 😡
Papa Julio,Male,Latino,Mexican,Supporting,False,True,"how to fix this! Suddenly twin skeleton gents run, huffing, toward the family.","how to fix this! Suddenly twin skeleton gents run, huffing, toward the family.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Tia Rosita,Female,Latino,Mexican,Supporting,False,True,But if Mam  Imelda can't come to,But if Mam  Imelda cannot come to,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Papa Julio,Male,Latino,Mexican,Supporting,False,True,"V monos! Pap  Julio grabs Miguel by the arm and the family rushes through the cemetery, trailed by Dante. Miguel and his family weave through the graves, rounding a corner. His gaze falls upon a glowing MARIGOLD BRIDGE arching before them.","V monos! Pap  Julio grabs Miguel by the arm and the family rushes through the cemetery, trailed by Dante. Miguel and his family weave through the graves, rounding a corner. His gaze falls upon a glowing MARIGOLD BRIDGE arching before them.","{'neg': 0.063, 'neu': 0.937, 'pos': 0.0, 'compound': -0.3595}",-0.3595,Negative 😡
Miguel,Male,Latino,Mexican,Protagonist,False,True,amble across for the holiday. 35. The family passes through an invisible barrier onto the hesitates at the threshold.,amble across for the holiday. 35. The family passes through an invisible barrier onto the hesitates at the threshold.,"{'neg': 0.173, 'neu': 0.708, 'pos': 0.119, 'compound': -0.0516}",-0.0516,Negative 😡
Papa Julio,Male,Latino,Mexican,Supporting,False,True,"Miguel follows after the family, the petals glowing under his","Miguel follows after the family, the petals glowing under his","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Miguel,Male,Latino,Mexican,Protagonist,False,True,"Miguel runs after Dante, finally catching up to the dog as he some petals into Miguel's face.","Miguel runs after Dante, finally catching up to the dog as he some petals into Miguel's face.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Miguel,Male,Latino,Mexican,Protagonist,False,True,"Out of the mist, the sparkling cityscape of the Land of the","Out of the mist, the sparkling cityscape of the Land of the","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.296}",0.296,Positive 😊
Miguel,Male,Latino,Mexican,Protagonist,False,True,"Well I don't know, I thought it might've been one of those made up","Well I do not know, I thought it might have been one of those made up","{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.2732}",0.2732,Positive 😊
Miguel,Male,Latino,Mexican,Protagonist,False,True,"Well, now I'm thinking maybe they As skeletons pass in the other direction, Miguel receives at him.","Well, now I am thinking maybe they As skeletons pass in the other direction, Miguel receives at him.","{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.2732}",0.2732,Positive 😊
Miguel,Male,Latino,Mexican,Protagonist,False,True,those are--,those are--,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Tia Rosita,Female,Latino,Mexican,Supporting,False,True,They guide souls on their,They guide souls on their,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Juan Ortodoncia,Male,Latino,Mexican,Supporting,False,True,Grashiash!,Grashiash!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Hector,Male,Latino,Mexican,Supporting,True,True,"(beat) so many ofrendas, it'll just The monitor scans him, but an ""X"" appears, accompanied by a negative buzzing sound. 38.","so many ofrendas, it will just The monitor scans him, but an ""X"" appears, accompanied by a negative buzzing sound. 38.","{'neg': 0.21, 'neu': 0.79, 'pos': 0.0, 'compound': -0.7227}",-0.7227,Negative 😡
Hector,Male,Latino,Mexican,Supporting,True,True,And I apologize for doing that.,And I apologize for doing that.,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.1027}",0.1027,Positive 😊
Hector,Male,Latino,Mexican,Supporting,True,True,"You know what, I'm just gonna zip right over, you won't even know I'm gone. going over, half under.","You know what, I am just going to zip right over, you will not even know I am gone. going over, half under.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Hector,Male,Latino,Mexican,Supporting,True,True,"Ha HA! H ctor reaches the bridge at a sprint, but the magic doesn't engage; he sinks right into the petals.","Ha HA! H ctor reaches the bridge at a sprint, but the magic does not engage; he sinks right into the petals.","{'neg': 0.108, 'neu': 0.675, 'pos': 0.218, 'compound': 0.1542}",0.1542,Positive 😊
Hector,Male,Latino,Mexican,Supporting,True,True,"Almost there, just a little The guards saunter to the bridge and casually pull H ctor back toward the Land of the Dead.","Almost there, just a little The guards saunter to the bridge and casually pull H ctor back toward the Land of the Dead.","{'neg': 0.172, 'neu': 0.76, 'pos': 0.068, 'compound': -0.5574}",-0.5574,Negative 😡
Hector,Male,Latino,Mexican,Supporting,True,True,Dumb flower bridge! up in time to see his back.,Dumb flower bridge! up in time to see his back.,"{'neg': 0.285, 'neu': 0.715, 'pos': 0.0, 'compound': -0.5562}",-0.5562,Negative 😡
Tia Rosita,Female,Latino,Mexican,Supporting,False,True,I don't know what I'd do if no one put up my photo.,I do not know what I would do if no one put up my photo.,"{'neg': 0.155, 'neu': 0.845, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative 😡
Tia Rosita,Female,Latino,Mexican,Supporting,False,True,window.,window.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Papa Julio,Male,Latino,Mexican,Supporting,False,True,"As a matter of fact, yes. The family pushes Miguel to the front, very much alive.","As a matter of fact, yes. The family pushes Miguel to the front, very much alive.","{'neg': 0.0, 'neu': 0.642, 'pos': 0.358, 'compound': 0.6887}",0.6887,Positive 😊
Miguel,Male,Latino,Mexican,Protagonist,False,True,"Hola. The arrivals agent's jaw literally drops. CUT TO: Miguel and his family are escorted by a security guard across an arching second floor walkway. Gonzales-Ramos, please report to Level 7. gondolas traveling by.","Hola. The arrivals agent's jaw literally drops. CUT TO: Miguel and his family are escorted by a security guard across an arching second floor walkway. Gonzales-Ramos, please report to Level 7. gondolas traveling by.","{'neg': 0.075, 'neu': 0.799, 'pos': 0.125, 'compound': 0.2185}",0.2185,Positive 😊
Miguel,Male,Latino,Mexican,Protagonist,False,True,notices T o Oscar staring at his face in deep contemplation.,notices T o Oscar staring at his face in deep contemplation.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,I demand to speak to the person in charge! A beleaguered CASE WORKER cringes as Mam  Imelda tears into her.,I demand to speak to the person in charge! A beleaguered CASE WORKER cringes as Mam  Imelda tears into her.,"{'neg': 0.187, 'neu': 0.813, 'pos': 0.0, 'compound': -0.4003}",-0.4003,Negative 😡
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,"My family always -- ALWAYS -- puts devil box tells you nothing but lies! In a swift movement, Mam  Imelda removes her shoe and smacks the computer.","My family always -- ALWAYS -- puts devil box tells you nothing but lies! In a swift movement, Mam  Imelda removes her shoe and smacks the computer.","{'neg': 0.087, 'neu': 0.737, 'pos': 0.176, 'compound': 0.4195}",0.4195,Positive 😊
Papa Julio,Male,Latino,Mexican,Supporting,False,True,"Mam  Imelda? She turns her shoe on Pap  Julio, who leans back and yelps. Mam  Imelda softens.","Mam  Imelda? She turns her shoe on Pap  Julio, who leans back and yelps. Mam  Imelda softens.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,woman and her devil box that my photo is on the ofrenda.,woman and her devil box that my photo is on the ofrenda.,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.6597}",-0.6597,Negative 😡
Papa Julio,Male,Latino,Mexican,Supporting,False,True,"Well, we never made it to the 41.","Well, we never made it to the 41.","{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.2732}",0.2732,Positive 😊
Papa Julio,Male,Latino,Mexican,Supporting,False,True,Mam  Imelda's eyes fall on Miguel.,Mam  Imelda's eyes fall on Miguel.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,Miguel?,Miguel?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,"What is going on? Just then, a door opens and a CLERK pokes his head out.","What is going on? Just then, a door opens and a CLERK pokes his head out.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Miguel,Male,Latino,Mexican,Protagonist,False,True,The clerk searches through a huge stack of papers.,The clerk searches through a huge stack of papers.,"{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.3182}",0.3182,Positive 😊
Miguel,Male,Latino,Mexican,Protagonist,False,True,But I wasn't stealing the guitar!,But I was not stealing the guitar!,"{'neg': 0.0, 'neu': 0.538, 'pos': 0.462, 'compound': 0.6473}",0.6473,Positive 😊
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,42.,42.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Miguel,Male,Latino,Mexican,Protagonist,False,True,"It was my great-great grandfather's, he would have wanted me to have it--","It was my great-great grandfather's, he would have wanted me to have it--","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,(disgust) family!,family!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Miguel,Male,Latino,Mexican,Protagonist,False,True,"Uh, you're all dead. Dante balances his paws at the edge of the clerk's desk and tries to reach a plate of food.","Uh, you are all dead. Dante balances his paws at the edge of the clerk's desk and tries to reach a plate of food.","{'neg': 0.163, 'neu': 0.795, 'pos': 0.042, 'compound': -0.6369}",-0.6369,Negative 😡
Miguel,Male,Latino,Mexican,Protagonist,False,True,That's just Dante.,That is just Dante.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Tia Rosita,Female,Latino,Mexican,Supporting,False,True,He sure doesn't look like an alebrije. T a Rosita gestures to the fantastical creatures fluttering on the other side of the window.,He sure does not look like an alebrije. T a Rosita gestures to the fantastical creatures fluttering on the other side of the window.,"{'neg': 0.08, 'neu': 0.719, 'pos': 0.201, 'compound': 0.4922}",0.4922,Positive 😊
Miguel,Male,Latino,Mexican,Protagonist,False,True,But Dante doesn't have any hair.,But Dante does not have any hair.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,But none of this explains why I couldn't cross over. folded photo.,But none of this explains why I could not cross over. folded photo.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Miguel,Male,Latino,Mexican,Protagonist,False,True,He unfolds the photo.,He unfolds the photo.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Miguel,Male,Latino,Mexican,Protagonist,False,True,"It was an accident! Mam  Imelda turns to the clerk, fire in her eyes.","It was an accident! Mam  Imelda turns to the clerk, fire in her eyes.","{'neg': 0.326, 'neu': 0.674, 'pos': 0.0, 'compound': -0.6996}",-0.6996,Negative 😡
Miguel,Male,Latino,Mexican,Protagonist,False,True,That's it?,That is it?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Miguel,Male,Latino,Mexican,Protagonist,False,True,What happens at sunrise?,What happens at sunrise?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Papa Julio,Male,Latino,Mexican,Supporting,False,True,when Pap  Julio picks him up and gently slaps him awake.,when Pap  Julio picks him up and gently slaps him awake.,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4588}",0.4588,Positive 😊
Papa Julio,Male,Latino,Mexican,Supporting,False,True,fainting on us. 44.,fainting on us. 44.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,Miguel.,Miguel.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,I give you my blessing. But Mam  Imelda is not finished.,I give you my blessing. But Mam  Imelda is not finished.,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.2732}",0.2732,Positive 😊
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,I give you my blessing to go The glow of the marigold petal surges.,I give you my blessing to go The glow of the marigold petal surges.,"{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.4939}",0.4939,Positive 😊
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,"To put my photo back on the delivers it like a scolding, but Miguel nods.","To put my photo back on the delivers it like a scolding, but Miguel nods.","{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.1901}",0.1901,Positive 😊
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,And to never play music again! The petal surges one last time. 45.,And to never play music again! The petal surges one last time. 45.,"{'neg': 0.162, 'neu': 0.838, 'pos': 0.0, 'compound': -0.3244}",-0.3244,Negative 😡
Miguel,Male,Latino,Mexican,Protagonist,False,True,Fine.,Fine.,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2023}",0.2023,Positive 😊
Miguel,Male,Latino,Mexican,Protagonist,False,True,"No skeletons! face, he turns and eyes de la Cruz's guitar. Miguel quickly grabs the guitar.","No skeletons! face, he turns and eyes de la Cruz's guitar. Miguel quickly grabs the guitar.","{'neg': 0.142, 'neu': 0.858, 'pos': 0.0, 'compound': -0.3595}",-0.3595,Negative 😡
Miguel,Male,Latino,Mexican,Protagonist,False,True,"Mariachi Plaza, here I come-- He takes two steps toward the door, then WHOOOOSH! CLERK'S OFFICE - SAME TIME Miguel appears back in the clerk's office in another flash of turns, shocked to see him back so soon. Miguel realizes his hands are still in guitar-holding position.","Mariachi Plaza, here I come-- He takes two steps toward the door, then WHOOOOSH! CLERK'S OFFICE - SAME TIME Miguel appears back in the clerk's office in another flash of turns, shocked to see him back so soon. Miguel realizes his hands are still in guitar-holding position.","{'neg': 0.056, 'neu': 0.944, 'pos': 0.0, 'compound': -0.3802}",-0.3802,Negative 😡
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,Two seconds and you already break your promise! 46.,Two seconds and you already break your promise! 46.,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.3802}",0.3802,Positive 😊
Miguel,Male,Latino,Mexican,Protagonist,False,True,"already had yours! Miguel grabs another petal, he marches over to Pap  Julio.","already had yours! Miguel grabs another petal, he marches over to Pap  Julio.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Miguel,Male,Latino,Mexican,Protagonist,False,True,"Pap  Julio, I ask for your blessing. Pap  Julio shakes his head and pulls his hat down.","Pap  Julio, I ask for your blessing. Pap  Julio shakes his head and pulls his hat down.","{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.4939}",0.4939,Positive 😊
Miguel,Male,Latino,Mexican,Protagonist,False,True,Victoria? They all shake their heads.,Victoria? They all shake their heads.,"{'neg': 0.254, 'neu': 0.746, 'pos': 0.0, 'compound': -0.1779}",-0.1779,Negative 😡
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,"home my way, or no way.","home my way, or no way.","{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative 😡
Miguel,Male,Latino,Mexican,Protagonist,False,True,You really hate music that much?,You really hate music that much?,"{'neg': 0.444, 'neu': 0.556, 'pos': 0.0, 'compound': -0.6115}",-0.6115,Negative 😡
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,I will not let you go down the same path he did. the group.,I will not let you go down the same path he did. the group.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Miguel,Male,Latino,Mexican,Protagonist,False,True,The same path he did. He gazes at the man with no face.,The same path he did. He gazes at the man with no face.,"{'neg': 0.155, 'neu': 0.845, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative 😡
Tia Rosita,Female,Latino,Mexican,Supporting,False,True,Be reasonable. Miguel starts back toward the door. 47.,Be reasonable. Miguel starts back toward the door. 47.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Miguel,Male,Latino,Mexican,Protagonist,False,True,"V monos. Miguel puts up his hood, tightening it to a tiny eye hole,","V monos. Miguel puts up his hood, tightening it to a tiny eye hole,","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Miguel,Male,Latino,Mexican,Protagonist,False,True,"If I wanna be a musician, I need a my great-great grandpa. The exit gets closer when Miguel is stopped by a PATROLMAN.","If I want to be a musician, I need a my great-great grandpa. The exit gets closer when Miguel is stopped by a PATROLMAN.","{'neg': 0.094, 'neu': 0.842, 'pos': 0.064, 'compound': -0.1531}",-0.1531,Negative 😡
Miguel,Male,Latino,Mexican,Protagonist,False,True,"No, no -- Dante! nearby cubicle.","No, no -- Dante! nearby cubicle.","{'neg': 0.54, 'neu': 0.46, 'pos': 0.0, 'compound': -0.5707}",-0.5707,Negative 😡
Hector,Male,Latino,Mexican,Supporting,True,True,That's illegal?,That is illegal?,"{'neg': 0.643, 'neu': 0.357, 'pos': 0.0, 'compound': -0.5574}",-0.5574,Negative 😡
Corrections Officer,Male,Latino,Mexican,Supporting,False,True,"your act, amigo.","your act, amigo.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Hector,Male,Latino,Mexican,Supporting,True,True,"Amigo? (verklempt) Oh, that's so nice, to hear you say (misty) I've just had a really hard D a de Muertos, and I could really use an amigo right now. H ctor leans gratefully toward the officer, overwhelmed with mock emotion. 49.","Amigo?  Oh, that is so nice, to hear you say  I have just had a really hard D a de Muertos, and I could really use an amigo right now. H ctor leans gratefully toward the officer, overwhelmed with mock emotion. 49.","{'neg': 0.104, 'neu': 0.714, 'pos': 0.182, 'compound': 0.5304}",0.5304,Positive 😊
